rally,ball_round,time,frame_num,score_status,player_score,opponent_score,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,player_move_x,player_move_y,opponent_location_area,opponent_location_x,opponent_location_y,opponent_move_x,opponent_move_y,ball_distance,player_type,opponent_type,player_move_area,moving_x,moving_y,landing_court_number,ball_distance_x,ball_distance_y,db,set,match_id,rally_id
3,2,0:08:12,12313.0,2.0,2.0,0.0,CHOU Tien Chen,2.0,網前球,0.0,1.0,1.0,10.0,-0.1191089749786108,0.2765079729989859,2.0,19.0,0.3271733164986683,0.564989262402276,,,CHOU Tien Chen,,10.0,-0.1840524436476774,0.2665806013205139,-0.0266486544259201,0.0467531197010498,15.0,0.0882580611220856,0.334319738702771,0.1049066485714214,-0.0124204535157195,0.0656978449510527,8.0,1.0,14.0,-0.145757629404531,0.3232610927000358,,0.0649434686690666,0.0099273716784719,0.0,1,1.0,2
3,3,0:08:13,12331.0,2.0,2.0,0.0,Kento MOMOTA,2.0,挑球,0.0,0.0,2.0,19.0,0.3271733164986683,0.564989262402276,1.0,1.0,-0.4357155660905668,-0.2375053209274936,,,CHOU Tien Chen,,15.0,0.0882580611220856,0.334319738702771,-0.2374385189747975,-0.4023047648069068,14.0,-0.145757629404531,0.3232610927000358,-0.0266486544259201,0.0467531197010498,0.3320977693622982,6.0,8.0,11.0,0.0897347975238708,0.1626844975953692,,0.2389152553765827,0.230669523699505,0.0,1,1.0,2
3,4,0:08:14,12362.0,2.0,2.0,0.0,CHOU Tien Chen,2.0,殺球,0.0,0.0,1.0,1.0,-0.4357155660905668,-0.2375053209274936,2.0,10.0,-0.1968212713441046,0.2235032556881672,,,CHOU Tien Chen,,14.0,-0.145757629404531,0.3232610927000358,0.1588084310889232,-0.0201431427070262,11.0,0.0897347975238708,0.1626844975953692,-0.2374385189747975,-0.4023047648069068,0.6312959493770767,4.0,6.0,2.0,-0.2769071350016435,-0.2576484636345198,,-0.2899579366860357,-0.5607664136275294,0.0,1,1.0,2
3,5,0:08:14,12372.0,2.0,2.0,0.0,Kento MOMOTA,2.0,接殺防守,0.0,1.0,1.0,10.0,-0.1968212713441046,0.2235032556881672,2.0,19.0,0.3932444385022544,0.5715826627378362,,,CHOU Tien Chen,,11.0,0.0897347975238708,0.1626844975953692,0.0901122070363306,-0.0433587516665047,2.0,-0.2769071350016435,-0.2576484636345198,0.1588084310889232,-0.0201431427070262,0.2929390754764856,10.0,4.0,10.0,-0.106709064307774,0.1801445040216625,,-0.2865560688679754,0.0608187580927979,0.0,1,1.0,2
3,6,0:08:16,12400.0,2.0,2.0,0.0,CHOU Tien Chen,2.0,挑球,0.0,1.0,2.0,19.0,0.3932444385022544,0.5715826627378362,1.0,7.0,0.345502123201473,-0.1432305543554733,,,CHOU Tien Chen,,2.0,-0.2769071350016435,-0.2576484636345198,-0.4270886507132602,-0.4093480156279886,10.0,-0.106709064307774,0.1801445040216625,0.0901122070363306,-0.0433587516665047,1.0661741848377857,6.0,10.0,10.0,-0.0338442122110058,0.1622346471098476,,0.6701515735038979,0.829231126372356,0.0,1,1.0,2
3,7,0:08:17,12429.0,2.0,2.0,0.0,Kento MOMOTA,2.0,殺球,0.0,0.0,1.0,7.0,0.345502123201473,-0.1432305543554733,2.0,10.0,-0.4007331561574193,0.1498065527194467,,,CHOU Tien Chen,,10.0,-0.106709064307774,0.1801445040216625,-0.2001878264725345,0.1607541543888889,10.0,-0.0338442122110058,0.1622346471098476,-0.4270886507132602,-0.4093480156279886,0.5559373943970124,4.0,6.0,7.0,0.1453142967289385,0.0175236000334156,,0.452211187509247,-0.3233750583771357,0.0,1,1.0,2
3,8,0:08:17,12446.0,2.0,2.0,0.0,CHOU Tien Chen,2.0,接殺防守,0.0,0.0,1.0,10.0,-0.4007331561574193,0.1498065527194467,2.0,23.0,0.3914375232900067,0.8030700355979136,,,CHOU Tien Chen,,10.0,-0.0338442122110058,0.1622346471098476,0.2461839797106793,0.0309114711547889,7.0,0.1453142967289385,0.0175236000334156,-0.2001878264725345,0.1607541543888889,0.3670993798963589,10.0,4.0,10.0,-0.1545491764467399,0.1807180238742357,,-0.3668889439464134,-0.0124280943904009,0.0,1,1.0,2
3,9,0:08:18,12465.0,2.0,2.0,0.0,Kento MOMOTA,2.0,網前球,0.0,0.0,1.0,23.0,0.3914375232900067,0.8030700355979136,2.0,20.0,0.4273246819044213,0.6067933601038636,,,CHOU Tien Chen,,7.0,0.1453142967289385,0.0175236000334156,-0.4358387187565807,-0.5084659355469967,10.0,-0.1545491764467399,0.1807180238742357,0.2461839797106793,0.0309114711547889,0.8232009749027991,8.0,10.0,10.0,-0.044401195466574,0.2946041000509168,,0.2461232265610682,0.785546435564498,0.0,1,1.0,2
3,10,0:08:19,12492.0,2.0,2.0,0.0,CHOU Tien Chen,2.0,網前球,0.0,1.0,1.0,20.0,0.4273246819044213,0.6067933601038636,2.0,21.0,-0.4225647545094509,0.8957689754495434,,,CHOU Tien Chen,,10.0,-0.1545491764467399,0.1807180238742357,-0.129251245567489,-0.1971804962848122,10.0,-0.044401195466574,0.2946041000509168,-0.4358387187565807,-0.5084659355469967,0.7211916383151276,8.0,8.0,15.0,0.2980734363369323,0.4096128638190514,,0.5818738583511612,0.4260753362296279,0.0,1,1.0,2
3,11,0:08:20,12516.0,2.0,2.0,0.0,Kento MOMOTA,2.0,挑球,0.0,1.0,2.0,21.0,-0.4225647545094509,0.8957689754495434,1.0,1.0,-0.5239213259152766,-0.1957562965895512,,,CHOU Tien Chen,,10.0,-0.044401195466574,0.2946041000509168,0.4598290909064457,-0.8491002629447679,15.0,0.2980734363369323,0.4096128638190514,-0.129251245567489,-0.1971804962848122,0.7102160831754105,6.0,8.0,7.0,0.0372643363969948,0.0466687125047755,,-0.3781635590428769,0.6011648753986265,0.0,1,1.0,2
3,12,0:08:22,12560.0,2.0,2.0,0.0,CHOU Tien Chen,2.0,殺球,0.0,0.0,1.0,1.0,-0.5239213259152766,-0.1957562965895512,2.0,10.0,-0.286840374069801,0.2995711179940874,,,CHOU Tien Chen,,15.0,0.2980734363369323,0.4096128638190514,0.4260947955923883,0.1075164604977947,7.0,0.0372643363969948,0.0466687125047755,0.4598290909064457,-0.8491002629447679,1.020856115984952,4.0,6.0,6.0,-0.0978265303228883,-0.0882398360917565,,-0.8219947622522089,-0.6053691604086026,0.0,1,1.0,2
3,13,0:08:23,12577.0,2.0,2.0,0.0,Kento MOMOTA,2.0,接殺防守,0.0,1.0,1.0,10.0,-0.286840374069801,0.2995711179940874,2.0,15.0,0.3795322864399361,0.4556546374455777,,,CHOU Tien Chen,,7.0,0.0372643363969948,0.0466687125047755,0.1236431477670186,-0.0821711556630585,6.0,-0.0978265303228883,-0.0882398360917565,0.4260947955923883,0.1075164604977947,0.4111003406092555,10.0,4.0,10.0,-0.1631972263027824,0.2173999623310289,,-0.3241047104667958,0.2529024054893119,0.0,1,1.0,2
3,14,0:08:24,12602.0,2.0,2.0,0.0,CHOU Tien Chen,2.0,挑球,0.0,1.0,2.0,15.0,0.3795322864399361,0.4556546374455777,1.0,7.0,0.3800652550172197,-0.1373865420721728,,,CHOU Tien Chen,,6.0,-0.0978265303228883,-0.0882398360917565,-0.461555878624185,-0.2551204483161221,10.0,-0.1631972263027824,0.2173999623310289,0.1236431477670186,-0.0821711556630585,0.7236661096705149,6.0,10.0,10.0,-0.0820235921842489,0.2005341891294556,,0.4773588167628244,0.5438944735373342,0.0,1,1.0,2
3,15,0:08:25,12631.0,2.0,2.0,0.0,Kento MOMOTA,2.0,切球,0.0,0.0,2.0,7.0,0.3800652550172197,-0.1373865420721728,1.0,14.0,-0.3446052642233375,0.4414296260302452,,,CHOU Tien Chen,,10.0,-0.1631972263027824,0.2173999623310289,-0.203766595448527,0.214937512018605,10.0,-0.0820235921842489,0.2005341891294556,-0.461555878624185,-0.2551204483161221,0.6488509746595197,5.0,6.0,11.0,0.1762986595686927,0.0775509699464322,,0.5432624813200021,-0.3547865044032017,0.0,1,1.0,2
3,16,0:08:26,12655.0,2.0,2.0,0.0,CHOU Tien Chen,2.0,平球,0.0,0.0,2.0,14.0,-0.3446052642233375,0.4414296260302452,1.0,10.0,-0.2684828775030244,0.2675493692819913,,,CHOU Tien Chen,,10.0,-0.0820235921842489,0.2005341891294556,0.3788827681112351,-0.1638048569625039,11.0,0.1762986595686927,0.0775509699464322,-0.203766595448527,0.214937512018605,0.356342175458457,7.0,5.0,11.0,0.0342775038878977,0.2776247690677413,,-0.2625816720390885,0.2408954369007896,0.0,1,1.0,2
3,17,0:08:26,12670.0,2.0,2.0,0.0,Kento MOMOTA,2.0,接殺防守,0.0,1.0,2.0,10.0,-0.2684828775030244,0.2675493692819913,1.0,2.0,-0.3516231276604414,-0.2155955046738435,,,CHOU Tien Chen,,11.0,0.1762986595686927,0.0775509699464322,0.363686843393608,-0.1110236836699453,11.0,0.0342775038878977,0.2776247690677413,0.3788827681112351,-0.1638048569625039,0.4836631136131365,10.0,7.0,11.0,0.0952039658905836,0.156525685612046,,-0.4447815370717171,0.1899983993355591,0.0,1,1.0,2
3,18,0:08:28,12702.0,2.0,2.0,0.0,CHOU Tien Chen,2.0,長球,0.0,0.0,2.0,2.0,-0.3516231276604414,-0.2155955046738435,1.0,4.0,0.4296810820396533,-0.1875470764362068,,,CHOU Tien Chen,,11.0,0.0342775038878977,0.2776247690677413,0.2868335128654169,0.4258638489982242,11.0,0.0952039658905836,0.156525685612046,0.363686843393608,-0.1110236836699453,0.6262471843123375,3.0,10.0,10.0,-0.0647896147950245,0.2102683443243807,,-0.3859006315483391,-0.4932202737415848,0.0,1,1.0,2
3,19,0:08:29,12735.0,2.0,2.0,0.0,Kento MOMOTA,2.0,長球,0.0,0.0,2.0,4.0,0.4296810820396533,-0.1875470764362068,1.0,2.0,-0.4004477826206388,-0.1737526439772111,,,CHOU Tien Chen,,11.0,0.0952039658905836,0.156525685612046,-0.3209480257768616,0.3195016989908315,10.0,-0.0647896147950245,0.2102683443243807,0.2868335128654169,0.4258638489982242,0.4798551935854314,3.0,3.0,11.0,0.1087330562627916,0.1319546225546247,,0.3344771161490696,-0.3440727620482527,0.0,1,1.0,2
3,20,0:08:30,12766.0,2.0,2.0,0.0,CHOU Tien Chen,2.0,殺球,0.0,0.0,1.0,2.0,-0.4004477826206388,-0.1737526439772111,2.0,10.0,-0.2912379439340486,0.2166240898575073,,,CHOU Tien Chen,,10.0,-0.0647896147950245,0.2102683443243807,0.1564717266460407,-0.0729463482994872,11.0,0.1087330562627916,0.1319546225546247,-0.3209480257768616,0.3195016989908315,0.5100377682918977,4.0,3.0,2.0,-0.2439760559745981,-0.2466989922766983,,-0.3356581678256143,-0.3840209883015918,0.0,1,1.0,2
3,21,0:08:31,12783.0,2.0,2.0,0.0,Kento MOMOTA,2.0,接殺防守,0.0,1.0,1.0,10.0,-0.2912379439340486,0.2166240898575073,2.0,20.0,0.4326678633045205,0.5718603731184816,,,CHOU Tien Chen,,11.0,0.1087330562627916,0.1319546225546247,0.0997744647928741,0.013230589599315,2.0,-0.2439760559745981,-0.2466989922766983,0.1564717266460407,-0.0729463482994872,0.4088345872010032,10.0,4.0,10.0,-0.1914634791411745,0.2298546794568224,,-0.3999710001968402,0.0846694673028826,0.0,1,1.0,2
3,22,0:08:32,12810.0,2.0,2.0,0.0,CHOU Tien Chen,2.0,挑球,0.0,1.0,2.0,20.0,0.4326678633045205,0.5718603731184816,1.0,4.0,0.470294806696906,-0.2804541129389226,,,CHOU Tien Chen,,2.0,-0.2439760559745981,-0.2466989922766983,-0.452786568365591,-0.3612643663275309,10.0,-0.1914634791411745,0.2298546794568224,0.0997744647928741,0.013230589599315,1.0620199754117463,6.0,10.0,10.0,-0.0201187050610705,0.2105960067909507,,0.6766439192791186,0.8185593653951799,0.0,1,1.0,2
3,23,0:08:33,12847.0,2.0,2.0,0.0,Kento MOMOTA,2.0,長球,0.0,0.0,2.0,4.0,0.470294806696906,-0.2804541129389226,1.0,1.0,-0.5582754723881596,-0.2278025200420672,,,CHOU Tien Chen,,10.0,-0.1914634791411745,0.2298546794568224,-0.3486781703856482,0.345623815772859,10.0,-0.0201187050610705,0.2105960067909507,-0.452786568365591,-0.3612643663275309,0.835666854955824,3.0,6.0,7.0,0.1216166363112578,0.0651697028339365,,0.6617582858380805,-0.510308792395745,0.0,1,1.0,2
3,24,0:08:35,12875.0,2.0,2.0,0.0,CHOU Tien Chen,2.0,殺球,0.0,0.0,1.0,1.0,-0.5582754723881596,-0.2278025200420672,2.0,11.0,0.3898374555809951,0.1459442249600082,,,CHOU Tien Chen,,10.0,-0.0201187050610705,0.2105960067909507,-0.1290695041176007,-0.0330118982268389,7.0,0.1216166363112578,0.0651697028339365,-0.3486781703856482,0.345623815772859,0.6941224492474674,4.0,3.0,1.0,-0.6873449765057603,-0.2608144182689061,,-0.5381567673270891,-0.4383985268330179,0.0,1,1.0,2
3,25,0:08:35,12886.0,2.0,2.0,0.0,Kento MOMOTA,2.0,接殺防守,0.0,0.0,2.0,11.0,0.3898374555809951,0.1459442249600082,1.0,13.0,-0.4582153565512642,0.4406177993346167,,,CHOU Tien Chen,,7.0,0.1216166363112578,0.0651697028339365,-0.1373472879693359,0.0115265749225164,1.0,-0.6873449765057603,-0.2608144182689061,-0.1290695041176007,-0.0330118982268389,0.280119494706142,10.0,4.0,11.0,0.2524901676116591,0.1574707998825246,,0.2682208192697373,0.0807745221260717,0.0,1,1.0,2
3,26,0:08:36,12913.0,2.0,2.0,0.0,CHOU Tien Chen,2.0,推撲球,0.0,0.0,2.0,13.0,-0.4582153565512642,0.4406177993346167,1.0,2.0,-0.3542222728377793,-0.2031320750103158,,,CHOU Tien Chen,,1.0,-0.6873449765057603,-0.2608144182689061,0.6010308606781133,-0.2965396961946305,11.0,0.2524901676116591,0.1574707998825246,-0.1373472879693359,0.0115265749225164,0.7379075407072946,9.0,10.0,11.0,0.1428155041268491,0.1440781031399862,,0.2291296199544961,0.7014322176035228,0.0,1,1.0,2
3,27,00:08:37,12942.0,2.0,2.0,0.0,Kento MOMOTA,2.0,切球,0.0,1.0,2.0,2.0,-0.3542222728377793,-0.2031320750103158,2.0,21.0,-0.4829369300333431,0.9260593061460832,掛網,對手掛網,CHOU Tien Chen,,11.0,0.2524901676116591,0.1574707998825246,0.0,0.0,11.0,0.1428155041268491,0.1440781031399862,0.6010308606781133,-0.2965396961946305,0.7057863832471514,5.0,9.0,2.0,-0.3542222728377793,-0.2031320750103158,,-0.6067124404494384,-0.3606028748928404,0.0,1,1.0,2
3,28,,,,,,CHOU Tien Chen,3.0,接不到,,,,7.0,0.0,0.0,,23.0,0.0,1.0,,,CHOU Tien Chen,,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,,7.0,0.0,0.0,,0.0,0.0,,1,1.0,2
4,1,0:08:57,13434.0,1.0,2.0,1.0,CHOU Tien Chen,1.0,發短球,0.0,1.0,2.0,11.0,0.0545155744006374,0.2966124927123312,1.0,15.0,0.3217163805908263,0.5028009763491539,,,Kento MOMOTA,,11.0,0.0545155744006374,0.2966124927123312,-0.0814947564968275,-0.0956741218099504,11.0,0.2161860819809759,0.2450068193805558,0.0,0.0,0.0,1.0,0.0,10.0,-0.0269791820961901,0.2009383709023808,,0.0,0.0,0.0,1,1.0,3
4,2,0:08:58,13456.0,1.0,2.0,1.0,Kento MOMOTA,2.0,網前球,0.0,1.0,1.0,15.0,0.3217163805908263,0.5028009763491539,2.0,13.0,-0.4691503230599639,0.4856207155560708,,,Kento MOMOTA,,11.0,0.2161860819809759,0.2450068193805558,-0.1465584247706855,-0.2132941376587842,10.0,-0.0269791820961901,0.2009383709023808,-0.0814947564968275,-0.0956741218099504,0.2785578419140886,8.0,1.0,11.0,0.1751579558201408,0.2895068386903697,,0.1055302986098503,0.2577941569685981,0.0,1,1.0,3
4,3,0:08:59,13478.0,1.0,2.0,1.0,CHOU Tien Chen,2.0,網前球,0.0,0.0,1.0,13.0,-0.4691503230599639,0.4856207155560708,2.0,20.0,0.4298223397340007,0.7296236668754038,,,Kento MOMOTA,,10.0,-0.0269791820961901,0.2009383709023808,0.2106616035505659,-0.0708640882606786,11.0,0.1751579558201408,0.2895068386903697,-0.1465584247706855,-0.2132941376587842,0.5258891092794449,8.0,8.0,14.0,-0.258488719509398,0.4147566272953921,,-0.4421711409637738,0.28468234465369,0.0,1,1.0,3
4,4,0:09:00,13502.0,1.0,2.0,1.0,Kento MOMOTA,2.0,網前球,0.0,0.0,2.0,20.0,0.4298223397340007,0.7296236668754038,1.0,17.0,-0.4707158336385981,0.7542274276011909,,,Kento MOMOTA,,11.0,0.1751579558201408,0.2895068386903697,-0.0962031929266374,-0.21989589400762,14.0,-0.258488719509398,0.4147566272953921,0.2106616035505659,-0.0708640882606786,0.5084847794043403,8.0,8.0,15.0,0.3336191468073632,0.5097277728677838,,0.2546643839138599,0.4401168281850341,0.0,1,1.0,3
4,5,0:09:00,13516.0,1.0,2.0,1.0,CHOU Tien Chen,2.0,推撲球,0.0,0.0,1.0,17.0,-0.4707158336385981,0.7542274276011909,2.0,15.0,0.2265984916632435,0.4210199049639982,,,Kento MOMOTA,,14.0,-0.258488719509398,0.4147566272953921,-0.0202911977810428,0.09089791890633,15.0,0.3336191468073632,0.5097277728677838,-0.0962031929266374,-0.21989589400762,0.4003508114539897,9.0,8.0,21.0,-0.4910070314196409,0.8451253465075209,,-0.2122271141292001,0.3394708003057988,0.0,1,1.0,3
4,6,0:09:00,13523.0,1.0,2.0,1.0,Kento MOMOTA,2.0,接殺防守,0.0,1.0,1.0,15.0,0.2265984916632435,0.4210199049639982,2.0,7.0,0.4069872213899468,-0.0741312423933149,對手落地致勝,落地致勝,Kento MOMOTA,,15.0,0.3336191468073632,0.5097277728677838,0.0,0.0,21.0,-0.4910070314196409,0.8451253465075209,-0.0202911977810428,0.09089791890633,0.139005418799096,10.0,9.0,15.0,0.2265984916632435,0.4210199049639982,,-0.1070206551441197,-0.0887078679037856,0.0,1,1.0,3
4,7,,,,,,CHOU Tien Chen,3.0,接不到,,,,7.0,0.0,0.0,,23.0,0.0,1.0,,,Kento MOMOTA,,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,,7.0,0.0,0.0,,0.0,0.0,,1,1.0,3
5,1,0:09:16,13923.0,2.0,3.0,1.0,Kento MOMOTA,1.0,發短球,0.0,1.0,2.0,15.0,0.057232600044891,0.3800822651334442,2.0,15.0,0.2571734174575487,0.4275656599630996,,,CHOU Tien Chen,,15.0,0.057232600044891,0.3800822651334442,-0.0761824519408121,-0.0981907895947215,15.0,0.3112824618783362,0.3358930368191991,0.0,0.0,0.0,1.0,0.0,10.0,-0.0189498518959211,0.2818914755387226,,0.0,0.0,0.0,1,1.0,4
5,2,0:09:17,13947.0,2.0,3.0,1.0,CHOU Tien Chen,2.0,推撲球,0.0,1.0,2.0,15.0,0.2571734174575487,0.4275656599630996,1.0,3.0,0.4071074604861483,-0.1709502721300997,,,CHOU Tien Chen,,15.0,0.3112824618783362,0.3358930368191991,-0.3187246722104992,-0.2849978303463139,10.0,-0.0189498518959211,0.2818914755387226,-0.0761824519408121,-0.0981907895947215,0.1064502631383049,9.0,1.0,10.0,-0.0615512547529506,0.1425678296167857,,-0.0541090444207875,0.0916726231439005,0.0,1,1.0,4
5,3,0:09:18,13970.0,2.0,3.0,1.0,Kento MOMOTA,2.0,殺球,0.0,0.0,1.0,3.0,0.4071074604861483,-0.1709502721300997,2.0,10.0,-0.2665216627789591,0.1214962243102277,,,CHOU Tien Chen,,10.0,-0.0189498518959211,0.2818914755387226,-0.1451674203791162,0.1245739149115603,10.0,-0.0615512547529506,0.1425678296167857,-0.3187246722104992,-0.2849978303463139,0.6217640081783327,4.0,9.0,7.0,0.2619400401070321,-0.0463763572185394,,0.4260573123820694,-0.4528417476688223,0.0,1,1.0,4
5,4,0:09:19,13979.0,2.0,3.0,1.0,CHOU Tien Chen,2.0,接殺防守,0.0,0.0,2.0,10.0,-0.2665216627789591,0.1214962243102277,1.0,6.0,-0.1502730745386841,0.0575459387223498,,,CHOU Tien Chen,,10.0,-0.0615512547529506,0.1425678296167857,0.2153799334084935,0.0308910492042607,7.0,0.2619400401070321,-0.0463763572185394,-0.1451674203791162,0.1245739149115603,0.2060506751179034,10.0,4.0,10.0,-0.0511417293704656,0.1523872735144884,,-0.2049704080260085,-0.021071605306558,0.0,1,1.0,4
5,5,0:09:20,14001.0,2.0,3.0,1.0,Kento MOMOTA,2.0,殺球,1.0,0.0,1.0,6.0,-0.1502730745386841,0.0575459387223498,2.0,11.0,0.3036967387830698,0.1060796503883037,,,CHOU Tien Chen,,7.0,0.2619400401070321,-0.0463763572185394,0.0071618696924954,0.0362700678500175,10.0,-0.0511417293704656,0.1523872735144884,0.2153799334084935,0.0308910492042607,0.4251111566161821,4.0,10.0,10.0,-0.1431112048461886,0.0938160065723674,,-0.4122131146457162,0.1039222959408892,0.0,1,1.0,4
5,6,0:09:20,14016.0,2.0,3.0,1.0,CHOU Tien Chen,2.0,接殺防守,0.0,1.0,2.0,11.0,0.3036967387830698,0.1060796503883037,1.0,7.0,0.380982119299467,-0.1203865540579959,,,CHOU Tien Chen,,10.0,-0.0511417293704656,0.1523872735144884,-0.3444618350937207,0.0366417892623083,10.0,-0.1431112048461886,0.0938160065723674,0.0071618696924954,0.0362700678500175,0.357847361931235,10.0,4.0,10.0,-0.0407650963106509,0.1427214396506121,,0.3548384681535353,-0.0463076231261847,0.0,1,1.0,4
5,7,0:09:21,14044.0,2.0,3.0,1.0,Kento MOMOTA,2.0,長球,0.0,0.0,2.0,7.0,0.380982119299467,-0.1203865540579959,1.0,1.0,-0.4790405507767735,-0.1638622074400154,,,CHOU Tien Chen,,10.0,-0.1431112048461886,0.0938160065723674,-0.253674910791395,0.2036910677076979,10.0,-0.0407650963106509,0.1427214396506121,-0.3444618350937207,0.0366417892623083,0.566177136057831,3.0,10.0,11.0,0.127307208508072,0.083304513649702,,0.5240933241456556,-0.2142025606303633,0.0,1,1.0,4
