ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,set,match_id,rally_id,time_proportion,is_target_turn,is_target_game,is_target_win,roundscore_diff,continuous_score,ball_round1,ball_round2,ball_round3,ball_round4,ball_round5,ball_round6,ball_round7,ball_round8,ball_round9,ball_round10,ball_round11,ball_round12,ball_round13,ball_round14,ball_round15,ball_round16,ball_round17,ball_round18,ball_round19,ball_round20,ball_round21,ball_round22,ball_round23,ball_round24,ball_round25,ball_round26,ball_round27,ball_round28,ball_round29,win_prob,rally
5,00:00:26,791.0,1,0,Khosit PHETPRADAB,3,殺球,0,0,1.0,7,425.0,574.0,2.0,8,590.0,352.0,對手落地致勝,落地致勝,Khosit PHETPRADAB,,7,-0.9112777839558606,0.9198815497115972,9,-0.4992457964930967,-1.264327288884616,0,1,42,1629,1.0,1,True,1,1.0,1,0.1345730274915695,0.1596503406763076,0.1647346466779709,0.2313734292984008,0.3096685707569122,,,,,,,,,,,,,,,,,,,,,,,,,0.5701697468757629,2
1,00:00:50,1501.0,2,0,Khosit PHETPRADAB,1,發短球,0,1,2.0,8,,,2.0,7,533.0,409.0,,,WANG Tzu Wei,,9,0.1663873134202207,0.8964122929741952,9,-0.5429048199893365,-1.007240505193001,0,1,42,1630,0.0,1,True,0,2.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.1884824484586715,3
2,00:00:50,1523.0,2,0,WANG Tzu Wei,2,推撲球,0,0,2.0,8,533.0,409.0,1.0,6,416.0,647.0,,,WANG Tzu Wei,,9,-0.4271477263150031,-0.5574885733999718,9,0.0789321914529127,0.8265925146245792,0,1,42,1630,0.0,0,True,0,2.0,2,0.5148611068725586,0.4851388931274414,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.2226973921060562,3
3,00:00:51,1544.0,2,0,Khosit PHETPRADAB,2,切球,0,1,1.0,7,416.0,647.0,1.0,8,671.0,389.0,,,WANG Tzu Wei,,9,-0.7520085031789213,1.3138064297033023,9,-0.5111783679529894,-0.7565000796142641,0,1,42,1630,0.2,1,True,0,2.0,2,0.2842588722705841,0.3371853828430176,0.3785557746887207,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.2536130845546722,3
4,00:00:52,1568.0,2,0,WANG Tzu Wei,2,推撲球,0,1,1.0,9,671.0,389.0,2.0,8,511.0,583.0,,,WANG Tzu Wei,,9,0.0375033645182142,-0.6275358281758837,9,-0.2966288559842563,1.2153813054788174,0,1,42,1630,0.4,0,True,0,2.0,2,0.1908140778541565,0.2263419926166534,0.2792984545230865,0.3035455048084259,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.3839333355426788,3
5,00:00:52,1581.0,2,0,Khosit PHETPRADAB,2,接殺防守,0,0,2.0,9,511.0,583.0,1.0,8,712.0,333.0,,,WANG Tzu Wei,,9,0.0857826528135462,1.171894552625122,8,0.1498964273145436,-0.5019716147827923,0,1,42,1630,0.4,1,True,0,2.0,2,0.1346797943115234,0.1597559750080108,0.1971335709095001,0.2162084877490997,0.2922221720218658,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.4945381581783294,3
6,00:00:53,1616.0,2,0,WANG Tzu Wei,2,長球,1,0,1.0,9,712.0,333.0,1.0,9,473.0,702.0,,,WANG Tzu Wei,,9,0.1262123090806908,-1.0635676496102515,9,0.1012931662475202,1.104389019349157,0,1,42,1630,0.6,0,True,0,2.0,2,0.1009805724024772,0.119782269001007,0.1478073298931121,0.162109375,0.2194827944040298,0.2498377412557602,0.0,,,,,,,,,,,,,,,,,,,,,,,0.582931399345398,3
7,00:00:55,1670.0,2,0,Khosit PHETPRADAB,3,切球,0,0,1.0,10,473.0,702.0,2.0,7,704.0,454.0,掛網,對手掛網,WANG Tzu Wei,,10,-0.6154473625831676,1.7115745212096378,9,-0.3720302026381082,-1.0474957753590288,0,1,42,1630,1.0,1,True,0,2.0,2,0.0702545568346977,0.0833353325724601,0.1028330251574516,0.1127832978963851,0.1526993364095688,0.2157926559448242,0.2623018026351928,,,,,,,,,,,,,,,,,,,,,,,0.6695736646652222,3
1,00:01:12,2158.0,2,1,WANG Tzu Wei,1,發短球,0,1,2.0,8,,,2.0,7,604.0,498.0,,,Khosit PHETPRADAB,,9,0.0930657405261462,-0.8696434208200978,9,-0.6758603322524603,0.9420787856439012,0,1,42,1631,0.0,0,True,1,1.0,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.3627634346485138,4
2,00:01:12,2178.0,2,1,Khosit PHETPRADAB,2,網前球,0,0,2.0,8,604.0,498.0,2.0,1,496.0,429.0,,,Khosit PHETPRADAB,,8,-0.3184880108611556,0.5431316111723081,9,-0.148405022229869,-0.9318576167679898,0,1,42,1631,0.0,1,True,1,1.0,-1,0.5034224390983582,0.4965775609016418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.3814511597156524,4
3,00:01:13,2202.0,2,1,WANG Tzu Wei,2,挑球,0,0,2.0,2,496.0,429.0,1.0,3,881.0,679.0,,,Khosit PHETPRADAB,,8,-0.5564603924884407,-0.3485792731890956,8,-0.2779522333982208,0.5973289088071905,0,1,42,1631,0.125,0,True,1,1.0,-1,0.3187839388847351,0.3071644604206085,0.374051570892334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.5406444072723389,4
4,00:01:14,2244.0,2,1,Khosit PHETPRADAB,2,殺球,0,0,1.0,4,881.0,679.0,2.0,8,747.0,360.0,,,Khosit PHETPRADAB,,10,0.6586780420225209,1.6147279948671358,9,-0.0462946574294462,-0.8816149092283995,0,1,42,1631,0.25,1,True,1,1.0,-1,0.2063140869140625,0.1987940669059753,0.252215713262558,0.3426761031150818,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.6485635638237,4
5,00:01:15,2255.0,2,1,WANG Tzu Wei,2,接殺防守,0,1,2.0,9,747.0,360.0,2.0,7,764.0,489.0,,,Khosit PHETPRADAB,,9,-0.1187724945579831,-0.9319977291812752,4,0.9583315290559994,1.7315345939046427,0,1,42,1631,0.375,0,True,1,1.0,-1,0.1369199454784393,0.1319293081760406,0.167382463812828,0.244596391916275,0.3191719353199005,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.7269740104675293,4
6,00:01:16,2282.0,2,1,Khosit PHETPRADAB,2,推撲球,0,0,2.0,8,764.0,489.0,1.0,8,540.0,357.0,,,Khosit PHETPRADAB,,9,0.3948959610595053,0.8153086697987414,9,0.1461853971832083,-0.8950783070625533,0,1,42,1631,0.5,1,True,1,1.0,-1,0.0944637209177017,0.0910205841064453,0.1154804080724716,0.1687517911195755,0.2510646283626556,0.279218852519989,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.7737449407577515,4
7,00:01:16,2298.0,2,1,WANG Tzu Wei,2,接殺防守,0,0,1.0,9,540.0,357.0,2.0,2,486.0,468.0,,,Khosit PHETPRADAB,,9,-0.0196156285461376,-0.8070402327865981,9,0.2335409961063416,0.9308716615660853,0,1,42,1631,0.5,0,True,1,1.0,-1,0.0722698345780372,0.0696356445550918,0.0883487313985824,0.1291042119264602,0.192077949643135,0.2099105417728424,0.23865307867527,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.7622937560081482,4
8,00:01:17,2326.0,2,1,Khosit PHETPRADAB,2,挑球,0,1,2.0,3,486.0,468.0,2.0,3,466.0,321.0,,,Khosit PHETPRADAB,,8,-0.7943585883570399,0.4372078963169124,9,-0.0358900436305426,-0.7581095392416929,0,1,42,1631,0.625,1,True,1,1.0,-1,0.0528682544827461,0.050941240042448,0.0646306052803993,0.0944448560476303,0.1405126452445984,0.1535578966140747,0.2628822922706604,0.1801621913909912,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.6440582871437073,4
9,00:01:19,2380.0,2,1,WANG Tzu Wei,2,接殺防守,0,1,2.0,4,466.0,321.0,1.0,8,814.0,605.0,,,Khosit PHETPRADAB,,0,-1.5602818504825604,-1.4865001198369103,9,-0.1257191877493817,0.8800577792054595,0,1,42,1631,0.875,0,True,1,1.0,-1,0.0458717867732048,0.0441997870802879,0.0560775361955165,0.0819462314248085,0.1219175159931182,0.1332363784313202,0.2280930131673813,0.1701465845108032,0.1185110881924629,0.0,,,,,,,,,,,,,,,,,,,,0.6423286199569702,4
10,00:01:20,2421.0,2,1,Khosit PHETPRADAB,3,殺球,0,0,1.0,9,814.0,605.0,2.0,6,807.0,339.0,對手落地致勝,落地致勝,Khosit PHETPRADAB,,9,0.843997610305394,1.1744800835326057,9,-0.4370179074893981,-1.2507744051534937,0,1,42,1631,1.0,1,True,1,1.0,-1,0.0412819273769855,0.0397772267460823,0.0504665076732635,0.0737468227744102,0.1097186431288719,0.1199049651622772,0.2052703946828842,0.153121992945671,0.1163249909877777,0.0903864428400993,,,,,,,,,,,,,,,,,,,,0.6325957775115967,4
1,00:01:45,3152.0,3,1,Khosit PHETPRADAB,1,發短球,0,1,2.0,8,,,2.0,7,682.0,409.0,,,WANG Tzu Wei,,9,-0.0597984929498561,0.8600746266450235,9,0.615865505455305,-1.14736809966736,0,1,42,1632,0.0,1,True,0,2.0,1,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2225696295499801,5
2,00:01:45,3176.0,3,1,WANG Tzu Wei,2,推撲球,0,0,2.0,8,682.0,409.0,1.0,4,390.0,674.0,,,WANG Tzu Wei,,9,0.626542253620046,-0.6642570187006737,9,0.0659899652968664,0.9359654011885472,0,1,42,1632,0.0,0,True,0,2.0,1,0.5148611068725586,0.4851388931274414,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2609823644161224,5
3,00:01:47,3219.0,3,1,Khosit PHETPRADAB,2,長球,0,1,1.0,5,390.0,674.0,1.0,9,533.0,326.0,,,WANG Tzu Wei,,10,-0.6270442538226574,1.57576617849332,9,-0.3477602860294081,-0.9055157088107804,0,1,42,1632,0.6666666666666666,1,True,0,2.0,1,0.2722606062889099,0.3556236028671264,0.3721157908439636,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2521838247776031,5
4,00:01:48,3258.0,3,1,WANG Tzu Wei,3,殺球,0,0,1.0,10,533.0,326.0,2.0,5,836.0,612.0,對手落地致勝,落地致勝,WANG Tzu Wei,,10,-0.5834518047062447,-1.4213740913054604,9,0.0350236234956282,1.242933570986942,0,1,42,1632,1.0,0,True,0,2.0,1,0.2012945115566253,0.2629285454750061,0.2597516477108001,0.2760252952575683,,,,,,,,,,,,,,,,,,,,,,,,,,0.3453109562397003,5
1,00:02:05,3770.0,3,2,WANG Tzu Wei,1,發短球,0,1,2.0,8,,,2.0,1,826.0,506.0,,,WANG Tzu Wei,,9,-0.1063645123676403,-0.8314084693575193,9,0.4439154357416736,0.9729472093636128,0,1,42,1633,0.0,0,True,0,1.0,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.3627634346485138,6
2,00:02:06,3796.0,3,2,Khosit PHETPRADAB,2,推撲球,0,0,2.0,2,826.0,506.0,1.0,4,779.0,325.0,,,WANG Tzu Wei,,8,0.5455161369401148,0.6336616997538597,9,0.0330553541604311,-0.8443894194070175,0,1,42,1633,0.1428571428571428,1,True,0,1.0,-1,0.482766717672348,0.5172333121299744,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.4101429283618927,6
3,00:02:07,3823.0,3,2,WANG Tzu Wei,2,切球,0,1,1.0,5,779.0,325.0,2.0,7,767.0,501.0,,,WANG Tzu Wei,,7,0.9763562635990924,-1.2609539692485732,9,0.4399270647206821,0.926112993871156,0,1,42,1633,0.2857142857142857,0,True,0,1.0,-1,0.2874626815319061,0.3215116560459137,0.3910256326198578,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.5575719475746155,6
4,00:02:08,3842.0,3,2,Khosit PHETPRADAB,2,網前球,0,0,2.0,8,767.0,501.0,2.0,7,636.0,409.0,,,WANG Tzu Wei,,9,0.5344669016047157,0.8792782455311539,9,0.5080070479376351,-1.0128371532341165,0,1,42,1633,0.4285714285714285,1,True,0,1.0,-1,0.1838999986648559,0.2056823223829269,0.2916270196437835,0.3187907040119171,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.6195380091667175,6
5,00:02:08,3864.0,3,2,WANG Tzu Wei,2,網前球,0,0,2.0,8,636.0,409.0,2.0,7,644.0,474.0,,,WANG Tzu Wei,,9,0.1262160090360715,-0.5699466707390458,9,0.2643214993364397,0.7929443605150345,0,1,42,1633,0.4285714285714285,0,True,0,1.0,-1,0.1301999986171722,0.1456217467784881,0.2064700275659561,0.2149898409843444,0.3027183413505554,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.7075906991958618,6
6,00:02:09,3889.0,3,2,Khosit PHETPRADAB,2,網前球,0,0,2.0,8,644.0,474.0,2.0,7,589.0,417.0,,,WANG Tzu Wei,,8,-0.0224669163742675,0.3926352390419154,9,0.0203730112584305,-0.7221027036328707,0,1,42,1633,0.5714285714285714,1,True,0,1.0,-1,0.0872235298156738,0.097554862499237,0.1383183151483535,0.144025906920433,0.258985310792923,0.2738920748233795,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.7541216015815735,6
7,00:02:10,3916.0,3,2,WANG Tzu Wei,2,挑球,0,0,2.0,8,589.0,417.0,1.0,9,677.0,667.0,,,WANG Tzu Wei,,8,-0.0923543688222638,-0.2958444937474362,8,0.0941325580895658,0.5223524434878382,0,1,42,1633,0.7142857142857143,0,True,0,1.0,-1,0.0676885843276977,0.0757060647010803,0.107339970767498,0.1117692738771438,0.2009818851947784,0.2061539739370346,0.2303602397441864,0.0,,,,,,,,,,,,,,,,,,,,,,0.7359090447425842,6
8,00:02:12,3967.0,3,2,Khosit PHETPRADAB,3,殺球,0,0,1.0,10,677.0,667.0,2.0,7,761.0,458.0,掛網,對手掛網,WANG Tzu Wei,,9,0.1859223930916217,1.4897810698265002,9,-0.213853843814102,-1.0882372217894505,0,1,42,1633,1.0,1,True,0,1.0,-1,0.0520358383655548,0.0581993050873279,0.0825179815292358,0.0859230160713195,0.1545055359601974,0.1584815829992294,0.2136735022068023,0.194663256406784,,,,,,,,,,,,,,,,,,,,,,0.677193820476532,6
1,00:02:28,4454.0,3,3,WANG Tzu Wei,1,發短球,0,1,2.0,8,,,2.0,7,504.0,506.0,,,WANG Tzu Wei,,9,0.0937412227297801,-0.8822223409407707,9,-0.6372307751123648,0.9622360910461148,0,1,42,1634,0.0,0,True,0,0.0,-2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.3701904416084289,7
2,00:02:29,4477.0,3,3,Khosit PHETPRADAB,2,推撲球,0,1,2.0,8,504.0,506.0,1.0,4,754.0,325.0,,,WANG Tzu Wei,,8,-0.4078129822262735,0.6491928254509366,9,-0.052856236076685,-0.9068522942849434,0,1,42,1634,0.1111111111111111,1,True,0,0.0,-2,0.5444033145904541,0.4555966854095459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.2755697071552276,7
3,00:02:30,4503.0,3,3,WANG Tzu Wei,2,長球,1,0,1.0,5,754.0,325.0,1.0,6,464.0,632.0,,,WANG Tzu Wei,,10,0.2784000067250239,-1.370197731701797,9,0.1819071339484746,0.963734227622536,0,1,42,1634,0.2222222222222222,0,True,0,0.0,-2,0.3765536546707153,0.3110779821872711,0.3123684227466583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.3847950398921966,7
4,00:02:31,4536.0,3,3,Khosit PHETPRADAB,2,殺球,1,0,1.0,7,464.0,632.0,2.0,8,611.0,355.0,,,WANG Tzu Wei,,9,-0.2958861719553415,1.325220435008888,9,-0.0922700750717306,-1.1023583330509288,0,1,42,1634,0.3333333333333333,1,True,0,0.0,-2,0.2445039898157119,0.2019893079996109,0.2065480053424835,0.3469586968421936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.4757927656173706,7
5,00:02:31,4549.0,3,3,WANG Tzu Wei,2,接殺防守,0,1,2.0,9,611.0,355.0,2.0,2,479.0,520.0,,,WANG Tzu Wei,,9,-0.5270572182689343,-1.1809599966004385,9,-0.3998783638658627,1.4552399931636777,0,1,42,1634,0.3333333333333333,0,True,0,0.0,-2,0.1640149354934692,0.1354957967996597,0.1385538130998611,0.2512964606285095,0.310638964176178,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.6114538908004761,7
6,00:02:32,4578.0,3,3,Khosit PHETPRADAB,2,網前球,0,1,2.0,3,479.0,520.0,2.0,5,453.0,395.0,,,WANG Tzu Wei,,9,-0.5951210263551779,0.7996849310422723,9,-0.2444575077644802,-0.9828242148518346,0,1,42,1634,0.4444444444444444,1,True,0,0.0,-2,0.1065515503287315,0.0880242139101028,0.0900108441710472,0.1632535904645919,0.2838162183761596,0.2683435380458832,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.6786373257637024,7
7,00:02:33,4608.0,3,3,WANG Tzu Wei,2,挑球,0,0,2.0,6,453.0,395.0,1.0,4,402.0,680.0,,,WANG Tzu Wei,,9,-0.7702792727688897,-0.5910489221159011,9,-0.2347830422757923,0.9989360507290512,0,1,42,1634,0.5555555555555556,0,True,0,0.0,-2,0.0854616612195968,0.0706014633178711,0.0721948742866516,0.1309405863285064,0.2276400774717331,0.2087613344192505,0.2043999433517456,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.6947951912879944,7
8,00:02:34,4645.0,3,3,Khosit PHETPRADAB,2,切球,0,1,1.0,5,402.0,680.0,2.0,8,723.0,375.0,,,WANG Tzu Wei,,5,-0.8509843272504886,1.6169746886841525,9,-0.4583671904367127,-0.9176792424415796,0,1,42,1634,0.6666666666666666,1,True,0,0.0,-2,0.0650074407458305,0.0537038557231426,0.054915901273489,0.0996015295386314,0.1731571555137634,0.1587968319654464,0.2061153948307037,0.1887019574642181,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.5972222685813904,7
9,00:02:35,4664.0,3,3,WANG Tzu Wei,2,網前球,0,1,2.0,9,723.0,375.0,2.0,2,415.0,523.0,,,WANG Tzu Wei,,9,0.383417449642201,-0.8209275365190954,9,-0.1685742864394363,1.3548975212415155,0,1,42,1634,0.7777777777777778,0,True,0,0.0,-2,0.0562393739819526,0.0464603938162326,0.0475089587271213,0.0861674845218658,0.1498020887374878,0.1373786479234695,0.178314983844757,0.1748844385147094,0.1232436969876289,0.0,0.0,,,,,,,,,,,,,,,,,,,0.6012137532234192,7
10,00:02:36,4691.0,3,3,Khosit PHETPRADAB,2,網前球,0,1,2.0,3,415.0,523.0,1.0,1,426.0,405.0,,,WANG Tzu Wei,,9,-0.7568599778977442,0.7054515473397261,9,-0.1350737314554975,-0.8561689592737783,0,1,42,1634,0.8888888888888888,1,True,0,0.0,-2,0.048363622277975,0.039954088628292,0.0408558137714862,0.0741006061434745,0.128823846578598,0.1181401684880256,0.1533437818288803,0.1503936648368835,0.1579832881689071,0.088041178882122,0.0,,,,,,,,,,,,,,,,,,,0.5268306732177734,7
11,00:02:37,4716.0,3,3,WANG Tzu Wei,3,推撲球,0,0,1.0,2,426.0,405.0,2.0,3,907.0,682.0,對手落地致勝,落地致勝,WANG Tzu Wei,,2,-1.1139908739437023,-0.5113141837358368,9,-0.4181275543287151,0.8636863645393446,0,1,42,1634,1.0,0,True,0,0.0,-2,0.0457719750702381,0.0378130786120891,0.0386664867401123,0.0701297968626022,0.1219205930829048,0.1118094250559806,0.1451265960931778,0.1423345655202865,0.1495174914598465,0.0816589593887329,0.0552509538829326,,,,,,,,,,,,,,,,,,,0.5250874161720276,7
1,00:02:54,5217.0,3,4,WANG Tzu Wei,1,發短球,0,1,2.0,8,,,2.0,7,786.0,510.0,,,WANG Tzu Wei,,9,-0.1419349675468637,-0.8812000515699175,9,0.4208220924689347,0.9460921718902094,0,1,42,1635,1.0,0,True,0,-1.0,-3,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3769388794898987,8
2,00:02:54,5242.0,3,4,Khosit PHETPRADAB,3,網前球,0,0,2.0,8,786.0,510.0,2.0,1,819.0,454.0,掛網,對手掛網,WANG Tzu Wei,,9,0.4654052929881173,0.670702339663471,9,-0.084458690260023,-0.8314950601625416,0,1,42,1635,1.0,1,True,0,-1.0,-3,0.5132532715797424,0.4867467284202575,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3499757945537567,8
1,00:03:06,5598.0,3,5,WANG Tzu Wei,1,發短球,0,1,2.0,8,,,2.0,7,614.0,495.0,,,WANG Tzu Wei,,9,0.0748152101947155,-0.9457266202920004,9,-0.653073833407769,0.9620791308956652,0,1,42,1636,0.0,0,True,0,-2.0,-4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.3852270841598511,9
2,00:03:07,5621.0,3,5,Khosit PHETPRADAB,2,網前球,0,0,2.0,8,614.0,495.0,2.0,7,527.0,413.0,,,WANG Tzu Wei,,8,-0.393842880052789,0.5270310150902322,9,-0.1110695098904141,-0.9448293698699896,0,1,42,1636,0.0588235294117647,1,True,0,-2.0,-4,0.504152238368988,0.4958478212356567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.399048388004303,9
3,00:03:08,5646.0,3,5,WANG Tzu Wei,2,挑球,0,0,2.0,8,527.0,413.0,1.0,9,824.0,675.0,,,WANG Tzu Wei,,8,-0.4722033741616122,-0.4457702014858474,8,-0.1976914542248023,0.5825915582526283,0,1,42,1636,0.1176470588235294,0,True,0,-2.0,-4,0.3222443759441376,0.3038021326065063,0.3739535510540008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.542967677116394,9
