ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,set,match_id,rally_id,time_proportion,is_target_turn,is_target_game,is_target_win,roundscore_diff,continuous_score,ball_round1,ball_round2,ball_round3,ball_round4,ball_round5,ball_round6,ball_round7,ball_round8,ball_round9,ball_round10,ball_round11,ball_round12,ball_round13,ball_round14,ball_round15,ball_round16,ball_round17,ball_round18,ball_round19,ball_round20,ball_round21,ball_round22,ball_round23,ball_round24,ball_round25,ball_round26,ball_round27,ball_round28,ball_round29,ball_round30,ball_round31,ball_round32,ball_round33,ball_round34,ball_round35,ball_round36,ball_round37,ball_round38,ball_round39,ball_round40,ball_round41,ball_round42,ball_round43,ball_round44,ball_round45,ball_round46,ball_round47,ball_round48,ball_round49,ball_round50,ball_round51,ball_round52,ball_round53,ball_round54,ball_round55,ball_round56,ball_round57,ball_round58,ball_round59,ball_round60,ball_round61,win_prob,rally
6,00:00:50,1525.0,2,0,Viktor AXELSEN,2,挑球,0,1,2.0,8,669.0,446.0,,8,430.0,621.0,,,Viktor AXELSEN,,9,0.1918195843441899,-0.7599641141566961,9,0.4929017269919913,0.8035766192782242,0,1,35,977,0.6,1,True,1,-2.0,-2,0.233388751745224,0.0546871051192283,0.0970687121152877,0.1457196176052093,0.3229261636734009,0.1462095826864242,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6806204915046692,3
7,00:00:51,1555.0,2,0,CHOU Tien Chen,2,殺球,1,0,1.0,9,430.0,621.0,,8,602.0,401.0,,,Viktor AXELSEN,,9,-0.5689820196800383,1.3666794643385525,9,-0.1186700327866688,-0.985014155951534,0,1,35,977,0.8,0,True,1,-2.0,-2,0.1493766009807586,0.0350015833973884,0.0621272251009941,0.0932654291391372,0.2066835761070251,0.0887354016304016,0.3648100793361664,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6511155366897583,3
8,00:00:52,1569.0,2,0,Viktor AXELSEN,3,接殺防守,0,1,2.0,9,602.0,401.0,,8,748.0,537.0,對手落地致勝,落地致勝,Viktor AXELSEN,,9,-0.3979111244248313,-0.9987146898896,9,-0.516823706848062,1.4268754491761058,0,1,35,977,1.0,1,True,1,-2.0,-2,0.1675892621278762,0.0392691195011138,0.0697020441293716,0.1046367585659027,0.2318833172321319,0.0995544046163559,0.0856663584709167,0.2016987949609756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2621965408325195,3
1,00:01:04,1939.0,2,1,CHOU Tien Chen,1,殺球,1,0,1.0,8,,,,5,463.0,402.0,,,Viktor AXELSEN,,9,-0.7129472651463977,1.3057160386488806,9,-0.366597367529001,-1.0940214354518407,0,1,35,978,0.0,0,True,1,-1.0,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7105037569999695,4
2,00:01:05,1955.0,2,1,Viktor AXELSEN,3,接殺防守,0,0,1.0,6,463.0,402.0,,7,744.0,504.0,對手落地致勝,落地致勝,Viktor AXELSEN,,9,-0.7951940438854338,-1.027412561674943,9,-0.7267501085324609,1.435706999884416,0,1,35,978,1.0,1,True,1,-1.0,1,0.3340600728988647,0.6659399271011353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1708931922912597,4
1,00:01:16,2306.0,2,2,Viktor AXELSEN,1,發長球,0,1,2.0,8,,,,3,813.0,652.0,,,Viktor AXELSEN,,9,-0.0909246335194277,-0.8322742180525907,9,0.5079761863711639,1.094992090148492,0,1,35,979,0.0,1,True,1,0.0,2,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2653791606426239,5
2,00:01:18,2343.0,2,2,CHOU Tien Chen,2,平球,0,0,1.0,4,813.0,652.0,,6,777.0,398.0,,,Viktor AXELSEN,,10,0.8755165273950614,1.6265924694686351,9,-0.1044499106389778,-0.9851122917630664,0,1,35,979,0.6666666666666666,0,True,1,0.0,2,0.206697329878807,0.7933027148246765,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8440814018249512,5
3,00:01:18,2358.0,2,2,Viktor AXELSEN,2,接殺防守,0,1,2.0,7,777.0,398.0,,2,428.0,497.0,,,Viktor AXELSEN,,9,0.2697443740101382,-0.880005630565635,9,0.7002143856904103,1.3964498639796947,0,1,35,979,0.6666666666666666,1,True,1,0.0,2,0.2384087592363357,0.2152093350887298,0.5463818907737732,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1505437046289444,5
4,00:01:19,2381.0,2,2,CHOU Tien Chen,3,網前球,0,1,2.0,3,428.0,497.0,2.0,7,639.0,473.0,掛網,對手掛網,Viktor AXELSEN,,9,-0.6465707320583106,0.7359205827479744,9,0.2901758344620669,-1.082557039423592,0,1,35,979,1.0,0,True,1,0.0,2,0.0119351167231798,0.010773716494441,0.0273310504853725,0.9499601721763612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9615923166275024,5
1,00:01:35,2852.0,2,3,Viktor AXELSEN,1,發短球,0,1,2.0,8,,,,7,515.0,519.0,,,Viktor AXELSEN,,9,0.1434865600793037,-0.7596325116750883,9,-0.5882512845532663,1.1021509991352725,0,1,35,980,0.0,1,True,1,1.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2848454415798187,6
2,00:01:35,2873.0,2,3,CHOU Tien Chen,2,平球,0,1,2.0,8,515.0,519.0,,8,742.0,389.0,,,Viktor AXELSEN,,8,-0.2513992710467571,0.6170017897708421,9,-0.1104745422134607,-0.8171742510350567,0,1,35,980,0.0,0,True,1,1.0,3,0.138118639588356,0.8618813753128052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9542633295059204,6
3,00:01:36,2890.0,2,3,Viktor AXELSEN,2,平球,0,1,1.0,9,742.0,389.0,,5,782.0,565.0,,,Viktor AXELSEN,,9,0.3572822343832266,-1.003928524527564,9,0.3295353589001901,0.8323668599526203,0,1,35,980,0.125,1,True,1,1.0,3,0.1635785102844238,0.3102458715438843,0.5261756181716919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2690741717815399,6
4,00:01:36,2903.0,2,3,CHOU Tien Chen,2,平球,0,0,1.0,6,782.0,565.0,,8,666.0,398.0,,,Viktor AXELSEN,,9,0.4937785185524586,0.8587494204876602,9,0.7217608432760145,-1.0695960301651362,0,1,35,980,0.125,0,True,1,1.0,3,0.023966958746314,0.0454561561346054,0.0625857561826706,0.8679912090301514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8942384719848633,6
5,00:01:37,2916.0,2,3,Viktor AXELSEN,2,接殺防守,0,1,2.0,9,666.0,398.0,,8,521.0,594.0,,,Viktor AXELSEN,,9,0.4176545256329148,-1.1804791360577114,9,0.7784173132046824,0.9642748361727024,0,1,35,980,0.25,1,True,1,1.0,3,0.0421671047806739,0.0799748748540878,0.1101124435663223,0.4202163219451904,0.347529262304306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2537825107574463,6
6,00:01:38,2947.0,2,3,CHOU Tien Chen,2,殺球,1,0,1.0,9,521.0,594.0,,5,467.0,391.0,,,Viktor AXELSEN,,9,-0.2026738563674351,1.2788273431450985,9,-0.2223972406749482,-1.0950194283148862,0,1,35,980,0.375,0,True,1,1.0,3,0.0180103536695241,0.0341587476432323,0.0470310673117637,0.1794821768999099,0.1340715736150741,0.5872460603713989,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7960644960403442,6
7,00:01:38,2964.0,2,3,Viktor AXELSEN,2,接殺防守,0,0,2.0,6,467.0,391.0,,2,387.0,497.0,,,Viktor AXELSEN,,9,-0.4607268149312042,-1.2072584633337955,9,-0.1457220234770027,1.363935292773552,0,1,35,980,0.375,1,True,1,1.0,3,0.0223134458065032,0.0423200652003288,0.0582678727805614,0.2223646342754364,0.1661043763160705,0.2206911444664001,0.267938494682312,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4980742037296295,6
8,00:01:39,2993.0,2,3,CHOU Tien Chen,2,網前球,0,1,2.0,3,387.0,497.0,,1,423.0,449.0,,,Viktor AXELSEN,,7,-1.0091505855736391,0.7948492644806281,9,-0.3364696021042406,-0.7858655349857262,0,1,35,980,0.5,0,True,1,1.0,3,0.0073740947991609,0.0139858378097414,0.0192562341690063,0.0734865441918373,0.0548937804996967,0.0729335024952888,0.0880441889166832,0.6700258255004883,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9191940426826476,6
9,00:01:40,3022.0,2,3,Viktor AXELSEN,2,挑球,0,0,2.0,2,423.0,449.0,,8,762.0,590.0,,,Viktor AXELSEN,,6,-1.0400105189158229,-0.6072587938412012,9,-0.5169156831835526,0.9815378888818528,0,1,35,980,0.625,1,True,1,1.0,3,0.0104580456390976,0.0198349151760339,0.0273094661533832,0.1042196750640869,0.07785115391016,0.1034353375434875,0.1248655617237091,0.2840002775192261,0.248025581240654,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4280706346035003,6
10,00:01:41,3049.0,2,3,CHOU Tien Chen,2,殺球,0,0,1.0,9,762.0,590.0,,8,639.0,395.0,,,Viktor AXELSEN,,9,0.3843262464463513,1.2828939371951769,9,-0.5145108368027225,-0.7698520417209526,0,1,35,980,0.75,0,True,1,1.0,3,0.0060240444727241,0.0114253060892224,0.015730794519186,0.0600326098501682,0.0448438115417957,0.0595808140933513,0.0719250440597534,0.1635898202657699,0.1544699072837829,0.4123778045177459,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3076910972595215,6
11,00:01:42,3059.0,2,3,Viktor AXELSEN,2,接殺防守,0,1,2.0,9,639.0,395.0,,7,562.0,507.0,,,Viktor AXELSEN,,9,-0.3998820521464766,-1.014391137234025,6,1.1393936625684868,1.2542739475445046,0,1,35,980,0.875,1,True,1,1.0,3,0.0063810716383159,0.0121024530380964,0.0166631191968917,0.0635905787348747,0.0475015826523304,0.0631120055913925,0.0761878415942192,0.1732853204011917,0.1636249274015426,0.141177088022232,0.2363739758729934,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2137471735477447,6
12,00:01:43,3091.0,2,3,CHOU Tien Chen,3,網前球,0,1,2.0,8,562.0,507.0,2.0,1,454.0,471.0,掛網,對手掛網,Viktor AXELSEN,,9,0.093409118464161,0.7500061006779978,9,-0.0929428079939439,-1.0165110941634314,0,1,35,980,1.0,0,True,1,1.0,3,0.0019440130563452,0.0036870504263788,0.0050764703191816,0.0193730648607015,0.0144715029746294,0.0192272663116455,0.023210858926177,0.0527919121086597,0.049848835915327,0.0430100336670875,0.0618732720613479,0.7054857611656189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9357690811157228,6
1,00:02:05,3755.0,2,4,Viktor AXELSEN,1,發長球,0,1,2.0,8,,,,5,788.0,618.0,,,Viktor AXELSEN,,9,-0.0925785567029339,-0.7727479341652875,9,0.5393032533969137,1.0947875088662222,0,1,35,981,0.0,1,True,1,2.0,4,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2874637246131897,7
2,00:02:06,3789.0,2,4,CHOU Tien Chen,3,殺球,0,0,1.0,6,788.0,618.0,2.0,6,849.0,403.0,出界,對手出界,Viktor AXELSEN,,10,0.8682620010820288,1.5847806074590896,9,-0.17707367914224,-1.0002393456723138,0,1,35,981,1.0,0,True,1,2.0,4,0.4341342151165008,0.5658657550811768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3804399669170379,7
1,00:02:19,4185.0,2,5,Viktor AXELSEN,1,發短球,0,1,2.0,8,,,,7,525.0,504.0,,,Viktor AXELSEN,,9,0.1556216046516061,-0.7892442513341997,9,-0.6729795412510795,1.144430719238068,0,1,35,982,0.0,1,True,1,3.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3078710436820984,8
2,00:02:20,4205.0,2,5,CHOU Tien Chen,2,網前球,0,1,2.0,8,525.0,504.0,,7,626.0,462.0,,,Viktor AXELSEN,,9,-0.1838116807162051,0.7041984199666155,9,-0.0305981538070843,-0.8627963333554142,0,1,35,982,0.0344827586206896,0,True,1,3.0,5,0.0997054725885391,0.9002945423126221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9705604910850524,8
3,00:02:21,4233.0,2,5,Viktor AXELSEN,2,挑球,0,0,2.0,8,626.0,462.0,,6,399.0,622.0,,,Viktor AXELSEN,,8,0.2870234102619204,-0.3043549635683732,9,0.1446375982862104,0.6924134190203161,0,1,35,982,0.0689655172413793,1,True,1,3.0,5,0.1073853522539138,0.4434135258197784,0.4492011070251465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4552785754203796,8
4,00:02:22,4276.0,2,5,CHOU Tien Chen,2,長球,1,0,1.0,7,399.0,622.0,,8,525.0,380.0,,,Viktor AXELSEN,,10,-0.6420095316164567,1.5874713967340497,9,-0.3895148812755593,-1.0460316986762883,0,1,35,982,0.1034482758620689,0,True,1,3.0,5,0.0141561198979616,0.0584531724452972,0.044320810586214,0.8830699324607849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9556295275688172,8
5,00:02:23,4307.0,2,5,Viktor AXELSEN,2,殺球,0,0,1.0,9,525.0,380.0,,8,700.0,559.0,,,Viktor AXELSEN,,9,-0.7625047421803905,-1.3054064256283728,9,-0.2377319302161868,1.1415915671671748,0,1,35,982,0.1379310344827586,1,True,1,3.0,5,0.0096834618598222,0.0399847812950611,0.0303175691515207,0.8433944582939148,0.0766197964549064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9691582918167114,8
6,00:02:24,4321.0,2,5,CHOU Tien Chen,2,接殺防守,0,0,2.0,9,700.0,559.0,,6,779.0,395.0,,,Viktor AXELSEN,,9,0.3217286008102771,1.0195310017406505,4,-1.0036547254817128,-1.6017650541758133,0,1,35,982,0.1724137931034483,0,True,1,3.0,5,0.0056580863893032,0.0233632717281579,0.0177146792411804,0.4927988350391388,0.0413650199770927,0.4191001057624817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9689145684242249,8
7,00:02:24,4345.0,2,5,Viktor AXELSEN,2,接殺防守,0,1,1.0,7,779.0,395.0,,1,818.0,503.0,,,Viktor AXELSEN,,9,0.6068251680644015,-1.0688012265143871,9,0.4151553358342588,0.9578535637776624,0,1,35,982,0.1724137931034483,1,True,1,3.0,5,0.0077473679557442,0.0319902971386909,0.0242559295147657,0.6747676730155945,0.0566392950713634,0.0967445448040962,0.1078548207879066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9443982243537904,8
8,00:02:25,4366.0,2,5,CHOU Tien Chen,2,網前球,0,0,2.0,2,818.0,503.0,,2,826.0,455.0,,,Viktor AXELSEN,,6,1.0009799804044013,0.6674320267810968,9,0.8352169158425317,-1.0229216743535776,0,1,35,982,0.2068965517241379,0,True,1,3.0,5,0.0049189161509275,0.02031110227108,0.0154004395008087,0.4284197688102722,0.0359611064195632,0.061424508690834,0.0684947073459625,0.3650693893432617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9341764450073242,8
9,00:02:26,4393.0,2,5,Viktor AXELSEN,2,挑球,0,1,2.0,3,826.0,455.0,,6,356.0,598.0,,,Viktor AXELSEN,,3,0.9889308018456544,-0.4415096461637337,9,0.558588725286154,0.7751718356405792,0,1,35,982,0.2413793103448276,1,True,1,3.0,5,0.0058276713825762,0.0240635182708501,0.0182456262409687,0.5075690746307373,0.0426048152148723,0.0727725028991699,0.0811489075422287,0.1299034059047699,0.1178644597530365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8062170147895813,8
10,00:02:27,4429.0,2,5,CHOU Tien Chen,2,殺球,1,0,1.0,7,356.0,598.0,,5,475.0,395.0,,,Viktor AXELSEN,,9,-0.5955843667799791,1.4048423123247895,9,-0.0155200163848097,-0.939210830829305,0,1,35,982,0.2758620689655172,0,True,1,3.0,5,0.0036717753391712,0.0151614230126142,0.0114958100020885,0.3197982013225555,0.0268435310572385,0.0458509400486946,0.0511285588145256,0.0818467363715171,0.0771388560533523,0.3670641183853149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5028271079063416,8
