ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,set,match_id,rally_id,time_proportion,is_target_turn,is_target_game,is_target_win,roundscore_diff,continuous_score,ball_round1,ball_round2,ball_round3,ball_round4,ball_round5,ball_round6,ball_round7,ball_round8,ball_round9,ball_round10,ball_round11,ball_round12,ball_round13,ball_round14,ball_round15,ball_round16,ball_round17,ball_round18,ball_round19,ball_round20,ball_round21,ball_round22,ball_round23,ball_round24,ball_round25,ball_round26,ball_round27,ball_round28,ball_round29,ball_round30,ball_round31,ball_round32,ball_round33,win_prob,rally
5,00:04:15,7669.0,1,0,NG Ka Long Angus,2,網前球,0,1,2.0,3,851.0,349.0,2.0,7,675.0,421.0,,,NG Ka Long Angus,,3,1.1199241349935176,-0.524935793494904,9,0.4440770443019273,0.75899435624091,0,1,48,2140,0.75,0,True,0,-1.0,-1,0.1044670566916465,0.1946006864309311,0.1707096695899963,0.292331337928772,0.2378912270069122,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7898752093315125,2
6,00:04:16,7697.0,1,0,SHI Yuqi,3,推撲球,0,0,2.0,8,675.0,421.0,2.0,7,693.0,403.0,掛網,對手掛網,NG Ka Long Angus,,8,0.1975946036364999,0.4277998546664061,9,0.8936073255888868,-0.8755541910063119,0,1,48,2140,1.0,1,True,0,-1.0,-1,0.0755060464143753,0.1406522691249847,0.1233844608068466,0.2112894207239151,0.1716637015342712,0.2775040864944458,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6733015775680542,2
1,00:04:27,8019.0,2,0,NG Ka Long Angus,1,發短球,0,1,2.0,8,,,2.0,7,709.0,466.0,,,NG Ka Long Angus,,9,-0.0776499417966384,-0.8767931654299931,9,0.5538545850272496,0.9379085695609592,0,1,48,2141,0.0,0,True,0,-2.0,-2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5320847630500793,3
2,00:04:28,8039.0,2,0,SHI Yuqi,2,網前球,0,0,2.0,8,709.0,466.0,2.0,7,486.0,352.0,,,NG Ka Long Angus,,9,0.4191293219415954,0.7438693185889136,9,0.0385398618634376,-0.8457918304325268,0,1,48,2141,0.1666666666666666,1,True,0,-2.0,-2,0.3485086858272552,0.6514912843704224,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2128075659275055,3
3,00:04:29,8065.0,2,0,NG Ka Long Angus,2,網前球,0,0,2.0,8,486.0,352.0,2.0,1,372.0,431.0,,,NG Ka Long Angus,,8,-0.5424642184608113,-0.4994808451204455,9,0.0595067370921356,0.792362808795468,0,1,48,2141,0.3333333333333333,0,True,0,-2.0,-2,0.2208259552717209,0.3964722156524658,0.3827018141746521,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3339992463588714,3
4,00:04:30,8095.0,2,0,SHI Yuqi,2,挑球,0,1,2.0,2,372.0,431.0,1.0,3,434.0,250.0,,,NG Ka Long Angus,,2,-1.011345721137078,0.4375028784418203,9,-0.2676701872159988,-0.8321427259987164,0,1,48,2141,0.5,1,True,0,-2.0,-2,0.1370059549808502,0.2459812760353088,0.2256583869457245,0.3913544118404388,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5361869931221008,3
5,00:04:31,8135.0,2,0,NG Ka Long Angus,2,切球,0,0,1.0,4,434.0,250.0,2.0,1,383.0,463.0,,,NG Ka Long Angus,,4,-0.941706716727906,-1.5423714430645254,9,-0.162457986569738,0.965095699685623,0,1,48,2141,0.6666666666666666,0,True,0,-2.0,-2,0.1052485406398773,0.1889638602733612,0.1733517050743103,0.2931440770626068,0.2392917871475219,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7403913140296936,3
6,00:04:32,8158.0,2,0,SHI Yuqi,2,網前球,0,1,2.0,2,383.0,463.0,2.0,1,417.0,356.0,,,NG Ka Long Angus,,6,-0.8923884784496207,0.7691203837470214,9,-0.5816280431679898,-1.3548917224564596,0,1,48,2141,0.8333333333333334,1,True,0,-2.0,-2,0.0802878737449646,0.1441493332386016,0.1322397291660308,0.2236222177743911,0.1708355695009231,0.2488652914762497,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7603615522384644,3
7,00:04:33,8187.0,2,0,NG Ka Long Angus,3,挑球,0,0,2.0,2,417.0,356.0,2.0,4,923.0,634.0,對手落地致勝,落地致勝,NG Ka Long Angus,,2,-1.1806857033272105,-0.3171236214724399,9,-0.451909464674283,0.9379520612261948,0,1,48,2141,1.0,0,True,0,-2.0,-2,0.0674590766429901,0.1211164370179176,0.1111098155379295,0.1878907680511474,0.143538624048233,0.2022420763969421,0.1666431874036789,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7528939843177795,3
1,00:04:46,8573.0,3,0,NG Ka Long Angus,1,發短球,0,1,2.0,8,,,2.0,7,589.0,468.0,,,NG Ka Long Angus,,9,0.1893141844908697,-0.7730184290334927,9,-0.5416280578132693,0.9751481200423272,0,1,48,2142,0.0,0,True,0,-3.0,-3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.5979136228561401,4
2,00:04:46,8593.0,3,0,SHI Yuqi,2,網前球,0,0,2.0,8,589.0,468.0,2.0,7,482.0,353.0,,,NG Ka Long Angus,,9,-0.2765558070161341,0.7644543908995155,9,-0.0534896097506699,-0.8342271223707041,0,1,48,2142,0.0,1,True,0,-3.0,-3,0.3536311388015747,0.6463688611984253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.265790194272995,4
3,00:04:47,8616.0,3,0,NG Ka Long Angus,2,網前球,0,0,2.0,8,482.0,353.0,2.0,2,835.0,437.0,,,NG Ka Long Angus,,9,-0.7781670857486875,-0.5777857052497911,9,-0.2401538855627346,0.7794260918349997,0,1,48,2142,0.0714285714285714,0,True,0,-3.0,-3,0.2233867943286895,0.4008031189441681,0.3758100569248199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.3715994954109192,4
4,00:04:48,8645.0,3,0,SHI Yuqi,2,挑球,0,0,2.0,3,835.0,437.0,1.0,4,802.0,256.0,,,NG Ka Long Angus,,8,0.7813024837356434,0.4559409108380876,9,0.2007625204017057,-0.7521100622418112,0,1,48,2142,0.1428571428571428,1,True,0,-3.0,-3,0.1434494256973266,0.2573785781860351,0.2454320341348648,0.3537399768829345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.6235579252243042,4
5,00:04:49,8682.0,3,0,NG Ka Long Angus,2,切球,0,0,1.0,5,802.0,256.0,2.0,6,874.0,486.0,,,NG Ka Long Angus,,10,0.8015397252083193,-1.3693348554844167,9,0.46550284746655,0.8943153971481674,0,1,48,2142,0.2142857142857142,0,True,0,-3.0,-3,0.1083037704229354,0.1943198293447494,0.1853002309799194,0.2625066936016083,0.2495695054531097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.8097116351127625,4
6,00:04:50,8702.0,3,0,SHI Yuqi,2,網前球,0,0,2.0,7,874.0,486.0,2.0,1,477.0,349.0,,,NG Ka Long Angus,,9,0.8949963877726995,0.891139718978493,9,0.8605233139217423,-1.3113881038811213,0,1,48,2142,0.2857142857142857,1,True,0,-3.0,-3,0.0847685039043426,0.1520926058292389,0.1450330317020416,0.2054619193077087,0.1882013380527496,0.2244425863027572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.8012919425964355,4
7,00:04:51,8733.0,3,0,NG Ka Long Angus,2,網前球,0,0,2.0,2,477.0,349.0,2.0,2,818.0,433.0,,,NG Ka Long Angus,,9,-0.4664256328189919,-0.5302347414784361,9,0.1831058866426367,0.9332883533470416,0,1,48,2142,0.3571428571428571,0,True,0,-3.0,-3,0.0709379017353057,0.1272775828838348,0.121369831264019,0.1719392985105514,0.1574949026107788,0.1807684302330017,0.1702120900154113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.7891021370887756,4
8,00:04:52,8760.0,3,0,SHI Yuqi,2,網前球,0,0,2.0,3,818.0,433.0,2.0,2,864.0,371.0,,,NG Ka Long Angus,,8,0.7367340486920492,0.4726205611875323,9,-0.1821952749761896,-0.9080976247633116,0,1,48,2142,0.4285714285714285,1,True,0,-3.0,-3,0.05711130797863,0.1024697571992874,0.0977134853601455,0.1384264081716537,0.1267973780632019,0.1455346345901489,0.1425306946039199,0.1894162893295288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.7317156195640564,4
9,00:04:53,8791.0,3,0,NG Ka Long Angus,2,挑球,0,1,2.0,3,864.0,371.0,1.0,9,766.0,615.0,,,NG Ka Long Angus,,3,1.0681273849517714,-0.2989836320470968,8,0.5866976570325226,0.5385175871783883,0,1,48,2142,0.5,0,True,0,-3.0,-3,0.0479814857244491,0.0860889256000518,0.0820929929614067,0.116297535598278,0.106527529656887,0.1222694441676139,0.1197457090020179,0.152646854519844,0.1663495004177093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.6952765583992004,4
10,00:04:55,8853.0,3,0,SHI Yuqi,2,切球,0,0,1.0,10,766.0,615.0,2.0,5,410.0,336.0,,,NG Ka Long Angus,,10,0.5101837838753192,1.6393291646866774,9,0.1035693258720577,-0.9981346558993516,0,1,48,2142,0.6428571428571429,1,True,0,-3.0,-3,0.0378769412636756,0.0679592341184616,0.0648048222064971,0.0918061360716819,0.0840936228632927,0.0965204089879989,0.0945281460881233,0.1205005571246147,0.1296267807483673,0.2122833430767059,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.6109186410903931,4
11,00:04:56,8878.0,3,0,NG Ka Long Angus,2,挑球,0,0,2.0,6,410.0,336.0,1.0,3,328.0,596.0,,,NG Ka Long Angus,,6,-0.940992618033998,-0.6786777350917976,9,0.1738614777796611,1.2924234595247917,0,1,48,2142,0.7142857142857143,0,True,0,-3.0,-3,0.0337636210024356,0.0605790689587593,0.0577672123908996,0.0818362683057785,0.0749613046646118,0.0860385820269584,0.0842626839876174,0.1074145659804344,0.1155497208237648,0.1794549971818924,0.1183719560503959,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.6357287168502808,4
12,00:04:57,8913.0,3,0,SHI Yuqi,2,殺球,0,0,1.0,4,328.0,596.0,2.0,5,404.0,299.0,,,NG Ka Long Angus,,6,-0.9470078443613918,1.4327125376673528,9,-0.6523475018800842,-0.9468630920776286,0,1,48,2142,0.7857142857142857,1,True,0,-3.0,-3,0.0302215926349163,0.0542239211499691,0.0517070479691028,0.0732511058449745,0.0670973733067512,0.0770125687122345,0.0754229724407196,0.0961460694670677,0.1034277901053428,0.1606289744377136,0.1127920225262641,0.0980686172842979,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.6466269493103027,4
13,00:04:57,8927.0,3,0,NG Ka Long Angus,2,接殺防守,0,0,2.0,6,404.0,299.0,2.0,8,741.0,521.0,,,NG Ka Long Angus,,9,-0.7705699761185372,-1.0668668231768963,6,-1.075695862117564,1.3942473990462687,0,1,48,2142,0.7857142857142857,0,True,0,-3.0,-3,0.027837773784995,0.0499468483030796,0.0476284995675087,0.0674732029438018,0.061804860830307,0.0709379687905311,0.0694737508893013,0.0885622575879097,0.0952696055173873,0.1479588747024536,0.1038952097296714,0.0905838459730148,0.0786272659897804,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.6439040899276733,4
14,00:04:58,8946.0,3,0,SHI Yuqi,2,挑球,0,0,2.0,9,741.0,521.0,1.0,8,741.0,288.0,,,NG Ka Long Angus,,9,0.0599221375324189,1.1768937656617744,6,-0.8400292465330208,-1.0773215993071317,0,1,48,2142,0.8571428571428571,1,True,0,-3.0,-3,0.0251319035887718,0.0450919456779956,0.042998943477869,0.0609147101640701,0.055797342211008,0.0640426948666572,0.0627208054065704,0.0799538791179657,0.0860092714428901,0.1335770636796951,0.0937964469194412,0.0817789658904075,0.0741827934980392,0.09400325268507,0.0,0.0,,,,,,,,,,,,,,,,,,0.6163280606269836,4
15,00:04:59,8964.0,3,0,NG Ka Long Angus,2,長球,0,1,1.0,9,741.0,288.0,1.0,4,918.0,610.0,,,NG Ka Long Angus,,9,0.3002186524593917,-1.0888047148919042,9,0.3449611267847353,1.0337522508745611,0,1,48,2142,0.9285714285714286,0,True,0,-3.0,-3,0.0227538421750068,0.0408251993358135,0.038930244743824,0.0551507659256458,0.0505176186561584,0.0579827725887298,0.0567859672009944,0.0723883882164955,0.0778708010911941,0.1209375783801078,0.0849211290478706,0.0740407779812812,0.0671633780002594,0.0829676315188407,0.0967638939619064,0.0,,,,,,,,,,,,,,,,,,0.5979920029640198,4
16,00:05:00,8996.0,3,0,SHI Yuqi,3,長球,0,0,1.0,5,918.0,610.0,2.0,10,883.0,246.0,出界,對手出界,NG Ka Long Angus,,7,0.9821167232981782,1.4718177169840228,9,0.4043542358147446,-0.9246943943338852,0,1,48,2142,1.0,1,True,0,-3.0,-3,0.0188489556312561,0.0338190086185932,0.0322492532432079,0.0456860996782779,0.0418480709195137,0.0480320937931537,0.0470406748354435,0.0599654987454414,0.0645070448517799,0.1001829504966735,0.0703474432229995,0.0613343194127082,0.0556371733546257,0.0687291920185089,0.0801099613308906,0.1716622859239578,,,,,,,,,,,,,,,,,,0.5674416422843933,4
1,00:05:14,9425.0,4,0,NG Ka Long Angus,1,發短球,0,1,2.0,8,,,2.0,7,792.0,472.0,,,SHI Yuqi,,9,0.1165452731504664,-0.7828567885349053,9,0.5709653717599058,0.9157158174243888,0,1,48,2143,0.0,0,True,1,-4.0,-4,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6603924036026001,5
2,00:05:15,9450.0,4,0,SHI Yuqi,2,挑球,0,0,2.0,8,792.0,472.0,1.0,4,813.0,257.0,,,SHI Yuqi,,9,0.6559425334001153,0.7112721545109242,9,0.1633352166051806,-0.720383003924994,0,1,48,2143,0.3333333333333333,1,True,1,-4.0,-4,0.3420690894126892,0.6579309105873108,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3016473650932312,5
3,00:05:16,9476.0,4,0,NG Ka Long Angus,2,長球,0,1,1.0,5,813.0,257.0,1.0,9,829.0,601.0,,,SHI Yuqi,,9,0.8296700167721921,-1.1844144430592676,9,0.5396700695191997,0.7963302151667104,0,1,48,2143,0.6666666666666666,0,True,1,-4.0,-4,0.2299859225749969,0.3904983699321747,0.3795157670974731,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4934077560901642,5
4,00:05:17,9509.0,4,0,SHI Yuqi,3,殺球,0,0,1.0,10,829.0,601.0,2.0,5,377.0,319.0,對手落地致勝,落地致勝,SHI Yuqi,,10,0.6856569887656441,1.5694621874053258,9,0.2009613814841604,-1.1214527888538364,0,1,48,2143,1.0,1,True,1,-4.0,-4,0.1268554776906967,0.2153908163309097,0.2135985344648361,0.4441551268100738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5338387489318848,5
1,00:05:38,10133.0,4,1,SHI Yuqi,1,發短球,0,1,2.0,8,,,2.0,7,735.0,351.0,,,NG Ka Long Angus,,9,-0.1522724788791009,0.8467361408644033,9,0.719335554918621,-0.7781311170824671,0,1,48,2144,0.0,1,True,0,-3.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.8007763028144836,6
2,00:05:38,10154.0,4,1,NG Ka Long Angus,2,網前球,0,1,2.0,8,735.0,351.0,2.0,1,427.0,435.0,,,NG Ka Long Angus,,9,0.5623039722684684,-0.5398295992453978,9,0.1344919154695012,0.8670295774836342,0,1,48,2144,0.0,0,True,0,-3.0,1,0.5607112646102905,0.4392887353897095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.7537605166435242,6
3,00:05:39,10182.0,4,1,SHI Yuqi,2,網前球,0,1,2.0,2,427.0,435.0,2.0,1,425.0,375.0,,,NG Ka Long Angus,,8,-0.7590937105106167,0.5169348338493105,9,-0.0174731511458448,-0.7815621151014428,0,1,48,2144,0.1111111111111111,1,True,0,-3.0,1,0.3013961017131805,0.2249101847410202,0.4736937880516052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.388933390378952,6
4,00:05:40,10210.0,4,1,NG Ka Long Angus,2,推撲球,0,0,2.0,2,425.0,375.0,1.0,4,854.0,628.0,,,NG Ka Long Angus,,2,-0.9206954325321192,-0.2620117456656148,8,-0.563646328618397,0.482971328263248,0,1,48,2144,0.2222222222222222,0,True,0,-3.0,1,0.2187849730253219,0.1632634699344635,0.337133914232254,0.2808176577091217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.3726532459259033,6
5,00:05:42,10261.0,4,1,SHI Yuqi,2,長球,0,0,1.0,5,854.0,628.0,1.0,5,455.0,264.0,,,NG Ka Long Angus,,10,0.4994274176712981,1.7673852162668016,9,0.2098161413286312,-0.8367896028662187,0,1,48,2144,0.4444444444444444,1,True,0,-3.0,1,0.1570838391780853,0.117220364511013,0.2420563399791717,0.1961286962032318,0.2875107228755951,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.529059886932373,6
6,00:05:43,10300.0,4,1,NG Ka Long Angus,2,殺球,0,0,1.0,6,455.0,264.0,2.0,5,422.0,532.0,,,NG Ka Long Angus,,4,-0.9904281838693588,-1.4096709667207998,9,-0.0050452193125362,1.2187680306568112,0,1,48,2144,0.5555555555555556,0,True,0,-3.0,1,0.1231782436370849,0.0919190570712089,0.1898099482059478,0.1537954956293106,0.2218255847692489,0.2194716185331344,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.6751961708068848,6
7,00:05:44,10313.0,4,1,SHI Yuqi,2,接殺防守,0,1,2.0,6,422.0,532.0,2.0,8,644.0,327.0,,,NG Ka Long Angus,,9,-0.6478664230465944,1.1470602512712744,6,-0.9887919854815798,-1.3038567152878795,0,1,48,2144,0.6666666666666666,1,True,0,-3.0,1,0.0969181060791015,0.0723230019211769,0.1493447124958038,0.1210081130266189,0.1745350062847137,0.1608832776546478,0.2249877303838729,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.7112764716148376,6
8,00:05:45,10340.0,4,1,NG Ka Long Angus,2,網前球,0,1,2.0,9,644.0,327.0,2.0,7,662.0,464.0,,,NG Ka Long Angus,,9,-0.115290345730175,-0.6865495291114069,9,0.012480647195506,1.0789668698182666,0,1,48,2144,0.7777777777777778,0,True,0,-3.0,1,0.0834442824125289,0.0622684545814991,0.1285824030637741,0.1041852384805679,0.1502706557512283,0.1385168433189392,0.1766721904277801,0.1560599356889724,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.7098096013069153,6
9,00:05:45,10365.0,4,1,SHI Yuqi,2,網前球,0,0,2.0,8,662.0,464.0,2.0,7,641.0,358.0,,,NG Ka Long Angus,,9,-0.0429176915906317,0.7243230053081255,9,-0.0413650499224238,-0.8236989991731104,0,1,48,2144,0.7777777777777778,1,True,0,-3.0,1,0.0645920485258102,0.0482003912329673,0.0995322912931442,0.0806470811367034,0.1163206100463867,0.107222281396389,0.136757344007492,0.1147979870438575,0.2319299131631851,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.6074203848838806,6
10,00:05:46,10391.0,4,1,NG Ka Long Angus,2,推撲球,0,1,2.0,8,641.0,358.0,1.0,9,453.0,616.0,,,NG Ka Long Angus,,8,-0.1220927437514286,-0.4635791475596408,9,0.103082386303016,0.7154953978406162,0,1,48,2144,0.8888888888888888,0,True,0,-3.0,1,0.0561172775924205,0.0418762825429439,0.0864731967449188,0.0700658187270164,0.1010588258504867,0.0931542366743087,0.1188141554594039,0.0997359752655029,0.1756036430597305,0.1571005880832672,0.0,,,,,,,,,,,,,,,,,,,,,,,0.5886315703392029,6
11,00:05:47,10427.0,4,1,SHI Yuqi,3,切球,0,1,1.0,10,453.0,616.0,2.0,7,680.0,407.0,掛網,對手掛網,NG Ka Long Angus,,10,-0.6284560947831367,1.640413942692596,9,-0.2743897885930929,-0.8856196063172718,0,1,48,2144,1.0,1,True,0,-3.0,1,0.0432817637920379,0.0322980619966983,0.066694475710392,0.0540398992598056,0.0779439806938171,0.071847379207611,0.0916381999850273,0.0769236981868743,0.1354384273290634,0.1124852001667022,0.2374088764190673,,,,,,,,,,,,,,,,,,,,,,,0.4478840827941894,6
1,00:06:00,10802.0,5,1,NG Ka Long Angus,1,發短球,0,1,2.0,8,,,2.0,7,540.0,465.0,,,SHI Yuqi,,9,0.199316236749644,-0.710313619385016,9,-0.5689838037670572,0.931467449242889,0,1,48,2145,0.0,0,True,1,-4.0,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.6181819438934326,7
2,00:06:01,10822.0,5,1,SHI Yuqi,2,挑球,0,0,2.0,8,540.0,465.0,1.0,3,452.0,249.0,,,SHI Yuqi,,8,-0.4769246194481307,0.665593102829981,9,-0.0899416844550235,-0.876672832679294,0,1,48,2145,0.0909090909090909,1,True,1,-4.0,-1,0.348444402217865,0.6515556573867798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.2547641396522522,7
