ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,set,match_id,rally_id,time_proportion,is_target_turn,is_target_game,is_target_win,roundscore_diff,continuous_score,ball_round1,ball_round2,ball_round3,ball_round4,ball_round5,ball_round6,ball_round7,ball_round8,ball_round9,ball_round10,ball_round11,ball_round12,ball_round13,ball_round14,ball_round15,ball_round16,ball_round17,ball_round18,ball_round19,ball_round20,ball_round21,ball_round22,ball_round23,ball_round24,ball_round25,ball_round26,ball_round27,ball_round28,ball_round29,ball_round30,ball_round31,ball_round32,ball_round33,ball_round34,ball_round35,ball_round36,ball_round37,ball_round38,ball_round39,ball_round40,ball_round41,ball_round42,ball_round43,ball_round44,ball_round45,ball_round46,ball_round47,ball_round48,ball_round49,ball_round50,ball_round51,win_prob,rally
11,0:03:11,5732.0,0,0,CHOU Tien Chen,3,網前球,0,1,2.0,3,550.0,537.0,2.0,7,727.0,507.0,掛網,對手掛網,Anthony Sinisuka GINTING,,9,-0.9251319661149164,1.0115268453148551,9,-0.3945296494783933,-0.81538963452376,0,1,24,113,1.0,0,True,1,0.0,0,0.0017244121991097,0.0013978973729535,0.0063687479123473,0.0102464482188224,0.032317716628313,0.0237142257392406,0.0364944338798522,0.0498615391552448,0.073561206459999,0.0792044699192047,0.6851089000701904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9059529304504396,1
1,0:03:22,6082.0,1,0,Anthony Sinisuka GINTING,1,發短球,0,1,2.0,8,,,2.0,7,654.0,543.0,,,Anthony Sinisuka GINTING,,9,0.1751801428633091,-0.8837581891521665,9,-0.658929364048937,0.9220948595750394,0,1,24,114,0.0,1,True,1,1.0,1,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4031108617782593,2
2,0:03:24,6122.0,1,0,CHOU Tien Chen,2,推撲球,0,1,2.0,8,654.0,543.0,2.0,4,786.0,424.0,,,Anthony Sinisuka GINTING,,9,-0.3084342251396312,0.8504906393018808,9,0.0973257454317995,-0.9419094854544312,0,1,24,114,0.6666666666666666,0,True,1,1.0,1,0.3291063010692596,0.6708937287330627,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9161812663078308,2
3,0:03:25,6155.0,1,0,Anthony Sinisuka GINTING,2,殺球,0,0,1.0,5,786.0,424.0,1.0,5,875.0,587.0,,,Anthony Sinisuka GINTING,,9,0.8464177841949889,-1.4707271969547844,9,0.1320542471800386,1.030247573524002,0,1,24,114,1.0,1,True,1,1.0,1,0.349399209022522,0.4121312201023102,0.238469585776329,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7504009008407593,2
4,0:03:25,6169.0,1,0,CHOU Tien Chen,3,接殺防守,0,0,2.0,6,875.0,587.0,2.0,10,863.0,454.0,出界,對手出界,Anthony Sinisuka GINTING,,9,0.304285995445666,1.1789297600604052,5,1.0964486126205908,-1.557196127235881,0,1,24,114,1.0,0,True,1,1.0,1,0.0782330334186554,0.0922791808843612,0.0562376901507377,0.7732500433921814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9259368181228638,2
1,0:03:37,6522.0,2,0,Anthony Sinisuka GINTING,1,發短球,0,1,2.0,8,,,2.0,7,765.0,535.0,,,Anthony Sinisuka GINTING,,9,-0.0725268263617248,-0.9056576604380868,9,0.4746725271977258,0.9717692070483708,0,1,24,115,0.0,1,True,1,2.0,2,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3710225820541382,3
2,0:03:38,6543.0,2,0,CHOU Tien Chen,2,推撲球,0,0,2.0,8,765.0,535.0,2.0,3,629.0,421.0,,,Anthony Sinisuka GINTING,,8,0.4356390378495121,0.7453325823785774,9,0.1413593424557714,-0.9221937358590848,0,1,24,115,0.5,0,True,1,2.0,2,0.3672001361846924,0.6327998638153076,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5303619503974915,3
3,0:03:39,6578.0,2,0,Anthony Sinisuka GINTING,3,切球,0,0,1.0,4,629.0,421.0,1.0,1,847.0,544.0,對手落地致勝,落地致勝,Anthony Sinisuka GINTING,,9,-0.316656832402787,-1.3780030866307496,9,-0.1949681596704369,1.0969501080843056,0,1,24,115,1.0,1,True,1,2.0,2,0.298042356967926,0.200748011469841,0.501209557056427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1256931573152542,3
1,0:03:50,6902.0,3,0,Anthony Sinisuka GINTING,1,發短球,0,1,2.0,8,,,2.0,2,575.0,535.0,,,CHOU Tien Chen,,9,0.1774956363261101,-0.8274887607859904,9,-0.6072801658947918,0.942216883598892,0,1,24,116,0.0,1,True,0,3.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34003347158432,4
2,0:03:51,6932.0,3,0,CHOU Tien Chen,2,網前球,0,0,2.0,3,575.0,535.0,2.0,2,816.0,479.0,,,CHOU Tien Chen,,9,-0.4149155670580892,0.787316100066537,9,0.1119823167317773,-0.8656386451380357,0,1,24,116,0.25,0,True,0,3.0,3,0.2750065326690674,0.7249934673309326,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8822270631790161,4
3,0:03:51,6957.0,3,0,Anthony Sinisuka GINTING,2,推撲球,0,1,2.0,3,816.0,479.0,2.0,5,831.0,642.0,,,CHOU Tien Chen,,9,0.4422748404778145,-0.5573843405718767,9,-0.0438510068524881,0.9521209174661086,0,1,24,116,0.25,1,True,0,3.0,3,0.3426542580127716,0.3438279926776886,0.3135177195072174,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4475923478603363,4
4,0:03:52,6983.0,3,0,CHOU Tien Chen,2,平球,0,0,1.0,6,831.0,642.0,1.0,6,807.0,444.0,,,CHOU Tien Chen,,9,0.3745210866073131,1.40972153171037,9,0.4095139150918089,-0.9573876247584666,0,1,24,116,0.5,0,True,0,3.0,3,0.1133386716246604,0.1137269139289856,0.1189764589071273,0.6539579629898071,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7174944281578064,4
5,0:03:53,6998.0,3,0,Anthony Sinisuka GINTING,2,接殺防守,0,1,2.0,7,807.0,444.0,2.0,1,801.0,542.0,,,CHOU Tien Chen,,9,0.3765478514307387,-1.0162492130375735,9,0.4957173343000325,1.1696008993299352,0,1,24,116,0.75,1,True,0,3.0,3,0.0982937216758728,0.0986304208636283,0.103183127939701,0.1440577656030655,0.555834949016571,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1332162618637085,4
6,0:03:53,7017.0,3,0,CHOU Tien Chen,2,推撲球,0,0,2.0,2,801.0,542.0,2.0,4,815.0,421.0,,,CHOU Tien Chen,,9,0.4207554290050455,0.9520431967633218,9,0.3316696505728289,-1.096380168579131,0,1,24,116,0.75,0,True,0,3.0,3,0.0161696467548608,0.0162250362336635,0.0169739741832017,0.0236979834735393,0.1110579073429107,0.8158754706382751,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7819804549217224,4
7,0:03:54,7047.0,3,0,Anthony Sinisuka GINTING,3,切球,0,1,1.0,5,815.0,421.0,1.0,10,415.0,579.0,出界,對手出界,CHOU Tien Chen,,9,0.9800082007763224,-1.252026233303476,9,0.2361255808366613,0.9718397049886102,0,1,24,116,1.0,1,True,0,3.0,3,0.0237165391445159,0.0237977802753448,0.0248962715268135,0.0347585938870906,0.1628921926021576,0.3364943265914917,0.393444299697876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2156132310628891,4
1,0:04:06,7402.0,3,1,CHOU Tien Chen,1,發短球,0,1,2.0,8,,,2.0,7,759.0,476.0,,,CHOU Tien Chen,,9,-0.1048678232486315,0.9620561157677976,9,0.6646664914811286,-0.8592178615137657,0,1,24,117,0.0,0,True,0,2.0,-1,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7207712531089783,5
2,0:04:07,7437.0,3,1,Anthony Sinisuka GINTING,2,挑球,0,0,2.0,8,759.0,476.0,2.0,8,797.0,654.0,,,CHOU Tien Chen,,9,0.6081031610388532,-0.7132123018111267,9,0.0663850271544102,0.9718898685291292,0,1,24,117,0.3333333333333333,1,True,0,2.0,-1,0.4263999164104461,0.5736000537872314,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0845253095030784,5
3,0:04:09,7472.0,3,1,CHOU Tien Chen,3,殺球,0,0,1.0,9,797.0,654.0,1.0,6,840.0,440.0,對手落地致勝,落地致勝,CHOU Tien Chen,,4,0.4979149898579419,1.6106168897085371,9,0.268753326454118,-0.9784974664580436,0,1,24,117,1.0,0,True,0,2.0,-1,0.1496781259775161,0.1991588026285171,0.6511631011962891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2572991251945495,5
1,0:04:46,8580.0,3,2,CHOU Tien Chen,1,發短球,0,1,2.0,8,,,2.0,1,577.0,479.0,,,CHOU Tien Chen,,9,0.1955010181727935,0.9321468450208362,9,-0.4876786767237056,-0.8726051798477362,0,1,24,118,0.0,0,True,0,1.0,-2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7471752166748047,6
2,0:04:47,8627.0,3,2,Anthony Sinisuka GINTING,2,推撲球,0,0,2.0,2,577.0,479.0,2.0,6,524.0,620.0,,,CHOU Tien Chen,,9,-0.4982663374931598,-0.5152954283368777,9,-0.0022355257129895,0.9817475913399432,0,1,24,118,0.0769230769230769,1,True,0,1.0,-2,0.5119753479957581,0.4880245923995971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1840187758207321,6
3,0:04:48,8651.0,3,2,CHOU Tien Chen,2,殺球,0,0,1.0,7,524.0,620.0,1.0,8,687.0,444.0,,,CHOU Tien Chen,,10,-0.7874313021444136,1.3384605513928147,9,-0.2966678023579344,-0.7957981057532425,0,1,24,118,0.1538461538461538,0,True,0,1.0,-2,0.1423758864402771,0.1471445709466934,0.7104795575141907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4437407553195953,6
4,0:04:48,8665.0,3,2,Anthony Sinisuka GINTING,2,接殺防守,0,1,2.0,9,687.0,444.0,2.0,7,631.0,555.0,,,CHOU Tien Chen,,9,-0.3509735696494389,-0.9861583482518888,7,-1.0059763384991254,1.3559309651463802,0,1,24,118,0.1538461538461538,1,True,0,1.0,-2,0.0861222445964813,0.0890067964792251,0.1925773173570633,0.632293701171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1604044288396835,6
5,0:04:49,8687.0,3,2,CHOU Tien Chen,2,推撲球,0,1,2.0,8,631.0,555.0,2.0,9,752.0,426.0,,,CHOU Tien Chen,,9,-0.294551570442263,1.0401537507339238,9,-0.2349429619230083,-1.023963495488074,0,1,24,118,0.2307692307692307,0,True,0,1.0,-2,0.0155258486047387,0.0160458646714687,0.0347172319889068,0.1911987513303756,0.7425123453140259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7763442397117615,6
6,0:04:50,8712.0,3,2,Anthony Sinisuka GINTING,2,長球,1,0,1.0,10,752.0,426.0,1.0,6,497.0,629.0,,,CHOU Tien Chen,,9,0.6092395928999457,-1.215417252567196,9,0.0354829305555514,0.9718990010466176,0,1,24,118,0.3076923076923077,1,True,0,1.0,-2,0.0184575114399194,0.019075721502304,0.0412727072834968,0.2273018211126327,0.3830813467502594,0.3108108639717102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.249256432056427,6
7,0:04:51,8752.0,3,2,CHOU Tien Chen,2,長球,1,0,1.0,7,497.0,629.0,1.0,3,600.0,426.0,,,CHOU Tien Chen,,6,-1.0666073461954917,1.4708984673312802,9,-0.0450360099339727,-1.121559687974886,0,1,24,118,0.3846153846153846,0,True,0,1.0,-2,0.0100657753646373,0.0104029141366481,0.0225080046802759,0.1239586845040321,0.2089128047227859,0.1680468767881393,0.4561049938201904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4170638918876648,6
8,0:04:52,8789.0,3,2,Anthony Sinisuka GINTING,2,切球,0,0,1.0,4,600.0,426.0,1.0,2,572.0,537.0,,,CHOU Tien Chen,,9,-0.8301135224324495,-1.4076314304525497,9,-0.4545348273248735,1.1619973127717789,0,1,24,118,0.4615384615384615,1,True,0,1.0,-2,0.0106828948482871,0.0110407033935189,0.0238879416137933,0.1315584331750869,0.2217209786176681,0.1783496141433715,0.2326401472091674,0.1901192367076873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2462696731090545,6
9,0:04:53,8809.0,3,2,CHOU Tien Chen,2,網前球,0,1,2.0,3,572.0,537.0,2.0,6,795.0,473.0,,,CHOU Tien Chen,,9,-0.6230791822448546,1.011361047953578,9,-0.4153151779658827,-1.336030308426592,0,1,24,118,0.5384615384615384,0,True,0,1.0,-2,0.0034603779204189,0.0035762791521847,0.0077377250418066,0.0426140949130058,0.0718193277716636,0.0577705800533294,0.0753562375903129,0.1112773939967155,0.6263880133628845,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8024232983589172,6
10,0:04:54,8838.0,3,2,Anthony Sinisuka GINTING,2,網前球,0,1,2.0,7,795.0,473.0,2.0,1,831.0,522.0,,,CHOU Tien Chen,,9,0.3507500410909479,-0.5754084487903967,9,-0.1100237893975644,1.0495863459587824,0,1,24,118,0.6153846153846154,1,True,0,1.0,-2,0.0056636328808963,0.005853327922523,0.0126644056290388,0.0697468817234039,0.1175473555922508,0.094553641974926,0.1233362555503845,0.1821287274360656,0.2272472530603408,0.1612585037946701,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3574309647083282,6
11,0:04:55,8869.0,3,2,CHOU Tien Chen,2,推撲球,0,0,2.0,2,831.0,522.0,2.0,9,769.0,424.0,,,CHOU Tien Chen,,2,0.7365852294846026,0.680301402697868,9,0.5160677146590787,-0.8422382531907546,0,1,24,118,0.6923076923076923,0,True,0,1.0,-2,0.0030861368868499,0.0031895034480839,0.0069008874706923,0.0380053631961345,0.0640520378947258,0.0515226684510707,0.067206434905529,0.0992427021265029,0.1238279715180397,0.0889055356383323,0.4540607929229736,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7058709859848022,6
12,0:04:56,8908.0,3,2,Anthony Sinisuka GINTING,2,殺球,1,0,1.0,10,769.0,424.0,1.0,5,856.0,593.0,,,CHOU Tien Chen,,9,0.7741101959659713,-1.4053897568414735,9,0.1837899137666042,1.001212008143921,0,1,24,118,0.7692307692307693,1,True,0,1.0,-2,0.0029920705128461,0.0030922864098101,0.0066905464045703,0.0368469506502151,0.0620997250080108,0.0499522499740123,0.0651579648256301,0.0962177515029907,0.1200536638498306,0.0861956775188446,0.2707927823066711,0.1999083310365677,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5118785500526428,6
13,0:04:57,8921.0,3,2,CHOU Tien Chen,2,接殺防守,0,0,2.0,6,856.0,593.0,2.0,2,842.0,478.0,,,CHOU Tien Chen,,9,0.2045997251626208,1.1058310015029995,10,0.6969507912655709,-1.4955025813113512,0,1,24,118,0.8461538461538461,0,True,0,1.0,-2,0.0016400777967646,0.0016950103454291,0.0036673655267804,0.0201973412185907,0.0340394303202629,0.0273808948695659,0.0357157811522483,0.0527409352362155,0.0658063814043998,0.0472474172711372,0.1484327316284179,0.1178963929414749,0.4435401856899261,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6852002143859863,6
14,0:04:58,8954.0,3,2,Anthony Sinisuka GINTING,2,挑球,0,1,2.0,3,842.0,478.0,2.0,8,737.0,632.0,,,CHOU Tien Chen,,9,0.9615078721623428,-0.6038794156198334,9,0.4746725271977258,0.9717692070483708,0,1,24,118,0.9230769230769232,1,True,0,1.0,-2,0.0023422110825777,0.0024206605739891,0.0052374005317687,0.028844017535448,0.0486120395362377,0.0391029231250286,0.0510060526430606,0.0753198415040969,0.0939787328243255,0.0674744993448257,0.2119782418012619,0.1683689802885055,0.1164442971348762,0.0888700932264328,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4491597712039947,6
15,0:04:59,8996.0,3,2,CHOU Tien Chen,3,殺球,0,0,1.0,9,737.0,632.0,1.0,5,620.0,441.0,對手落地致勝,落地致勝,CHOU Tien Chen,,9,0.323930262949113,1.352253252615699,9,0.2880887841192584,-1.0768814119431092,0,1,24,118,1.0,0,True,0,1.0,-2,0.0018541465979069,0.0019162491662427,0.0041460432112216,0.0228335689753294,0.038482379168272,0.0309547483921051,0.0403775312006473,0.0596248731017112,0.0743956714868545,0.0534143187105655,0.1678067147731781,0.133284643292427,0.0921799093484878,0.0840428546071052,0.1946862936019897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4485226273536682,6
1,0:05:22,9671.0,3,3,CHOU Tien Chen,1,發長球,0,1,2.0,8,,,1.0,4,827.0,422.0,,,CHOU Tien Chen,,9,-0.0772668421764681,1.0013388675511543,9,0.6771882622471378,-0.9157710780832524,0,1,24,119,0.0,0,True,0,0.0,-3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.914123237133026,7
2,0:05:24,9734.0,3,3,Anthony Sinisuka GINTING,2,切球,0,1,1.0,5,827.0,422.0,1.0,1,819.0,561.0,,,CHOU Tien Chen,,9,1.0399977758220156,-1.1681540905420449,9,0.1352342849082847,1.077820893305007,0,1,24,119,0.1176470588235294,1,True,0,0.0,-3,0.638302743434906,0.3616971969604492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4803320169448852,7
3,0:05:25,9751.0,3,3,CHOU Tien Chen,2,平球,0,0,1.0,2,819.0,561.0,1.0,8,726.0,444.0,,,CHOU Tien Chen,,6,0.5626370655519121,1.1422486110443668,9,0.6097175941763688,-1.2362853450430529,0,1,24,119,0.1764705882352941,0,True,0,0.0,-3,0.1461692303419113,0.0884158834815025,0.7654148936271667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8337169885635376,7
4,0:05:25,9764.0,3,3,Anthony Sinisuka GINTING,2,接殺防守,0,1,1.0,9,726.0,444.0,1.0,7,736.0,548.0,,,CHOU Tien Chen,,9,0.36638957961981,-0.9579152891716424,9,0.451599509400921,1.0107711547269294,0,1,24,119,0.1764705882352941,1,True,0,0.0,-3,0.1306765675544738,0.0790445730090141,0.2255715131759643,0.564707338809967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2225351631641388,7
