ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,set,match_id,rally_id,time_proportion,is_target_turn,is_target_game,is_target_win,roundscore_diff,continuous_score,ball_round1,ball_round2,ball_round3,ball_round4,ball_round5,ball_round6,ball_round7,ball_round8,ball_round9,ball_round10,ball_round11,ball_round12,ball_round13,ball_round14,ball_round15,ball_round16,ball_round17,ball_round18,ball_round19,ball_round20,ball_round21,ball_round22,ball_round23,ball_round24,ball_round25,ball_round26,ball_round27,ball_round28,ball_round29,ball_round30,ball_round31,ball_round32,ball_round33,ball_round34,ball_round35,ball_round36,ball_round37,ball_round38,ball_round39,ball_round40,ball_round41,ball_round42,ball_round43,win_prob,rally
4,00:08:49,15877.0,4,1,Supanida KATETHONG,2,接殺防守,0,1,2.0,6,488.0,349.0,2.0,7,506.0,482.0,,,Supanida KATETHONG,,9,0.1650220486958744,-0.912640243135883,7,-0.8718986064955704,1.5016975393244156,0,1,63,3358,0.25,0,True,0,3.0,2,0.0662635117769241,0.1750552952289581,0.142470434308052,0.6162107586860657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8257019519805908,6
5,00:08:50,15905.0,4,1,Carolina MARIN,2,網前球,0,0,2.0,8,506.0,482.0,2.0,1,490.0,390.0,,,Supanida KATETHONG,,8,-0.5931887962317748,0.5884684031404586,9,-0.1874889367893387,-0.9613883091733711,0,1,63,3358,0.375,1,True,0,3.0,2,0.0318110585212707,0.0840386226773262,0.0683956369757652,0.2266291826963424,0.5891255140304565,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6064003705978394,6
6,00:08:51,15935.0,4,1,Supanida KATETHONG,2,網前球,0,1,2.0,2,490.0,390.0,2.0,2,488.0,460.0,,,Supanida KATETHONG,,8,-0.6827317286948802,-0.5150829428214578,9,-0.2932138500367091,0.7956997773066133,0,1,63,3358,0.5,0,True,0,3.0,2,0.0150430491194128,0.0397408157587051,0.0323434434831142,0.1071700900793075,0.1486733555793762,0.6570292711257935,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8471360206604004,6
7,00:08:52,15964.0,4,1,Carolina MARIN,2,網前球,0,0,2.0,3,488.0,460.0,2.0,1,462.0,433.0,,,Supanida KATETHONG,,3,-0.873520748870728,0.3503913028509675,9,-0.2666782457099037,-0.7957801703962675,0,1,63,3358,0.625,1,True,0,3.0,2,0.0075921765528619,0.0200570560991764,0.0163236279040575,0.0540883876383304,0.0750349387526512,0.2177935540676117,0.6091102361679077,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4201430380344391,6
8,00:08:52,15988.0,4,1,Supanida KATETHONG,2,挑球,0,1,2.0,2,462.0,433.0,1.0,3,880.0,622.0,,,Supanida KATETHONG,,8,-0.8387851741191797,-0.1875041878990012,8,-0.8015335740725507,0.4991053248847343,0,1,63,3358,0.625,0,True,0,3.0,2,0.0044493302702903,0.0117542669177055,0.0095663229003548,0.0316980443894863,0.0439736023545265,0.1276360601186752,0.1830290555953979,0.5878933072090149,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7566215991973877,6
9,00:08:54,16033.0,4,1,Carolina MARIN,2,殺球,1,0,1.0,4,880.0,622.0,2.0,6,813.0,342.0,,,Supanida KATETHONG,,9,0.6845977156153742,1.4761696424487372,9,0.2535688033352913,-0.8750920758127801,0,1,63,3358,0.875,1,True,0,3.0,2,0.0025437951553612,0.0067202094942331,0.0054693091660737,0.018122574314475,0.0251408163458108,0.0729727521538734,0.1046423241496086,0.1561169475317001,0.6082713603973389,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3368539810180664,6
10,00:08:55,16052.0,4,1,Supanida KATETHONG,2,接殺防守,0,0,2.0,7,813.0,342.0,2.0,5,879.0,565.0,,,Supanida KATETHONG,,9,0.7997661950420231,-1.0473228960898278,9,0.8316047406054985,1.454697178545746,0,1,63,3358,1.0,0,True,0,3.0,2,0.0020921756513416,0.0055271219462156,0.00449830153957,0.0149051379412412,0.0206773802638053,0.0600173622369766,0.0860643982887268,0.1284003555774688,0.3526954352855682,0.3251222968101501,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5776880979537964,6
11,00:08:55,16073.0,4,1,Carolina MARIN,3,挑球,0,1,2.0,6,879.0,565.0,2.0,10,841.0,301.0,出界,對手出界,Supanida KATETHONG,,9,0.6580940014109655,1.0845703366961128,9,0.5789909033369205,-1.0455973019618885,0,1,63,3358,1.0,1,True,0,3.0,2,0.0015128049999475,0.0039965356700122,0.0032526187133044,0.0107775637879967,0.0149513399228453,0.0433971770107746,0.0622311905026435,0.0928433537483215,0.2550260126590729,0.0790892466902732,0.4329221546649933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4676637649536133,6
1,00:09:16,16683.0,4,2,Supanida KATETHONG,1,發短球,0,0,2.0,8,,,2.0,7,717.0,500.0,,,Carolina MARIN,,9,-0.0296258679368088,-0.9239708530842456,9,0.6436313468344543,1.0532155933792045,0,1,63,3359,0.0,0,True,1,2.0,-1,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7701188325881958,7
2,00:09:16,16705.0,4,2,Carolina MARIN,2,網前球,0,1,2.0,8,717.0,500.0,2.0,2,776.0,397.0,,,Carolina MARIN,,9,0.0618380648620798,0.6825089625624793,9,0.2119618240864391,-0.9774053279313488,0,1,63,3359,0.0,1,True,1,2.0,-1,0.2555242478847503,0.7444757223129272,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3937781155109405,7
3,00:09:17,16733.0,4,2,Supanida KATETHONG,2,挑球,0,0,2.0,3,776.0,397.0,1.0,8,532.0,583.0,,,Carolina MARIN,,9,0.7179256705794143,-0.5599742100866664,9,0.1057619035440537,0.9105968545732038,0,1,63,3359,0.25,0,True,1,2.0,-1,0.1045776903629303,0.2359084784984588,0.6595138311386108,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8126685619354248,7
4,00:09:18,16756.0,4,2,Carolina MARIN,2,切球,0,0,1.0,9,532.0,583.0,2.0,2,766.0,393.0,,,Carolina MARIN,,9,-0.1662681854230363,1.1877276706358018,9,0.3100823837788607,-0.8000208514672007,0,1,63,3359,0.5,1,True,1,2.0,-1,0.0486076176166534,0.1096500381827354,0.2057557106018066,0.6359866261482239,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6780378222465515,7
5,00:09:19,16786.0,4,2,Supanida KATETHONG,2,網前球,0,0,2.0,3,766.0,393.0,2.0,1,849.0,463.0,,,Carolina MARIN,,9,0.2824864568456632,-0.6646185209237595,9,-0.512480185775893,1.2714087256403217,0,1,63,3359,0.75,0,True,1,2.0,-1,0.0223625563085079,0.0504459142684936,0.094660572707653,0.2140404433012008,0.61849045753479,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8644593358039856,7
6,00:09:20,16813.0,4,2,Carolina MARIN,3,推撲球,0,1,2.0,2,849.0,463.0,2.0,9,651.0,321.0,對手落地致勝,落地致勝,Carolina MARIN,,2,1.0490156921154372,0.3117459351456973,7,0.9367438392635622,-0.6450823456155792,0,1,63,3359,1.0,1,True,1,2.0,-1,0.0129401190206408,0.0291905850172042,0.0547754429280757,0.1238547340035438,0.1851860284805297,0.5940531492233276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5927428007125854,7
1,00:09:57,17927.0,5,2,Carolina MARIN,1,發短球,0,1,2.0,8,,,2.0,7,677.0,398.0,,,Supanida KATETHONG,,9,-0.0200304630245072,0.8946805262788425,9,0.5847355231306431,-1.0193834232496255,0,1,63,3360,0.0,1,True,0,3.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6141678094863892,8
2,00:09:58,17950.0,5,2,Supanida KATETHONG,2,推撲球,0,1,2.0,8,677.0,398.0,1.0,5,898.0,604.0,,,Supanida KATETHONG,,9,0.6818545207821987,-0.5597256697996184,9,-0.0257784266963528,0.8533006938378586,0,1,63,3360,0.1111111111111111,0,True,0,3.0,1,0.3105233311653137,0.6894766688346863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7841930389404297,8
3,00:09:59,17977.0,5,2,Carolina MARIN,2,長球,0,1,1.0,6,898.0,604.0,1.0,9,599.0,316.0,,,Supanida KATETHONG,,6,1.1292132687086665,1.439687250562591,9,0.4905049991588944,-0.9665865071795124,0,1,63,3360,0.2222222222222222,1,True,0,3.0,1,0.1352983564138412,0.181969553232193,0.682732105255127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2303338348865509,8
4,00:10:00,18014.0,5,2,Supanida KATETHONG,2,殺球,1,0,1.0,10,599.0,316.0,2.0,6,442.0,567.0,,,Supanida KATETHONG,,10,-0.0986100764891126,-1.4810894267547785,9,-0.0797877712760432,1.1798205504684371,0,1,63,3360,0.3333333333333333,0,True,0,3.0,1,0.0807231962680816,0.1085686683654785,0.3928457498550415,0.4178624153137207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5182356238365173,8
5,00:10:00,18029.0,5,2,Carolina MARIN,2,接殺防守,0,0,2.0,7,442.0,567.0,2.0,8,571.0,374.0,,,Supanida KATETHONG,,9,-0.3604809576842809,1.0884027870722608,10,-0.1615454488859116,-1.4089378423505152,0,1,63,3360,0.3333333333333333,1,True,0,3.0,1,0.0305785275995731,0.0411265939474105,0.1488128155469894,0.1260600835084915,0.6534220576286316,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3997718095779419,8
6,00:10:01,18056.0,5,2,Supanida KATETHONG,2,網前球,0,1,2.0,9,571.0,374.0,2.0,7,620.0,467.0,,,Supanida KATETHONG,,9,-0.1620082869690094,-0.6735779162824915,9,-0.4485154505409848,1.0809237633669906,0,1,63,3360,0.4444444444444444,0,True,0,3.0,1,0.0154562965035438,0.0207879543304443,0.0752192884683609,0.0637186467647552,0.1766069829463958,0.6482107639312744,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8333063125610352,8
7,00:10:02,18083.0,5,2,Carolina MARIN,2,挑球,0,1,2.0,8,620.0,467.0,1.0,3,505.0,318.0,,,Supanida KATETHONG,,8,-0.2851395950379653,0.4226766031977854,9,0.0310747463898625,-0.9890004814709568,0,1,63,3360,0.5555555555555556,1,True,0,3.0,1,0.0087522305548191,0.011771316640079,0.0425934232771396,0.0360811054706573,0.1000048890709877,0.2063598036766052,0.5944372415542603,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.360651433467865,8
8,00:10:03,18118.0,5,2,Supanida KATETHONG,2,切球,1,0,1.0,4,505.0,318.0,2.0,1,875.0,501.0,,,Supanida KATETHONG,,10,-0.4402791718765146,-1.4781320044287949,9,-0.3074486003246439,0.920473971519898,0,1,63,3360,0.6666666666666666,0,True,0,3.0,1,0.0052764285355806,0.0070965345948934,0.0256781578063964,0.0217520985752344,0.0602896176278591,0.124407447874546,0.3041523098945617,0.4513474404811859,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6687702536582947,8
9,00:10:04,18144.0,5,2,Carolina MARIN,2,網前球,0,1,2.0,2,875.0,501.0,2.0,2,833.0,401.0,,,Supanida KATETHONG,,6,1.0969176972525585,0.8318481491603466,9,-0.4740122973282845,-1.3357592281502657,0,1,63,3360,0.7777777777777778,1,True,0,3.0,1,0.002839304273948,0.0038187217433005,0.0138176996260881,0.0117050409317016,0.0324424989521503,0.0669450089335441,0.1636676490306854,0.114374004304409,0.5903900861740112,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29330775141716,8
10,00:10:05,18176.0,5,2,Supanida KATETHONG,2,網前球,0,0,2.0,3,833.0,401.0,2.0,2,491.0,469.0,,,Supanida KATETHONG,,3,0.962460894807087,-0.4334123140652786,9,0.6621915039435482,0.867044868281844,0,1,63,3360,0.8888888888888888,0,True,0,3.0,1,0.0021764661651104,0.0029272376559674,0.0105919446796178,0.0089724883437156,0.0248687677085399,0.0513166338205337,0.1254592984914779,0.0876732915639877,0.3366516828536987,0.3493622541427612,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5778729319572449,8
11,00:10:06,18202.0,5,2,Carolina MARIN,3,網前球,0,0,2.0,3,491.0,469.0,2.0,2,456.0,445.0,掛網,對手掛網,Supanida KATETHONG,,8,-0.4663169621435296,0.3766928941900538,9,0.5725310805950761,-0.6425149253176595,0,1,63,3360,1.0,1,True,0,3.0,1,0.0018439864506945,0.0024800703395158,0.0089739058166742,0.0076018394902348,0.0210697837173938,0.0434774383902549,0.1062939688563346,0.074280209839344,0.2852243483066559,0.1584980934858322,0.2902564108371734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5543122291564941,8
1,00:10:28,18840.0,5,3,Supanida KATETHONG,1,發短球,0,0,2.0,8,,,2.0,7,569.0,500.0,,,Supanida KATETHONG,,9,0.1718312875537522,-0.8871813017533213,9,-0.438826033333811,1.0415774120431276,0,1,63,3361,0.0,0,True,0,2.0,-1,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7701188325881958,9
2,00:10:28,18863.0,5,3,Carolina MARIN,2,網前球,0,0,2.0,8,569.0,500.0,2.0,2,827.0,404.0,,,Supanida KATETHONG,,8,-0.3158992895924766,0.657995304944512,9,0.148496769172415,-0.8490074710367086,0,1,63,3361,0.0,1,True,0,2.0,-1,0.3186233341693878,0.6813766360282898,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5292350649833679,9
3,00:10:29,18890.0,5,3,Supanida KATETHONG,3,挑球,0,0,2.0,3,827.0,404.0,2.0,9,490.0,643.0,落點判斷失誤,對手落點判斷失誤,Supanida KATETHONG,,3,0.982649206081639,-0.3089776429712856,9,0.2271045697525641,0.7251129188959524,0,1,63,3361,1.0,0,True,0,2.0,-1,0.1382170170545578,0.212299183011055,0.649483859539032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8154987692832947,9
1,00:10:50,19525.0,5,4,Supanida KATETHONG,1,發短球,0,0,2.0,8,,,2.0,7,702.0,502.0,,,Supanida KATETHONG,,9,-0.0520582582956072,-0.949515117291706,9,0.5994620345114106,1.02170092445787,0,1,63,3362,0.0,0,True,0,1.0,-2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.815886378288269,10
2,00:10:51,19547.0,5,4,Carolina MARIN,2,挑球,0,1,2.0,8,702.0,502.0,1.0,4,802.0,317.0,,,Supanida KATETHONG,,9,0.0805640164025424,0.6736957799322519,9,0.1359305270177521,-0.950951808755299,0,1,63,3362,0.1428571428571428,1,True,0,1.0,-2,0.2353204041719436,0.7646796107292175,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4195823967456817,10
3,00:10:52,19582.0,5,4,Supanida KATETHONG,2,切球,0,0,1.0,5,802.0,317.0,2.0,1,873.0,498.0,,,Supanida KATETHONG,,5,0.9674392808577826,-1.4758796134131509,9,0.1891495013090237,0.9266200399641348,0,1,63,3362,0.2857142857142857,0,True,0,1.0,-2,0.1092074438929557,0.3049817979335785,0.5858107805252075,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7720068097114563,10
4,00:10:53,19607.0,5,4,Carolina MARIN,2,挑球,0,1,2.0,2,873.0,498.0,1.0,4,807.0,315.0,,,Supanida KATETHONG,,6,1.1788194217578964,0.8146941838705116,9,0.4694822159502005,-1.12440167145002,0,1,63,3362,0.4285714285714285,1,True,0,1.0,-2,0.041652113199234,0.1163211464881897,0.1259969919919967,0.7160297632217407,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5091651678085327,10
5,00:10:54,19639.0,5,4,Supanida KATETHONG,2,長球,0,0,1.0,5,807.0,315.0,1.0,5,887.0,585.0,,,Supanida KATETHONG,,5,1.167406831494585,-1.420259684624836,9,0.2963114887190796,1.054543158892666,0,1,63,3362,0.5714285714285714,0,True,0,1.0,-2,0.0220392812043428,0.0615487247705459,0.0666684806346893,0.2956840991973877,0.5540593862533569,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8168215155601501,10
6,00:10:55,19662.0,5,4,Carolina MARIN,2,長球,1,0,1.0,6,887.0,585.0,1.0,4,796.0,315.0,,,Supanida KATETHONG,,9,0.6999039608564975,1.1846337721569864,9,0.6620835148239788,-1.2343412629770874,0,1,63,3362,0.7142857142857143,1,True,0,1.0,-2,0.0077496506273746,0.021642317995429,0.0234425719827413,0.1039711013436317,0.0958230569958686,0.7473713159561157,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3232960999011993,10
7,00:10:56,19700.0,5,4,Supanida KATETHONG,2,長球,0,0,1.0,5,796.0,315.0,1.0,5,870.0,586.0,,,Supanida KATETHONG,,5,1.113651917894449,-1.4340730811165328,9,0.3222627372484496,1.1169506626831176,0,1,63,3362,0.8571428571428571,0,True,0,1.0,-2,0.0060003050602972,0.0167569499462842,0.0181508269160985,0.0805014744400978,0.0741927102208137,0.4574974477291107,0.3469002842903137,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5469153523445129,10
