ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,set,match_id,rally_id,time_proportion,is_target_turn,is_target_game,is_target_win,roundscore_diff,continuous_score,ball_round1,ball_round2,ball_round3,ball_round4,ball_round5,ball_round6,ball_round7,ball_round8,ball_round9,ball_round10,ball_round11,ball_round12,ball_round13,ball_round14,ball_round15,ball_round16,ball_round17,ball_round18,ball_round19,ball_round20,ball_round21,ball_round22,ball_round23,ball_round24,ball_round25,ball_round26,ball_round27,ball_round28,ball_round29,ball_round30,ball_round31,ball_round32,ball_round33,ball_round34,ball_round35,ball_round36,ball_round37,ball_round38,ball_round39,ball_round40,ball_round41,ball_round42,ball_round43,win_prob,rally
11,00:07:46,13980.0,0,1,Ratchanok INTANON,2,切球,0,0,1.0,4,838.0,640.0,2.0,5,480.0,382.0,,,An Se Young,,10,0.7780902632752229,1.5817214610899817,9,0.1765940916898428,-0.7750548799371986,0,1,57,2899,0.9230769230769232,1,True,0,1.0,1,0.0891751423478126,0.08686114102602,0.0745234638452529,0.0607337988913059,0.0840584114193916,0.1012796685099601,0.1538957953453064,0.0987076386809349,0.0655682012438774,0.0659717917442321,0.1192249804735183,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6371237635612488,2
12,00:07:47,14012.0,0,1,An Se Young,2,網前球,0,0,2.0,6,480.0,382.0,2.0,2,456.0,489.0,,,An Se Young,,9,-0.8494896855169352,-0.538207679543023,9,0.0529799970161578,1.1150440282966827,0,1,57,2899,1.0,0,True,0,1.0,1,0.0740031599998474,0.0720828548073768,0.0618442669510841,0.0504007376730442,0.0697569772601127,0.0840482637286186,0.1277124434709549,0.0819138288497924,0.0544126294553279,0.0547475516796112,0.0948187634348869,0.1742585301399231,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6079836487770081,2
13,00:07:47,14038.0,0,1,Ratchanok INTANON,3,推撲球,0,1,2.0,3,456.0,489.0,2.0,7,514.0,445.0,掛網,對手掛網,An Se Young,,8,-0.7905232729889785,0.4674489501682839,9,-0.5282322370543651,-0.6921800346615727,0,1,57,2899,1.0,1,True,0,1.0,1,0.0515060201287269,0.0501694940030574,0.0430434681475162,0.0350787974894046,0.0485506877303123,0.0584973953664302,0.0888875648379325,0.0570118315517902,0.0378710553050041,0.03810416162014,0.0659936368465423,0.1237704381346702,0.3015154302120209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3703638315200805,2
1,00:08:05,14551.0,1,1,An Se Young,1,發短球,0,1,2.0,8,,,2.0,7,546.0,489.0,,,Ratchanok INTANON,,9,0.1473261046428697,-0.8000610938036014,9,-0.7270466261868129,1.104699350617942,0,1,57,2900,0.0,0,True,1,0.0,-1,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4578427374362945,3
2,00:08:05,14569.0,1,1,Ratchanok INTANON,2,推撲球,0,0,2.0,8,546.0,489.0,1.0,3,504.0,315.0,,,Ratchanok INTANON,,8,-0.7400402099581922,0.6463418612870626,9,0.0137954313408108,-0.8006562162513721,0,1,57,2900,0.0,1,True,1,0.0,-1,0.4995729625225067,0.5004270672798157,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4575598835945129,3
3,00:08:06,14600.0,1,1,An Se Young,2,長球,0,0,1.0,4,504.0,315.0,1.0,6,448.0,560.0,,,Ratchanok INTANON,,9,-0.6430049023348733,-1.2629992271490362,9,-0.2876151984113635,0.908866109771052,0,1,57,2900,0.25,0,True,1,0.0,-1,0.3813105523586273,0.3570590317249298,0.2616304159164428,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4888616800308227,3
4,00:08:07,14617.0,1,1,Ratchanok INTANON,2,切球,0,1,1.0,7,448.0,560.0,2.0,2,784.0,391.0,,,Ratchanok INTANON,,9,-0.2766707436483979,1.1519951960521564,9,-0.4566629331479869,-0.9939544377052272,0,1,57,2900,0.5,1,True,1,0.0,-1,0.2662579417228699,0.2493238300085067,0.196703240275383,0.2877150177955627,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5025966167449951,3
5,00:08:08,14643.0,1,1,An Se Young,2,挑球,0,1,2.0,3,784.0,391.0,1.0,9,564.0,629.0,,,Ratchanok INTANON,,9,0.7370734161910616,-0.6623660907271306,9,0.0592438362313237,0.9903476848148008,0,1,57,2900,0.75,0,True,1,0.0,-1,0.215130940079689,0.2014485150575637,0.1589321494102478,0.1762023568153381,0.248286098241806,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5515041351318359,3
6,00:08:09,14690.0,1,1,Ratchanok INTANON,3,殺球,0,0,1.0,10,564.0,629.0,2.0,6,833.0,364.0,對手落地致勝,落地致勝,Ratchanok INTANON,,10,-0.3971021361827909,1.5174160394432878,9,-0.1821596906870824,-0.9280671615010336,0,1,57,2900,1.0,1,True,1,0.0,-1,0.1547118574380874,0.1448721140623092,0.1142963916063308,0.1267162859439849,0.1772768497467041,0.2821264564990997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5455401539802551,3
1,00:08:44,15733.0,1,3,Ratchanok INTANON,1,發長球,0,0,2.0,8,,,1.0,4,780.0,319.0,,,Ratchanok INTANON,,9,-0.0241827185262663,0.9179065193189656,9,0.6828031550526955,-1.1342203881280697,0,1,57,2902,0.0,1,True,1,2.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3425307869911194,5
2,00:08:46,15798.0,1,3,An Se Young,2,長球,0,0,1.0,5,780.0,319.0,1.0,3,838.0,619.0,,,Ratchanok INTANON,,5,1.1386845993589878,-1.4806941800739033,9,0.3551755379353848,1.1160807113391569,0,1,57,2902,0.2222222222222222,0,True,1,2.0,1,0.4853371381759643,0.5146628618240356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4046507477760315,5
3,00:08:47,15833.0,1,3,Ratchanok INTANON,2,長球,0,0,1.0,4,838.0,619.0,1.0,4,809.0,307.0,,,Ratchanok INTANON,,6,0.9574773174291006,1.5013430973393216,9,0.2720521845354422,-1.0298527696239723,0,1,57,2902,0.3333333333333333,1,True,1,2.0,1,0.3390712440013885,0.3607387542724609,0.3001900017261505,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4294392764568329,5
4,00:08:48,15857.0,1,3,An Se Young,2,殺球,1,0,1.0,5,809.0,307.0,1.0,5,884.0,586.0,,,Ratchanok INTANON,,9,0.663069581180579,-1.298435480961332,9,0.6110848978939555,1.3819929241837208,0,1,57,2902,0.4444444444444444,0,True,1,2.0,1,0.2776654958724975,0.2954090237617492,0.2291757464408874,0.1977496892213821,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4631820917129516,5
5,00:08:49,15881.0,1,3,Ratchanok INTANON,2,網前球,0,0,1.0,6,884.0,586.0,2.0,1,503.0,396.0,,,Ratchanok INTANON,,6,1.13440438032182,1.149229938935493,10,0.9005372058558303,-1.4100140584679466,0,1,57,2902,0.5555555555555556,1,True,1,2.0,1,0.2220316082239151,0.236219972372055,0.1832574009895324,0.1660773456096649,0.1924135982990265,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4923904240131378,5
6,00:08:50,15913.0,1,3,An Se Young,2,網前球,0,0,2.0,2,503.0,396.0,2.0,2,466.0,468.0,,,Ratchanok INTANON,,8,-0.706578450690464,-0.4677284713199376,9,0.2614220321761433,0.9591743595445,0,1,57,2902,0.6666666666666666,0,True,1,2.0,1,0.1753880530595779,0.1865957975387573,0.144759401679039,0.1311884671449661,0.1484273076057434,0.2136410176753997,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5523237586021423,5
7,00:08:51,15941.0,1,3,Ratchanok INTANON,2,挑球,0,1,2.0,3,466.0,468.0,1.0,3,479.0,311.0,,,Ratchanok INTANON,,8,-0.7610121247534201,0.3842968974242566,9,-0.6271789507034097,-0.6442143651978149,0,1,57,2902,0.7777777777777778,1,True,1,2.0,1,0.1273024231195449,0.1354373544454574,0.1050711199641227,0.0952209010720253,0.1077334135770797,0.1624048501253128,0.2668299078941345,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6204783916473389,5
8,00:08:52,15984.0,1,3,An Se Young,2,切球,0,0,1.0,4,479.0,311.0,2.0,2,480.0,493.0,,,Ratchanok INTANON,,4,-0.945994737318436,-1.476283577651298,9,-0.3926175843332751,0.7508341968853731,0,1,57,2902,0.8888888888888888,0,True,1,2.0,1,0.1122299954295158,0.1194017753005027,0.0926308631896972,0.0839468836784362,0.094977930188179,0.1431763768196106,0.2089710533618927,0.1446651518344879,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6686795949935913,5
9,00:08:53,16011.0,1,3,Ratchanok INTANON,3,推撲球,0,1,2.0,3,480.0,493.0,2.0,3,459.0,305.0,對手落地致勝,落地致勝,Ratchanok INTANON,,9,-0.6541871461137104,0.766811436157214,9,-0.6157227761368409,-1.2079673709998646,0,1,57,2902,1.0,1,True,1,2.0,1,0.0976597815752029,0.1039004847407341,0.0806050971150398,0.0730485096573829,0.0826474577188491,0.124588556587696,0.1818414628505706,0.1304107308387756,0.125297874212265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6699316501617432,5
1,00:09:10,16506.0,1,4,Ratchanok INTANON,1,發長球,0,0,2.0,8,,,1.0,9,564.0,310.0,,,Ratchanok INTANON,,9,0.2562336644072647,0.935056046182604,9,-0.4938359458231163,-1.1128649912389703,0,1,57,2903,0.0,1,True,1,3.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3284270763397217,6
2,00:09:12,16580.0,1,4,An Se Young,2,殺球,0,0,1.0,10,564.0,310.0,2.0,8,550.0,533.0,,,Ratchanok INTANON,,10,-0.578537570926006,-1.4745137821029397,9,0.2209038789306221,1.1385135232576549,0,1,57,2903,0.2222222222222222,0,True,1,3.0,2,0.5150923132896423,0.4849076569080353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3354552686214447,6
3,00:09:13,16591.0,1,4,Ratchanok INTANON,2,平球,0,1,2.0,9,550.0,533.0,2.0,8,703.0,355.0,,,Ratchanok INTANON,,9,0.0704983119537919,1.0997561171205874,9,-0.4561371894468455,-1.1260767083894965,0,1,57,2903,0.3333333333333333,1,True,1,3.0,2,0.3359450101852417,0.3412013351917267,0.3228536248207092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3639896810054779,6
4,00:09:13,16605.0,1,4,An Se Young,2,接殺防守,0,1,2.0,9,703.0,355.0,2.0,7,676.0,491.0,,,Ratchanok INTANON,,9,0.1412731624273308,-0.9137895854096624,9,0.1540452706797376,0.9827355950463298,0,1,57,2903,0.3333333333333333,0,True,1,3.0,2,0.2944744527339935,0.2990818917751312,0.216642215847969,0.1898015141487121,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4116723239421844,6
5,00:09:14,16622.0,1,4,Ratchanok INTANON,2,網前球,0,0,2.0,8,676.0,491.0,2.0,1,482.0,399.0,,,Ratchanok INTANON,,9,-0.0938552952089235,0.6920714815503821,9,-0.0530994548477637,-0.8134464606687564,0,1,57,2903,0.4444444444444444,1,True,1,3.0,2,0.232582613825798,0.2362216860055923,0.1711089611053466,0.1449231952428817,0.2151634693145752,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4404700398445129,6
6,00:09:15,16652.0,1,4,An Se Young,2,挑球,0,0,2.0,2,482.0,399.0,1.0,6,442.0,608.0,,,Ratchanok INTANON,,6,-1.038236648469166,-0.5507794497161026,9,-0.1702132381677049,0.8271716204649504,0,1,57,2903,0.5555555555555556,0,True,1,3.0,2,0.1876073777675628,0.1905427426099777,0.1380210667848587,0.1168989464640617,0.1656719893217086,0.2012579441070556,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4911779463291168,6
7,00:09:16,16688.0,1,4,Ratchanok INTANON,2,長球,1,0,1.0,7,442.0,608.0,1.0,9,741.0,317.0,,,Ratchanok INTANON,,9,-0.4791114229693672,1.448509412677634,9,-0.4085541062304623,-0.79007925047187,0,1,57,2903,0.6666666666666666,1,True,1,3.0,2,0.1447377353906631,0.1470023393630981,0.1064822599291801,0.0901866853237152,0.1278147250413894,0.1734162271022796,0.2103600353002548,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5296580195426941,6
