ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,set,match_id,rally_id,time_proportion,is_target_turn,is_target_game,is_target_win,roundscore_diff,continuous_score,ball_round1,ball_round2,ball_round3,ball_round4,ball_round5,ball_round6,ball_round7,ball_round8,ball_round9,ball_round10,ball_round11,ball_round12,ball_round13,ball_round14,ball_round15,ball_round16,ball_round17,ball_round18,ball_round19,ball_round20,ball_round21,ball_round22,ball_round23,ball_round24,ball_round25,ball_round26,ball_round27,ball_round28,ball_round29,ball_round30,ball_round31,ball_round32,ball_round33,ball_round34,ball_round35,ball_round36,ball_round37,ball_round38,ball_round39,ball_round40,ball_round41,ball_round42,ball_round43,ball_round44,ball_round45,ball_round46,ball_round47,ball_round48,ball_round49,win_prob,rally
4,00:01:36,2408.0,1,0,Jonatan CHRISTIE,2,殺球,1,0,1.0,4,380.0,633.0,2.0,5,437.0,367.0,,,CHOU Tien Chen,,9,-0.4861433478333699,1.4754816019729915,9,-0.1464904558734207,-1.161890456988138,0,1,43,1741,0.2727272727272727,1,True,0,-1.0,-1,0.1020257622003555,0.1377075761556625,0.3499654829502105,0.4103012084960937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4822209775447845,2
5,00:01:36,2421.0,1,0,CHOU Tien Chen,2,網前球,0,0,2.0,6,437.0,367.0,2.0,7,738.0,504.0,,,CHOU Tien Chen,,9,-0.7074498834501765,-1.1290591877452767,6,-0.881095384510458,1.3757674618044498,0,1,43,1741,0.2727272727272727,0,True,0,-1.0,-1,0.0692313686013221,0.0934438779950141,0.2374751716852188,0.2759698629379272,0.3238797187805176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4920952022075653,2
6,00:01:37,2445.0,1,0,Jonatan CHRISTIE,2,網前球,0,0,2.0,8,738.0,504.0,2.0,2,826.0,429.0,,,CHOU Tien Chen,,9,0.224884411453716,0.7320869100522535,9,-0.2587127245502459,-1.1767594259351772,0,1,43,1741,0.3636363636363636,1,True,0,-1.0,-1,0.0551900714635849,0.0744918808341026,0.1893111914396286,0.2199985235929489,0.2566274404525757,0.2043808698654174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4790078997611999,2
7,00:01:38,2469.0,1,0,CHOU Tien Chen,2,挑球,0,1,2.0,3,826.0,429.0,1.0,9,565.0,643.0,,,CHOU Tien Chen,,8,0.7502278263437779,-0.5035147641786916,9,0.3865337664087469,0.8385147973086114,0,1,43,1741,0.4545454545454545,0,True,0,-1.0,-1,0.0458743795752525,0.0619181804358959,0.1573568135499954,0.1828643232583999,0.2133105546236038,0.1627083867788314,0.1759673357009887,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4505645334720611,2
8,00:01:40,2503.0,1,0,Jonatan CHRISTIE,2,切球,0,0,1.0,10,565.0,643.0,2.0,7,780.0,423.0,,,CHOU Tien Chen,,10,-0.279709483332856,1.6720742217365896,9,-0.0891227411827798,-1.0862807313513614,0,1,43,1741,0.6363636363636364,1,True,0,-1.0,-1,0.0397874228656291,0.0537024140357971,0.136477530002594,0.1586005240678787,0.1850069165229797,0.1411190330982208,0.1510547697544098,0.1342513561248779,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4288965165615082,2
9,00:01:41,2525.0,1,0,CHOU Tien Chen,2,挑球,0,1,2.0,8,780.0,423.0,1.0,4,921.0,645.0,,,CHOU Tien Chen,,9,0.6497963722376479,-0.6889142079982647,9,0.0600762729691254,1.3961940983102163,0,1,43,1741,0.7272727272727273,0,True,0,-1.0,-1,0.0333211719989776,0.0449746996164321,0.1142972037196159,0.1328247636556625,0.154939591884613,0.1181843653321266,0.126505360007286,0.1073281690478324,0.1676247268915176,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4711731374263763,2
10,00:01:42,2556.0,1,0,Jonatan CHRISTIE,2,切球,0,0,1.0,5,921.0,645.0,2.0,7,494.0,412.0,,,CHOU Tien Chen,,5,1.115673086937942,1.677018505907596,9,0.1795835767817989,-0.954295954016378,0,1,43,1741,0.8181818181818182,1,True,0,-1.0,-1,0.0293669626116752,0.0396375693380832,0.1007335931062698,0.1170625016093254,0.1365529596805572,0.1041594669222831,0.1114930063486099,0.0945915728807449,0.1428738981485366,0.1235284805297851,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4783999025821686,2
11,00:01:43,2576.0,1,0,CHOU Tien Chen,2,網前球,0,0,2.0,8,494.0,412.0,2.0,1,368.0,470.0,,,CHOU Tien Chen,,9,-0.5641177895974597,-0.7391561176954152,9,0.5145698401925494,1.254439220388191,0,1,43,1741,0.9090909090909092,0,True,0,-1.0,-1,0.0266884770244359,0.0360223278403282,0.0915459394454956,0.1063855290412902,0.124098315834999,0.0946593508124351,0.101324014365673,0.0859641134738922,0.1298427283763885,0.1083710417151451,0.0950981602072715,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4830385148525238,2
12,00:01:44,2602.0,1,0,Jonatan CHRISTIE,2,網前球,0,1,2.0,2,368.0,470.0,1.0,1,386.0,448.0,,,CHOU Tien Chen,,2,-1.046484722756015,0.3410878410245021,9,-0.6706354402449923,-0.808219391249693,0,1,43,1741,1.0,1,True,0,-1.0,-1,0.0253373850136995,0.0341987125575542,0.0869114696979522,0.1009998098015785,0.1178158968687057,0.0898672640323638,0.0961945354938507,0.0816122218966484,0.1232695057988166,0.1028848066926002,0.0871075168251991,0.0538009516894817,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.472872257232666,2
13,00:01:44,2617.0,1,0,CHOU Tien Chen,3,網前球,0,0,1.0,2,386.0,448.0,2.0,2,919.0,471.0,對手落地致勝,落地致勝,CHOU Tien Chen,,2,-1.2667853054515008,-0.4324572472673426,2,-1.038338779157403,0.1737052845519103,0,1,43,1741,1.0,0,True,0,-1.0,-1,0.0241026505827903,0.0325321480631828,0.0826761201024055,0.096077911555767,0.1120745241641998,0.0854878723621368,0.0915068089962005,0.0776351168751716,0.1172623634338378,0.0978710502386093,0.0828626155853271,0.0493163876235485,0.0505945421755313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4679061472415924,2
1,00:02:01,3045.0,2,0,CHOU Tien Chen,1,發短球,0,1,2.0,8,,,2.0,7,714.0,508.0,,,Jonatan CHRISTIE,,9,-0.0476095133774528,-0.7965862935715539,9,0.502767575379169,1.114112777012961,0,1,43,1742,0.0,0,True,1,-2.0,-2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4251047968864441,3
2,00:02:02,3065.0,2,0,Jonatan CHRISTIE,2,挑球,0,1,2.0,8,714.0,508.0,1.0,9,785.0,344.0,,,Jonatan CHRISTIE,,9,0.6821384387713642,0.7401437671620297,9,0.1244068856504728,-0.8252938577309233,0,1,43,1742,0.0909090909090909,1,True,1,-2.0,-2,0.4201796352863312,0.5798203945159912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4157899916172027,3
3,00:02:03,3098.0,2,0,CHOU Tien Chen,2,長球,0,0,1.0,10,785.0,344.0,1.0,4,942.0,645.0,,,Jonatan CHRISTIE,,10,0.8447170259989886,-1.4188200852134922,9,0.4876024961017536,1.0739367505172317,0,1,43,1742,0.1818181818181818,0,True,1,-2.0,-2,0.1793347597122192,0.244356095790863,0.5763091444969177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4808288514614105,3
4,00:02:05,3132.0,2,0,Jonatan CHRISTIE,2,長球,0,0,1.0,5,942.0,645.0,1.0,4,812.0,349.0,,,Jonatan CHRISTIE,,5,1.1749849183205434,1.5428309818784445,9,0.1437861719883417,-1.012758414101414,0,1,43,1742,0.3636363636363636,1,True,1,-2.0,-2,0.1019888073205947,0.1389668583869934,0.3256939947605133,0.4333503544330597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5122912526130676,3
5,00:02:06,3164.0,2,0,CHOU Tien Chen,2,長球,1,0,1.0,5,812.0,349.0,1.0,9,446.0,628.0,,,Jonatan CHRISTIE,,9,0.8661031673974326,-1.3064240458231084,9,0.3200865487689901,0.9755022132284848,0,1,43,1742,0.4545454545454545,0,True,1,-2.0,-2,0.0700278058648109,0.0954177603125572,0.2236288040876388,0.2808336019515991,0.330092042684555,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.521198570728302,3
6,00:02:07,3194.0,2,0,Jonatan CHRISTIE,2,殺球,0,0,1.0,10,446.0,628.0,2.0,8,519.0,376.0,,,Jonatan CHRISTIE,,9,-0.5018903526763295,1.4042336159919615,9,0.0207353535014432,-1.19333047383559,0,1,43,1742,0.5454545454545454,1,True,1,-2.0,-2,0.0554688870906829,0.0755802243947982,0.1771359294652938,0.2224477231502533,0.2572173178195953,0.2121499329805374,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5055039525032043,3
7,00:02:08,3208.0,2,0,CHOU Tien Chen,2,網前球,0,0,2.0,9,519.0,376.0,2.0,2,849.0,472.0,,,Jonatan CHRISTIE,,9,-0.5439190955026936,-1.0099973382923026,9,-0.7443930684265322,1.4333008469662438,0,1,43,1742,0.6363636363636364,0,True,1,-2.0,-2,0.0468401461839675,0.0638229623436927,0.1495806574821472,0.1878437548875808,0.2172045856714248,0.1768122017383575,0.1578957140445709,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4800283312797546,3
8,00:02:09,3234.0,2,0,Jonatan CHRISTIE,2,挑球,0,0,2.0,3,849.0,472.0,1.0,3,490.0,341.0,,,Jonatan CHRISTIE,,8,0.7904709353099292,0.5347911786582369,9,0.1130774449095705,-0.9540330966143138,0,1,43,1742,0.7272727272727273,1,True,1,-2.0,-2,0.0403367429971694,0.054961621761322,0.1288125067949295,0.1617630571126938,0.1870473623275756,0.1522631496191024,0.1334218233823776,0.1413937360048294,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46478933095932,3
9,00:02:10,3272.0,2,0,CHOU Tien Chen,2,長球,0,0,1.0,4,490.0,341.0,1.0,9,482.0,627.0,,,Jonatan CHRISTIE,,10,-0.5239408811845513,-1.5955010690968374,9,-0.0347888606120867,0.8741503363917099,0,1,43,1742,0.8181818181818182,0,True,1,-2.0,-2,0.03443069383502,0.0469142198562622,0.1099519655108451,0.1380779445171356,0.1596601605415344,0.1299690008163452,0.1138863861560821,0.1177082285284996,0.149401381611824,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4996912777423858,3
10,00:02:11,3298.0,2,0,Jonatan CHRISTIE,2,切球,0,0,1.0,10,482.0,627.0,2.0,6,816.0,407.0,,,Jonatan CHRISTIE,,9,-0.5091581620155564,1.3752215135611607,9,-0.3882421172070017,-1.16088106269482,0,1,43,1742,0.9090909090909092,1,True,1,-2.0,-2,0.0300546344369649,0.0409515313804149,0.0959773287177085,0.1205285638570785,0.1393677294254303,0.1134502440690994,0.0994116961956024,0.1027477905154228,0.1267410367727279,0.1307694613933563,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5188661813735962,3
11,00:02:12,3320.0,2,0,CHOU Tien Chen,3,網前球,0,1,2.0,7,816.0,407.0,2.0,7,813.0,460.0,掛網,對手掛網,Jonatan CHRISTIE,,9,0.8415417243313422,-0.676043780670752,9,-0.2756301661158952,1.1313874204058258,0,1,43,1742,1.0,0,True,1,-2.0,-2,0.0269696786999702,0.0367480665445327,0.0861257389187812,0.1081569120287895,0.1250623315572738,0.1018051505088806,0.0892075896263122,0.0922012478113174,0.11373171210289,0.1108007878065109,0.1091907694935798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5394588112831116,3
1,00:02:58,4459.0,3,1,CHOU Tien Chen,1,發短球,0,1,2.0,8,,,2.0,1,452.0,507.0,,,CHOU Tien Chen,,9,0.1062079149118821,-0.7278977096822775,9,-0.664772758211263,1.124115544519516,0,1,43,1744,0.0,0,True,0,-2.0,1,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3065974116325378,5
2,00:02:59,4477.0,3,1,Jonatan CHRISTIE,2,推撲球,0,1,2.0,2,452.0,507.0,1.0,3,464.0,343.0,,,CHOU Tien Chen,,8,-0.6297845078220751,0.6328720946717409,9,-0.0949462791730471,-1.0712553842768908,0,1,43,1744,1.0,1,True,0,-2.0,1,0.4242786765098572,0.5757213234901428,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2879702448844909,5
3,00:02:59,4495.0,3,1,CHOU Tien Chen,3,切球,0,0,1.0,4,464.0,343.0,2.0,1,364.0,501.0,對手落地致勝,落地致勝,CHOU Tien Chen,,9,-0.4959633458453285,-1.2847299940632215,9,-0.1230383691869368,0.8829593324694347,0,1,43,1744,1.0,0,True,0,-2.0,1,0.1802403628826141,0.2347009032964706,0.5850586891174316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3552024364471435,5
1,00:03:14,4851.0,4,1,CHOU Tien Chen,1,發短球,0,1,2.0,8,,,2.0,7,741.0,492.0,,,Jonatan CHRISTIE,,9,-0.0820145040911796,-0.7409523283329807,9,0.4938021423453591,1.1141284196714452,0,1,43,1745,0.0,0,True,1,-3.0,-1,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.367186039686203,6
2,00:03:14,4868.0,4,1,Jonatan CHRISTIE,2,網前球,0,0,2.0,8,741.0,492.0,2.0,1,470.0,432.0,,,Jonatan CHRISTIE,,8,0.580722258281525,0.5735613778341264,9,0.0299334279262337,-0.713908479851716,0,1,43,1745,0.0,1,True,1,-3.0,-1,0.4262373447418213,0.5737625956535339,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3720523715019226,6
3,00:03:15,4888.0,4,1,CHOU Tien Chen,2,網前球,0,0,2.0,2,470.0,432.0,2.0,1,425.0,466.0,,,Jonatan CHRISTIE,,8,-0.5200000968092331,-0.4096573012318523,9,0.0196612652800018,0.714380838784308,0,1,43,1745,0.2,0,True,1,-3.0,-1,0.1975524723529815,0.2623234689235687,0.5401240587234497,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4280638694763183,6
4,00:03:16,4909.0,4,1,Jonatan CHRISTIE,2,挑球,0,1,2.0,2,425.0,466.0,1.0,4,837.0,344.0,,,Jonatan CHRISTIE,,8,-0.7695769769876863,0.3708580783243918,9,-0.4294267951473164,-0.6578933880283152,0,1,43,1745,0.4,1,True,1,-3.0,-1,0.1190491318702697,0.1580814570188522,0.3003830015659332,0.4224864244461059,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4430024921894073,6
5,00:03:17,4944.0,4,1,CHOU Tien Chen,2,長球,0,1,1.0,5,837.0,344.0,1.0,9,789.0,634.0,,,Jonatan CHRISTIE,,0,0.9220063147897972,-1.6880601684898788,9,0.20258151260439,0.8909216241198331,0,1,43,1745,0.6,0,True,1,-3.0,-1,0.0736463293433189,0.0977925434708595,0.1858232915401458,0.2529591023921966,0.3897786736488342,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4536333084106445,6
6,00:03:19,4975.0,4,1,Jonatan CHRISTIE,3,殺球,0,0,1.0,10,789.0,634.0,2.0,6,831.0,371.0,對手落地致勝,落地致勝,Jonatan CHRISTIE,,9,0.5889699873000477,1.4456958173278365,9,0.033767333516731,-1.0867838901085465,0,1,43,1745,1.0,1,True,1,-3.0,-1,0.0599839985370636,0.0796507894992828,0.1513507068157196,0.2060319483280182,0.3087154328823089,0.1942671090364456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4319703876972198,6
1,00:03:35,5386.0,4,2,Jonatan CHRISTIE,1,發短球,0,1,2.0,8,,,2.0,1,457.0,423.0,,,CHOU Tien Chen,,9,0.1706871049961713,0.847687727317183,9,-0.4259715761139015,-1.0699053408386392,0,1,43,1746,0.0,1,True,0,-2.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3599516153335571,7
2,00:03:36,5403.0,4,2,CHOU Tien Chen,2,網前球,0,0,2.0,2,457.0,423.0,2.0,2,839.0,471.0,,,CHOU Tien Chen,,6,-0.8810371894783954,-0.5499228822362513,9,0.110423661102391,0.7323333320910871,0,1,43,1746,0.1111111111111111,0,True,0,-2.0,1,0.4261131286621094,0.5738868713378906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3256639242172241,7
3,00:03:36,5422.0,4,2,Jonatan CHRISTIE,2,挑球,0,0,2.0,3,839.0,471.0,1.0,4,821.0,345.0,,,CHOU Tien Chen,,8,0.6312843388429228,0.496433949186868,9,-0.0648735476649941,-0.7686698005423181,0,1,43,1746,0.1111111111111111,1,True,0,-2.0,1,0.2358865439891815,0.3175658583641052,0.4465475380420685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3361980617046356,7
4,00:03:38,5451.0,4,2,CHOU Tien Chen,2,長球,0,1,1.0,5,821.0,345.0,1.0,4,898.0,627.0,,,CHOU Tien Chen,,10,0.9199600006701032,-1.4028980015828434,9,0.4563625507793866,0.8471078997992537,0,1,43,1746,0.3333333333333333,0,True,0,-2.0,1,0.1213971897959709,0.1634328216314315,0.2246773689985275,0.4904926419258117,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.404889166355133,7
5,00:03:39,5476.0,4,2,Jonatan CHRISTIE,2,切球,0,0,1.0,5,898.0,627.0,2.0,8,780.0,402.0,,,CHOU Tien Chen,,7,1.0658537541918696,1.5014210365557357,9,0.1382492461761714,-1.0872116788412862,0,1,43,1746,0.4444444444444444,1,True,0,-2.0,1,0.0751987472176551,0.1012374684214592,0.1391750276088714,0.3008734285831451,0.383515328168869,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4371654689311981,7
6,00:03:39,5499.0,4,2,CHOU Tien Chen,2,挑球,0,1,2.0,9,780.0,402.0,1.0,4,937.0,644.0,,,CHOU Tien Chen,,9,0.5140255461958115,-0.7708437368025214,9,0.5089964244038983,1.0900452417890196,0,1,43,1746,0.4444444444444444,0,True,0,-2.0,1,0.0509708300232887,0.0686202645301818,0.0943349078297615,0.2039364874362945,0.2520225644111633,0.3301149606704712,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45733243227005,7
7,00:03:41,5530.0,4,2,Jonatan CHRISTIE,2,切球,0,0,1.0,5,937.0,644.0,2.0,1,421.0,419.0,,,CHOU Tien Chen,,5,1.1215842282176611,1.6040717546339416,9,0.1668429817046628,-0.896488088966508,0,1,43,1746,0.6666666666666666,1,True,0,-2.0,1,0.0417768470942974,0.0562427192926406,0.0773190185427665,0.1671509593725204,0.2065634131431579,0.2662008702754974,0.1847461462020874,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4406215846538543,7
8,00:03:42,5552.0,4,2,CHOU Tien Chen,2,網前球,0,0,2.0,2,421.0,419.0,2.0,1,364.0,475.0,,,CHOU Tien Chen,,6,-0.8745805915784131,-0.6833237463072871,9,0.2255164719884336,1.0905471243388345,0,1,43,1746,0.7777777777777778,0,True,0,-2.0,1,0.0357731990516185,0.0481602177023887,0.0662076994776725,0.1431301087141037,0.1768786907196045,0.2279458045959472,0.1529839783906936,0.1489203125238418,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4170165359973907,7
