ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,set,match_id,rally_id,time_proportion,is_target_turn,is_target_game,is_target_win,roundscore_diff,continuous_score,ball_round1,ball_round2,ball_round3,ball_round4,ball_round5,ball_round6,ball_round7,ball_round8,ball_round9,ball_round10,ball_round11,ball_round12,ball_round13,ball_round14,ball_round15,ball_round16,ball_round17,ball_round18,ball_round19,ball_round20,ball_round21,ball_round22,ball_round23,ball_round24,ball_round25,ball_round26,ball_round27,win_prob,rally
2,00:07:49,14071.0,0,2,TAI Tzu Ying,2,切球,0,0,1.0,10,544.0,309.0,2.0,1,873.0,479.0,,,TAI Tzu Ying,,10,-0.6605201683911925,-1.6213704043569823,9,-0.127161209055754,1.0032635876077698,0,1,62,3289,0.6666666666666666,0,True,0,2.0,2,0.5221061706542969,0.4778938591480255,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.1540552377700805,3
3,00:07:50,14102.0,0,2,Michelle LI,3,挑球,0,0,2.0,2,873.0,479.0,2.0,1,826.0,449.0,未過網,對手未過網,TAI Tzu Ying,,6,1.1156707743357042,0.6771544804594308,9,0.1458626642588056,-1.2747398060801265,0,1,62,3289,1.0,1,True,0,2.0,2,0.5268773436546326,0.2683479487895965,0.2047746628522873,,,,,,,,,,,,,,,,,,,,,,,,,0.1370139718055725,3
1,00:08:05,14566.0,1,2,TAI Tzu Ying,1,發長球,0,0,2.0,8,,,1.0,9,494.0,647.0,,,Michelle LI,,9,0.1184287999390516,-0.9153977584084736,9,-0.7065369678426415,0.9932132372360036,0,1,62,3290,0.0,0,True,1,1.0,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.1244174912571907,4
2,00:08:07,14629.0,1,2,Michelle LI,2,切球,0,0,1.0,10,494.0,647.0,2.0,2,790.0,400.0,,,Michelle LI,,10,-0.7990509179309632,1.652077865204962,9,-0.3366948426542639,-0.8280010065143036,0,1,62,3290,0.2857142857142857,1,True,1,1.0,-1,0.6113961338996887,0.3886038661003113,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.1424158066511154,4
3,00:08:08,14657.0,1,2,TAI Tzu Ying,2,網前球,0,1,2.0,3,790.0,400.0,2.0,1,868.0,463.0,,,Michelle LI,,9,0.7489692104379215,-0.6285864214134124,9,-0.2640959195609752,1.3904429398981026,0,1,62,3290,0.4285714285714285,0,True,1,1.0,-1,0.3182792067527771,0.2115313410758972,0.470189481973648,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.5920026302337646,4
4,00:08:09,14689.0,1,2,Michelle LI,2,網前球,0,0,2.0,2,868.0,463.0,2.0,2,828.0,409.0,,,Michelle LI,,2,1.0306687362955091,0.5266790453298883,9,0.428012393222118,-0.9402012147944192,0,1,62,3290,0.5714285714285714,1,True,1,1.0,-1,0.3098401427268982,0.2059226781129837,0.2416785061359405,0.2425587028264999,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.5696004629135132,4
5,00:08:10,14714.0,1,2,TAI Tzu Ying,2,挑球,0,1,2.0,3,828.0,409.0,1.0,9,581.0,647.0,,,Michelle LI,,3,0.97616791449031,-0.3830531059097757,8,0.6040432082294228,0.6492766605639412,0,1,62,3290,0.7142857142857143,0,True,1,1.0,-1,0.1322498321533203,0.0878944844007492,0.1031562313437461,0.115079641342163,0.5616198778152466,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.8945106267929077,4
6,00:08:12,14770.0,1,2,Michelle LI,2,殺球,0,0,1.0,10,581.0,647.0,2.0,5,511.0,349.0,,,Michelle LI,,10,-0.3980361266593397,1.5614529026050463,9,-0.2398399640193548,-1.0858922637064945,0,1,62,3290,1.0,1,True,1,1.0,-1,0.1355712413787841,0.090101920068264,0.1057469695806503,0.1179698258638382,0.2736715078353882,0.2769385874271393,0.0,,,,,,,,,,,,,,,,,,,,,0.7434254884719849,4
7,00:08:12,14784.0,1,2,TAI Tzu Ying,3,接殺防守,0,0,2.0,6,511.0,349.0,2.0,10,465.0,660.0,出界,對手出界,Michelle LI,,9,-0.3525797939090549,-1.033371120545633,9,-0.2949963469641916,1.3263169144534548,0,1,62,3290,1.0,0,True,1,1.0,-1,0.0635068640112876,0.0422072596848011,0.049536008387804,0.0552616752684116,0.1281984150409698,0.147352784872055,0.5139369368553162,,,,,,,,,,,,,,,,,,,,,0.7689943313598633,4
1,00:08:27,15228.0,1,3,Michelle LI,1,發長球,0,0,2.0,8,,,1.0,4,788.0,309.0,,,TAI Tzu Ying,,9,-0.0661733927868895,1.157860216930078,9,0.5518870559864507,-1.1237797948195265,0,1,62,3291,0.0,1,True,0,2.0,1,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.124973714351654,5
2,00:08:29,15290.0,1,3,TAI Tzu Ying,2,殺球,0,0,1.0,5,788.0,309.0,2.0,5,868.0,518.0,,,TAI Tzu Ying,,5,1.0806648953284856,-1.5138924812920411,9,0.4363313184180766,0.9656639919403424,0,1,62,3291,0.5,0,True,0,2.0,1,0.5204262137413025,0.4795737862586975,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.1290628910064697,5
3,00:08:30,15306.0,1,3,Michelle LI,2,接殺防守,0,0,2.0,6,868.0,518.0,2.0,2,799.0,394.0,,,TAI Tzu Ying,,9,0.746996147316173,0.9508067518508576,10,0.8055152994707021,-1.5880458512239997,0,1,62,3291,0.75,1,True,0,2.0,1,0.5168116688728333,0.2825668454170227,0.2006215453147888,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.1177730187773704,5
4,00:08:31,15335.0,1,3,TAI Tzu Ying,2,平球,0,1,2.0,3,799.0,394.0,2.0,8,565.0,545.0,,,TAI Tzu Ying,,9,0.8174087556216352,-0.5806552624554362,9,0.3410349927613613,1.0984643219106385,0,1,62,3291,1.0,0,True,0,2.0,1,0.3200233876705169,0.1749728322029113,0.1297347843647003,0.3752689957618713,0.0,,,,,,,,,,,,,,,,,,,,,,,0.3254842758178711,5
5,00:08:31,15349.0,1,3,Michelle LI,3,接殺防守,0,1,2.0,9,565.0,545.0,2.0,4,414.0,643.0,未過網,對手未過網,TAI Tzu Ying,,9,0.3959917881852461,1.1596105461716106,9,0.3893459093595526,-0.7389726385061225,0,1,62,3291,1.0,1,True,0,2.0,1,0.3672973811626434,0.2008198946714401,0.1488992571830749,0.1557976901531219,0.1271858066320419,,,,,,,,,,,,,,,,,,,,,,,0.2065585851669311,5
1,00:08:46,15789.0,2,3,TAI Tzu Ying,1,發長球,0,0,2.0,8,,,1.0,3,807.0,643.0,,,TAI Tzu Ying,,9,-0.1341761632168495,-0.7404845791243853,9,0.5736081101586239,1.249716868877668,0,1,62,3292,0.0,0,True,0,1.0,-1,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.1244174912571907,6
2,00:08:48,15853.0,2,3,Michelle LI,2,長球,0,0,1.0,4,807.0,643.0,1.0,4,756.0,312.0,,,TAI Tzu Ying,,10,0.6971409179632686,1.6450746128586513,9,-0.0318369801527897,-0.8902995429431417,0,1,62,3292,0.3333333333333333,1,True,0,1.0,-1,0.6088293790817261,0.3911705911159515,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.1408792585134506,6
3,00:08:49,15885.0,2,3,TAI Tzu Ying,2,切球,1,0,1.0,5,756.0,312.0,2.0,2,439.0,482.0,,,TAI Tzu Ying,,9,0.5919093468074824,-1.2735646677416383,9,0.244040606687298,1.2114810472132642,0,1,62,3292,0.5,0,True,0,1.0,-1,0.3574816286563873,0.3173879981040954,0.3251303732395172,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.3041991889476776,6
4,00:08:50,15913.0,2,3,Michelle LI,2,挑球,0,1,2.0,3,439.0,482.0,1.0,3,465.0,317.0,,,TAI Tzu Ying,,7,-1.0094366341852388,0.729640071386024,10,0.4092961034953652,-1.400375637642191,0,1,62,3292,0.6666666666666666,1,True,0,1.0,-1,0.3349558115005493,0.2973886132240295,0.1772214025259018,0.1904341280460357,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.2965072691440582,6
5,00:08:51,15955.0,2,3,TAI Tzu Ying,2,平球,0,0,1.0,4,465.0,317.0,2.0,6,429.0,545.0,,,TAI Tzu Ying,,4,-0.8880044472503043,-1.375364344978225,9,-0.1832748199712011,0.8989436600191656,0,1,62,3292,0.8333333333333334,0,True,0,1.0,-1,0.1737382709980011,0.1542525142431259,0.0919229909777641,0.1015851274132728,0.4785010814666748,0.0,,,,,,,,,,,,,,,,,,,,,,0.6573657393455505,6
6,00:08:52,15973.0,2,3,Michelle LI,3,接殺防守,0,1,2.0,7,429.0,545.0,2.0,2,461.0,443.0,未過網,對手未過網,TAI Tzu Ying,,9,-0.1980222932726306,1.0030004019765943,9,-0.5989716855635754,-1.304468744001937,0,1,62,3292,1.0,1,True,0,1.0,-1,0.1685853004455566,0.1496774852275848,0.0891966074705123,0.0985721722245216,0.2073286026716232,0.2866398096084595,,,,,,,,,,,,,,,,,,,,,,0.3616630434989929,6
1,00:09:38,17358.0,3,4,Michelle LI,1,發長球,0,0,2.0,8,,,1.0,3,504.0,316.0,,,TAI Tzu Ying,,9,0.1951184219424616,1.105591708361688,9,-0.6458055274611091,-1.08699832344236,0,1,62,3294,0.0,1,True,0,1.0,-2,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0704537257552146,8
2,00:09:40,17423.0,3,4,TAI Tzu Ying,3,長球,0,0,1.0,4,504.0,316.0,2.0,4,356.0,652.0,對手落地致勝,落地致勝,TAI Tzu Ying,,4,-1.0027694537152732,-1.5630461656569743,9,-0.0509465268024897,0.9478641561825546,0,1,62,3294,1.0,0,True,0,1.0,-2,0.5068906545639038,0.4931093454360962,,,,,,,,,,,,,,,,,,,,,,,,,,0.0762342438101768,8
1,00:10:06,18192.0,4,4,TAI Tzu Ying,1,發短球,0,0,2.0,8,,,2.0,1,811.0,486.0,,,Michelle LI,,9,-0.1729271151900349,-0.8275347877817625,9,0.5594237722997374,1.2126833128306884,0,1,62,3295,0.0,0,True,1,0.0,-3,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0832768902182579,9
2,00:10:07,18215.0,4,4,Michelle LI,2,網前球,0,0,2.0,2,811.0,486.0,2.0,2,807.0,409.0,,,Michelle LI,,8,0.4306775718529536,0.6399357863989733,9,0.0056165302593501,-0.9157141760704444,0,1,62,3295,0.25,1,True,1,0.0,-3,0.5957332849502563,0.4042667150497436,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0943725481629371,9
3,00:10:08,18242.0,4,4,TAI Tzu Ying,2,網前球,0,1,2.0,3,807.0,409.0,2.0,2,469.0,449.0,,,Michelle LI,,8,0.8793480390173959,-0.4060702715856375,9,0.350999578204749,0.7515056238556687,0,1,62,3295,0.5,0,True,1,0.0,-3,0.3001731336116791,0.2091772109270095,0.4906496703624725,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.517562747001648,9
4,00:10:09,18273.0,4,4,Michelle LI,2,網前球,0,1,2.0,3,469.0,449.0,2.0,1,450.0,419.0,,,Michelle LI,,8,-0.5917042287159809,0.4390730488554061,9,0.2518271765416106,-0.8388888522802663,0,1,62,3295,0.75,1,True,1,0.0,-3,0.3254307508468628,0.2267781049013137,0.2528513967990875,0.1949397623538971,0.0,,,,,,,,,,,,,,,,,,,,,,,0.3782741725444793,9
5,00:10:10,18301.0,4,4,TAI Tzu Ying,3,挑球,0,0,2.0,2,450.0,419.0,2.0,10,801.0,673.0,出界,對手出界,Michelle LI,,2,-0.962816495573672,-0.3327557162972064,8,-0.4974195720059589,0.5123331491188446,0,1,62,3295,1.0,0,True,1,0.0,-3,0.1588224619626999,0.1106762588024139,0.1234010010957717,0.1014583185315132,0.5056419968605042,,,,,,,,,,,,,,,,,,,,,,,0.7272584438323975,9
1,00:10:24,18744.0,4,5,Michelle LI,1,發長球,0,0,2.0,8,,,1.0,4,751.0,311.0,,,Michelle LI,,9,-0.0384471541843451,1.0193418956902522,9,0.6683530972574655,-1.1368919491769434,0,1,62,3296,0.0,1,True,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.1190285757184028,10
2,00:10:26,18806.0,4,5,TAI Tzu Ying,2,殺球,0,0,1.0,5,751.0,311.0,2.0,8,534.0,531.0,,,Michelle LI,,10,0.835932472304265,-1.4709687325483187,9,0.3224164102412635,0.9891108873058828,0,1,62,3296,0.25,0,True,1,1.0,1,0.5206072330474854,0.4793927669525146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.1235841661691665,10
3,00:10:27,18819.0,4,5,Michelle LI,2,接殺防守,0,1,2.0,9,534.0,531.0,2.0,7,579.0,398.0,,,Michelle LI,,9,0.3846734009336185,1.0444124878658083,10,0.6491812082657381,-1.4283019009116986,0,1,62,3296,0.375,1,True,1,1.0,1,0.5402894616127014,0.2914017140865326,0.1683088541030883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.1069914624094963,10
4,00:10:28,18846.0,4,5,TAI Tzu Ying,2,挑球,0,0,2.0,8,579.0,398.0,1.0,8,788.0,602.0,,,Michelle LI,,9,-0.2226331200237931,-0.7407400443148141,9,-0.1441313312263131,0.7750529192399865,0,1,62,3296,0.5,0,True,1,1.0,1,0.3929240107536316,0.2119210809469223,0.1299598813056945,0.2651950120925903,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.1774542331695556,10
5,00:10:29,18874.0,4,5,Michelle LI,2,殺球,0,0,1.0,9,788.0,602.0,2.0,6,775.0,347.0,,,Michelle LI,,9,0.1863450489271181,1.226098478830868,9,-0.025238798088304,-1.072040752139877,0,1,62,3296,0.625,1,True,1,1.0,1,0.3621763885021209,0.1953375339508056,0.1197900846600532,0.1429601907730102,0.1797358095645904,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.1981314569711685,10
6,00:10:29,18888.0,4,5,TAI Tzu Ying,2,接殺防守,0,1,2.0,7,775.0,347.0,1.0,8,726.0,542.0,,,Michelle LI,,9,0.1643846039456696,-0.9667537987256336,9,0.7407349331658918,1.4433261515639202,0,1,62,3296,0.625,0,True,1,1.0,1,0.1723198145627975,0.092939592897892,0.0569948889315128,0.0680189877748489,0.0891188755631446,0.5206078290939331,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.7113244533538818,10
7,00:10:30,18900.0,4,5,Michelle LI,2,平球,0,0,1.0,9,726.0,542.0,2.0,6,782.0,348.0,,,Michelle LI,,9,0.5627892422306152,1.242311707769956,9,0.0357670175421276,-0.9541854644442884,0,1,62,3296,0.75,1,True,1,1.0,1,0.1773413270711898,0.0956479236483573,0.0586557649075984,0.0700011104345321,0.0917158722877502,0.2676083743572235,0.2390296459197998,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.4602729380130768,10
8,00:10:30,18920.0,4,5,TAI Tzu Ying,2,接殺防守,0,1,2.0,7,782.0,348.0,2.0,1,794.0,473.0,,,Michelle LI,,9,0.2565296374319634,-1.0185810854099049,9,0.3705708543202164,1.0908818507365357,0,1,62,3296,0.75,0,True,1,1.0,1,0.0829251855611801,0.0447251722216606,0.0274275597184896,0.0327326692640781,0.0428865365684032,0.1251342445611953,0.1212025135755539,0.5229660868644714,0.0,0.0,,,,,,,,,,,,,,,,,,0.6500510573387146,10
9,00:10:31,18946.0,4,5,Michelle LI,2,挑球,0,0,2.0,2,794.0,473.0,1.0,4,789.0,313.0,,,Michelle LI,,8,0.8583956428568522,0.5974987684244333,9,0.2702978507467868,-0.9664593145216646,0,1,62,3296,0.875,1,True,1,1.0,1,0.0968378558754921,0.0522288866341114,0.0320291854441165,0.0382243506610393,0.0500817708671093,0.1461284905672073,0.1415371298789978,0.2681327760219574,0.1747995913028717,0.0,,,,,,,,,,,,,,,,,,0.5400183796882629,10
10,00:10:32,18988.0,4,5,TAI Tzu Ying,3,殺球,1,0,1.0,5,789.0,313.0,2.0,10,912.0,564.0,出界,對手出界,Michelle LI,,10,0.8825942104014761,-1.4564244791370522,9,0.355807506198418,0.9090394188072862,0,1,62,3296,1.0,0,True,1,1.0,1,0.0662594512104988,0.0357366129755973,0.0219153556972742,0.0261542815715074,0.0342674925923347,0.0999856144189834,0.0968440622091293,0.1834647208452224,0.1680648773908615,0.2673075795173645,,,,,,,,,,,,,,,,,,0.6428720355033875,10
1,00:10:46,19396.0,4,6,Michelle LI,1,發長球,0,0,2.0,8,,,1.0,3,514.0,311.0,,,TAI Tzu Ying,,9,0.2316940843990668,1.0516378972509877,9,-0.6439532928122307,-1.167390391353942,0,1,62,3297,0.0,1,True,0,2.0,2,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.1476116627454757,11
2,00:10:48,19456.0,4,6,TAI Tzu Ying,2,切球,0,0,1.0,4,514.0,311.0,2.0,2,434.0,500.0,,,TAI Tzu Ying,,10,-0.8403371343350737,-1.547959857505898,9,-0.0965876049792803,1.0659496555143004,0,1,62,3297,0.6666666666666666,0,True,0,2.0,2,0.5130987167358398,0.4869013130664825,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.1569498181343078,11
3,00:10:49,19483.0,4,6,Michelle LI,3,挑球,0,1,2.0,3,434.0,500.0,2.0,10,504.0,297.0,出界,對手出界,TAI Tzu Ying,,7,-0.9067084748358842,0.8141096803817245,9,-0.3932217351776819,-1.2623373083593512,0,1,62,3297,1.0,1,True,0,2.0,2,0.5626333951950073,0.2665715217590332,0.1707950979471206,,,,,,,,,,,,,,,,,,,,,,,,,0.1308255940675735,11
1,00:11:57,21510.0,7,6,TAI Tzu Ying,1,發長球,0,0,2.0,8,,,1.0,9,571.0,637.0,,,TAI Tzu Ying,,9,0.1103892176909681,-0.8645227682293047,9,-0.744350587144414,1.0789891135853356,0,1,62,3300,0.0,0,True,0,-1.0,-1,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.112818531692028,14
2,00:11:59,21577.0,7,6,Michelle LI,2,長球,0,0,1.0,10,571.0,637.0,1.0,9,728.0,320.0,,,TAI Tzu Ying,,9,-0.4184211873583021,1.417895675081222,9,-0.2965152687223749,-0.955111386190203,0,1,62,3300,0.4,1,True,0,-1.0,-1,0.606067955493927,0.3939320743083954,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.1230118498206138,14
3,00:12:00,21602.0,7,6,TAI Tzu Ying,2,殺球,1,0,1.0,10,728.0,320.0,2.0,5,794.0,512.0,,,TAI Tzu Ying,,9,0.3367554518560073,-1.137786995020155,9,0.2525668121810073,1.1287341461395772,0,1,62,3300,0.6,0,True,0,-1.0,-1,0.3540778160095215,0.3157031536102295,0.3302189707756042,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.2659998834133148,14
4,00:12:00,21623.0,7,6,Michelle LI,2,網前球,0,0,2.0,6,794.0,512.0,2.0,2,802.0,407.0,,,TAI Tzu Ying,,9,0.6310479387073202,0.9823156997665332,9,0.3262799846185966,-1.2881331771050506,0,1,62,3300,0.6,1,True,0,-1.0,-1,0.3129360377788543,0.2790202796459198,0.1806694865226745,0.2273741960525512,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.3195410072803497,14
5,00:12:01,21654.0,7,6,TAI Tzu Ying,2,網前球,0,1,2.0,3,802.0,407.0,2.0,1,824.0,461.0,,,TAI Tzu Ying,,8,0.6975125178601113,-0.4409339525907132,9,0.3048326198518866,0.835099960617048,0,1,62,3300,0.8,0,True,0,-1.0,-1,0.1267329603433609,0.1129977330565452,0.0731675922870636,0.0873377844691276,0.5997638702392578,0.0,,,,,,,,,,,,,,,,,,,,,,0.8301673531532288,14
6,00:12:02,21679.0,7,6,Michelle LI,3,網前球,0,0,2.0,2,824.0,461.0,2.0,1,799.0,452.0,未過網,對手未過網,TAI Tzu Ying,,2,0.9384394640554126,0.4535488575318111,9,0.6106304722270156,-0.7383335649382271,0,1,62,3300,1.0,1,True,0,-1.0,-1,0.1384178698062896,0.1234162524342536,0.0799137353897094,0.0953904315829277,0.2682582139968872,0.2946034371852875,,,,,,,,,,,,,,,,,,,,,,0.5399848818778992,14
1,00:13:25,24174.0,9,8,TAI Tzu Ying,1,發長球,0,0,2.0,8,,,1.0,8,497.0,582.0,,,Michelle LI,,9,0.1474185296858296,-0.8391854645427937,9,-0.755255901507156,1.2884495036084893,0,1,62,3304,0.0,0,True,1,-1.0,-2,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0949223190546035,18
2,00:13:26,24200.0,9,8,Michelle LI,2,殺球,1,0,1.0,9,497.0,582.0,2.0,6,788.0,352.0,,,Michelle LI,,9,-0.3668972965675443,1.1491652522325222,9,-0.2527773169453629,-1.0069104255453147,0,1,62,3304,0.5,1,True,1,-1.0,-2,0.5197876691818237,0.4802123606204986,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.1289965063333511,18
3,00:13:27,24219.0,9,8,TAI Tzu Ying,3,接殺防守,0,1,2.0,7,788.0,352.0,2.0,2,815.0,441.0,未過網,對手未過網,Michelle LI,,9,0.1719494834435821,-0.9667327651195048,9,-0.1258618941452904,1.334144271865026,0,1,62,3304,1.0,0,True,1,-1.0,-2,0.197947010397911,0.1835308074951172,0.6185222268104553,,,,,,,,,,,,,,,,,,,,,,,,,0.7602881789207458,18
1,00:13:45,24766.0,9,9,Michelle LI,1,發長球,0,0,2.0,8,,,1.0,4,800.0,316.0,,,TAI Tzu Ying,,9,-0.0739069184457199,1.011344494802764,9,0.632486584805171,-1.1775072369603488,0,1,62,3305,0.0,1,True,0,0.0,1,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.1133296191692352,19
2,00:13:47,24826.0,9,9,TAI Tzu Ying,2,殺球,0,0,1.0,5,800.0,316.0,2.0,5,820.0,547.0,,,TAI Tzu Ying,,5,1.1700462709082124,-1.4556921626313322,9,0.3705708543202164,1.0908818507365357,0,1,62,3305,0.5,0,True,0,0.0,1,0.5204262137413025,0.4795737862586975,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.1170887649059295,19
