ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,set,match_id,rally_id,time_proportion,is_target_turn,is_target_game,is_target_win,roundscore_diff,continuous_score,ball_round1,ball_round2,ball_round3,ball_round4,ball_round5,ball_round6,ball_round7,ball_round8,ball_round9,ball_round10,ball_round11,ball_round12,ball_round13,ball_round14,ball_round15,ball_round16,ball_round17,ball_round18,ball_round19,ball_round20,ball_round21,ball_round22,ball_round23,ball_round24,ball_round25,ball_round26,ball_round27,ball_round28,ball_round29,ball_round30,ball_round31,ball_round32,ball_round33,ball_round34,ball_round35,ball_round36,ball_round37,ball_round38,ball_round39,win_prob,rally
11,00:07:01,10525.0,0,0,CHOU Tien Chen,2,接殺防守,0,0,2.0,9,733.0,547.0,,8,532.0,401.0,,,CHOU Tien Chen,,9,0.5831547982656281,1.0351469045527253,9,0.2577609300486562,-1.0773031242741915,0,1,36,1077,0.5294117647058824,0,True,0,0.0,0,0.0009057176066562,0.0029095122590661,0.0098218899220228,0.0188523549586534,0.0224313288927078,0.0343221500515937,0.0735676288604736,0.1120996251702308,0.244686558842659,0.1373498141765594,0.3430534601211548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.8259405493736267,1
12,00:07:01,10545.0,0,0,Anders ANTONSEN,2,網前球,0,0,2.0,9,532.0,401.0,,2,442.0,495.0,,,CHOU Tien Chen,,9,-0.4070972764433506,-0.653044682500135,9,0.0270850247949266,0.9826433381227666,0,1,36,1077,0.5294117647058824,1,True,0,0.0,0,0.0010888476390391,0.0034977959003299,0.0118078095838427,0.0226641725748777,0.0269667897373437,0.0412618555128574,0.0884425044059753,0.1347654014825821,0.2941605150699615,0.1651210188865661,0.1464534401893615,0.0637698471546173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.6430813670158386,1
13,00:07:02,10571.0,0,0,CHOU Tien Chen,2,網前球,0,1,2.0,3,442.0,495.0,,1,458.0,445.0,,,CHOU Tien Chen,,3,-1.0141840306472234,0.6449300497013203,9,-0.3822395717141799,-0.8244382361734468,0,1,36,1077,0.5882352941176471,0,True,0,0.0,0,0.0008741260389797,0.0028080279007554,0.0094793001189827,0.0181947816163301,0.0216489173471927,0.0331249870359897,0.0710015743970871,0.1081895604729652,0.2361518293619156,0.1325590312480926,0.1175727173686027,0.0414080210030078,0.2069870829582214,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.7023961544036865,1
14,00:07:03,10593.0,0,0,Anders ANTONSEN,2,網前球,0,0,2.0,2,458.0,445.0,,2,456.0,471.0,,,CHOU Tien Chen,,2,-1.0085706889800314,-0.2953943088534571,9,-0.4309390746435472,0.8172739982574703,0,1,36,1077,0.6470588235294118,1,True,0,0.0,0,0.0008796257316134,0.0028256950899958,0.0095389410853385,0.0183092560619115,0.0217851251363754,0.0333333984017372,0.0714482963085174,0.1088702529668808,0.2376376241445541,0.1333930492401123,0.1183124408125877,0.0416685491800308,0.0640643164515495,0.1379334181547165,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.5754902958869934,1
15,00:07:04,10617.0,0,0,CHOU Tien Chen,2,挑球,0,1,2.0,3,456.0,471.0,,3,509.0,329.0,,,CHOU Tien Chen,,3,-0.979913125087583,0.3330155799326479,8,-0.6578382185613644,-0.4881904847890421,0,1,36,1077,0.7058823529411765,0,True,0,0.0,0,0.0003633104206528,0.0011670923558995,0.0039398535154759,0.0075622429139912,0.0089978789910674,0.0137676401063799,0.029510173946619,0.0449665077030658,0.0981510877609252,0.0550951175391674,0.0488663986325264,0.0172102972865104,0.0264603812247514,0.0473473668098449,0.5965946912765503,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.5220664739608765,1
16,00:07:06,10663.0,0,0,Anders ANTONSEN,2,長球,0,0,1.0,4,509.0,329.0,,5,795.0,584.0,,,CHOU Tien Chen,,4,-0.853469426767262,-1.5894253975682584,9,-0.1667600463538354,0.9309120549410146,0,1,36,1077,0.8235294117647058,1,True,0,0.0,0,0.0003932807594537,0.0012633685255423,0.0042648613452911,0.0081860702484846,0.0097401328384876,0.0149033637717366,0.0319445356726646,0.0486759021878242,0.1062478050589561,0.0596400462090969,0.0528975091874599,0.01863001473248,0.028643162921071,0.0512531660497188,0.1582517176866531,0.4050650596618652,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.3586171269416809,1
17,00:07:07,10688.0,0,0,CHOU Tien Chen,2,切球,0,0,1.0,6,795.0,584.0,,2,794.0,414.0,,,CHOU Tien Chen,,9,0.6735870077841729,1.2470054131949546,9,-0.2343394394750729,-1.2657388826886218,0,1,36,1077,0.8823529411764706,0,True,0,0.0,0,0.0001915928878588,0.0006154697621241,0.0020776940509676,0.0039879726245999,0.0047450591810047,0.0072604077868163,0.0155622819438576,0.0237132273614406,0.0517602823674678,0.0290545802563428,0.0257698465138673,0.0090759033337235,0.0139539642259478,0.0249687824398279,0.0770948007702827,0.1865542978048324,0.5236138105392456,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.5357137322425842,1
18,00:07:08,10709.0,0,0,Anders ANTONSEN,2,挑球,0,1,2.0,3,794.0,414.0,,9,533.0,630.0,,,CHOU Tien Chen,,7,1.0616117026798906,-0.6593475226846408,9,0.7117122379255911,1.2392133421488385,0,1,36,1077,0.9411764705882352,1,True,0,0.0,0,0.0002503849391359,0.0008043324341997,0.0027152537368237,0.0052117188461124,0.0062011233530938,0.0094883311539888,0.020337713882327,0.0309898555278778,0.0676434114575386,0.0379702486097812,0.0336775667965412,0.011860929429531,0.0182358678430318,0.0326306857168674,0.100752055644989,0.2438002228736877,0.2189845591783523,0.1584457606077194,0.0,,,,,,,,,,,,,,,,,,,,,0.3801615536212921,1
19,00:07:09,10741.0,0,0,CHOU Tien Chen,3,殺球,1,0,1.0,10,533.0,630.0,2.0,6,833.0,364.0,對手落地致勝,落地致勝,CHOU Tien Chen,,9,-0.5438665396413708,1.5033679477611923,9,-0.2938939733477878,-1.04036005817642,0,1,36,1077,1.0,0,True,0,0.0,0,0.0002147653867723,0.0006899088039062,0.0023289842065423,0.0044703045859932,0.0053189569152891,0.0081385299563407,0.0174444876611232,0.0265812650322914,0.0580205172300338,0.0325686335563659,0.0288866255432367,0.0101736038923263,0.0156416501849889,0.0279886722564697,0.0864191576838493,0.2091174125671386,0.1878319978713989,0.1470550447702407,0.1311094909906387,,,,,,,,,,,,,,,,,,,,,0.4265743196010589,1
1,00:08:55,13393.0,1,1,Anders ANTONSEN,1,發長球,0,1,2.0,8,,,,6,460.0,612.0,,,CHOU Tien Chen,,9,0.0765521287026164,-0.6151482605325397,9,-0.655786600458181,1.0553798926404727,0,1,36,1079,0.0,1,True,0,0.0,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.572149395942688,3
2,00:08:56,13419.0,1,1,CHOU Tien Chen,2,殺球,1,0,1.0,7,460.0,612.0,,8,631.0,378.0,,,CHOU Tien Chen,,9,-0.6686338718649335,1.2180350855988216,9,-0.4191592733621821,-0.9763010082149648,0,1,36,1079,0.1666666666666666,0,True,0,0.0,-1,0.4662300050258636,0.533769965171814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4621545672416687,3
3,00:08:57,13433.0,1,1,Anders ANTONSEN,2,接殺防守,0,1,2.0,9,631.0,378.0,,8,548.0,579.0,,,CHOU Tien Chen,,9,-0.5599484910752397,-0.9385050410477832,9,-0.6656926320294864,1.412717028342679,0,1,36,1079,0.3333333333333333,1,True,0,0.0,-1,0.201983168721199,0.1256603300571441,0.6723565459251404,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1971219033002853,3
4,00:08:58,13456.0,1,1,CHOU Tien Chen,2,長球,1,0,1.0,9,548.0,579.0,,9,753.0,340.0,,,CHOU Tien Chen,,9,-0.3788075939165449,1.1222883872706302,9,-0.3958181548142453,-0.9890557068358748,0,1,36,1079,0.5,0,True,0,0.0,-1,0.0321648083627224,0.020010782405734,0.105802834033966,0.8420215845108032,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9163845777511596,3
5,00:08:59,13482.0,1,1,Anders ANTONSEN,2,殺球,1,0,1.0,10,753.0,340.0,,8,770.0,544.0,,,CHOU Tien Chen,,9,0.4404439984940914,-1.222552569989155,9,0.2486267593701801,1.0918878325197738,0,1,36,1079,0.6666666666666666,1,True,0,0.0,-1,0.0314041450619697,0.0195375457406044,0.1033006906509399,0.2891767919063568,0.5565808415412903,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5718294978141785,3
6,00:08:59,13495.0,1,1,CHOU Tien Chen,2,接殺防守,0,0,1.0,9,770.0,544.0,,8,533.0,364.0,,,CHOU Tien Chen,,9,0.6571516303363085,1.068681101070067,9,0.5156061812353279,-1.262773670399843,0,1,36,1079,0.6666666666666666,0,True,0,0.0,-1,0.009485250338912,0.0059010847471654,0.0312007553875446,0.0873424336314201,0.148509606719017,0.7175609469413757,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9009265303611756,3
7,00:09:00,13508.0,1,1,Anders ANTONSEN,2,平球,0,0,1.0,9,533.0,364.0,,8,701.0,528.0,,,CHOU Tien Chen,,9,0.0969367037701195,-1.0258455890381393,9,0.4507743508037286,1.001122968245906,0,1,36,1079,0.8333333333333334,1,True,0,0.0,-1,0.0113680530339479,0.0070724366232752,0.037394031882286,0.1046797037124633,0.1779884397983551,0.3101870417594909,0.3513102233409881,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5999435782432556,3
8,00:09:00,13523.0,1,1,CHOU Tien Chen,2,平球,0,0,2.0,9,701.0,528.0,,6,774.0,372.0,,,CHOU Tien Chen,,9,0.166179416802749,0.8107747645465775,6,-0.9065308906680212,-0.9271479800824456,0,1,36,1079,0.8333333333333334,0,True,0,0.0,-1,0.0040237447246909,0.0025033033452928,0.0132356919348239,0.0370515882968902,0.062999352812767,0.1097913011908531,0.1220329627394676,0.6483620405197144,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8455715179443359,3
9,00:09:01,13536.0,1,1,Anders ANTONSEN,3,接殺防守,0,1,1.0,7,774.0,372.0,,10,982.0,640.0,出界,對手出界,CHOU Tien Chen,,9,0.0796127848530011,-0.8979221201735816,9,0.3081932929003615,0.8724559798663934,0,1,36,1079,1.0,1,True,0,0.0,-1,0.0041298042051494,0.002569286385551,0.0135845663025975,0.0380282178521156,0.0646599307656288,0.1126852482557296,0.1252495944499969,0.1876308023929596,0.4514625668525696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3672935366630554,3
1,00:09:17,13933.0,2,1,CHOU Tien Chen,1,發短球,0,1,2.0,8,,,,8,544.0,408.0,,,CHOU Tien Chen,,9,0.1075132897090965,0.7840790074468765,9,-0.412169288498338,-1.0019985418390964,0,1,36,1080,0.0,0,True,0,-1.0,-2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6108701825141907,4
2,00:09:18,13953.0,2,1,Anders ANTONSEN,2,推撲球,0,0,2.0,9,544.0,408.0,,5,861.0,624.0,,,CHOU Tien Chen,,9,-0.4506891923331454,-0.5933541205122159,9,0.1002486225500634,0.828079203391745,0,1,36,1080,0.0833333333333333,1,True,0,-1.0,-2,0.3249452114105224,0.6750547885894775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3114528059959411,4
3,00:09:19,13983.0,2,1,CHOU Tien Chen,2,長球,0,0,1.0,6,861.0,624.0,,4,781.0,333.0,,,CHOU Tien Chen,,4,0.9642741878081136,1.560757906455225,9,0.0639873799543356,-0.9106412046845858,0,1,36,1080,0.1666666666666666,0,True,0,-1.0,-2,0.0371223278343677,0.0716233775019645,0.8912543654441833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9267875552177428,4
4,00:09:20,14017.0,2,1,Anders ANTONSEN,2,切球,1,0,1.0,5,781.0,333.0,,8,780.0,533.0,,,CHOU Tien Chen,,10,0.8435107212541083,-1.3849044418536332,9,0.4014873971183732,1.0842321763313911,0,1,36,1080,0.25,1,True,0,-1.0,-2,0.0425554662942886,0.0821060389280319,0.2879604995250702,0.5873780250549316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4511505663394928,4
5,00:09:21,14031.0,2,1,CHOU Tien Chen,2,網前球,0,0,2.0,9,780.0,533.0,,1,469.0,435.0,,,CHOU Tien Chen,,9,0.6562491697523708,1.001908222589557,10,0.9354513127765548,-1.3984308649265549,0,1,36,1080,0.3333333333333333,0,True,0,-1.0,-2,0.019737159833312,0.0380806513130664,0.1335556358098983,0.2750266492366791,0.5335997939109802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5277485847473145,4
6,00:09:22,14056.0,2,1,Anders ANTONSEN,2,挑球,0,0,2.0,2,469.0,435.0,,4,417.0,638.0,,,CHOU Tien Chen,,2,-0.9235863984646182,-0.419818099869951,9,-0.0566117806726541,0.965395084509653,0,1,36,1080,0.4166666666666667,1,True,0,-1.0,-2,0.0147860078141093,0.0285279490053653,0.1000526025891304,0.2060349732637405,0.2479197829961776,0.4026786983013153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2943893671035766,4
7,00:09:23,14098.0,2,1,CHOU Tien Chen,2,切球,1,0,1.0,5,417.0,638.0,,5,518.0,407.0,,,CHOU Tien Chen,,5,-1.268555929793126,1.574238658050075,9,-0.6776185800844506,-0.8007420862268543,0,1,36,1080,0.5,0,True,0,-1.0,-2,0.0056911590509116,0.0109804570674896,0.0385104194283485,0.0793032124638557,0.0954247564077377,0.1446228474378585,0.6254671812057495,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6781155467033386,4
8,00:09:24,14123.0,2,1,Anders ANTONSEN,2,網前球,0,0,2.0,6,518.0,407.0,,7,556.0,484.0,,,CHOU Tien Chen,,6,-0.933905117142112,-0.7035179795219602,9,-0.6480728401118512,1.2419733978694123,0,1,36,1080,0.5833333333333334,1,True,0,-1.0,-2,0.0044144350104033,0.0085171563550829,0.0298711936920881,0.0615127459168434,0.074017658829689,0.1121789142489433,0.1624656468629837,0.5470222234725952,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2639193534851074,4
9,00:09:26,14150.0,2,1,CHOU Tien Chen,2,推撲球,0,1,2.0,8,556.0,484.0,,5,502.0,358.0,,,CHOU Tien Chen,,8,-0.3430451529444093,0.5177924604083864,9,-0.1079061865526512,-0.7124539555715673,0,1,36,1080,0.75,0,True,0,-1.0,-2,0.0024953079409897,0.0048144184984266,0.0168850235641002,0.0347707644104957,0.0418393090367317,0.0634103789925575,0.0918355137109756,0.267606645822525,0.4763425588607788,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3906858265399933,4
10,00:09:26,14173.0,2,1,Anders ANTONSEN,2,接殺防守,0,0,1.0,6,502.0,358.0,,2,495.0,477.0,,,CHOU Tien Chen,,9,-0.4814907067857927,-0.9509481573107768,9,-0.0829143100905995,0.8796214689560381,0,1,36,1080,0.75,1,True,0,-1.0,-2,0.0025049850810319,0.0048330901190638,0.0169505067169666,0.0349056124687194,0.0420015677809715,0.0636562928557396,0.0921916663646698,0.2686444520950317,0.1987848281860351,0.2755269706249237,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2575899362564087,4
11,00:09:27,14195.0,2,1,CHOU Tien Chen,2,網前球,0,1,2.0,3,495.0,477.0,,1,490.0,449.0,,,CHOU Tien Chen,,3,-0.9462723548598834,0.3915249482580935,9,-0.4973124658983843,-0.9510104232194604,0,1,36,1080,0.8333333333333334,0,True,0,-1.0,-2,0.0017915937351062,0.0034566791728138,0.0121231926605105,0.0249648839235305,0.0300399921834468,0.045527696609497,0.0659365132451057,0.1921375393867492,0.1421731412410736,0.1692520827054977,0.3125966191291809,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5292338132858276,4
12,00:09:28,14217.0,2,1,Anders ANTONSEN,2,網前球,0,0,2.0,2,490.0,449.0,,1,781.0,463.0,,,CHOU Tien Chen,,2,-0.8875560124951997,-0.1842287161697644,8,-0.7610302285817998,0.4689183882688403,0,1,36,1080,0.9166666666666666,1,True,0,-1.0,-2,0.0021462119184434,0.004140876699239,0.0145227927714586,0.0299063008278608,0.0359859429299831,0.0545391999185085,0.0789876356720924,0.2301681935787201,0.1703141182661056,0.2027529180049896,0.1024950891733169,0.0740407183766365,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2799854874610901,4
13,00:09:29,14239.0,2,1,CHOU Tien Chen,3,推撲球,0,0,1.0,2,781.0,463.0,2.0,8,751.0,369.0,對手落地致勝,落地致勝,CHOU Tien Chen,,8,0.5792193344584649,0.2300260936749287,8,-0.5923932043844147,-0.2714299423678741,0,1,36,1080,1.0,0,True,0,-1.0,-2,0.0018367654411122,0.0035438342019915,0.0124288583174347,0.0255943331867456,0.0307973977178335,0.0466755963861942,0.0675989910960197,0.1969819515943527,0.145757794380188,0.1735194772481918,0.0877170786261558,0.0684041455388069,0.1391437202692031,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2996460795402527,4
1,00:09:56,14917.0,3,1,CHOU Tien Chen,1,發短球,0,1,2.0,8,,,,7,732.0,411.0,,,CHOU Tien Chen,,9,-0.0439105884145583,0.8275268305490222,9,0.7246092496138654,-0.9975213871969242,0,1,36,1081,0.0,0,True,0,-2.0,-3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6125761270523071,5
2,00:09:57,14934.0,3,1,Anders ANTONSEN,2,網前球,0,1,2.0,8,732.0,411.0,,2,485.0,480.0,,,CHOU Tien Chen,,9,0.603244568323053,-0.5892284101799685,9,0.1066597216252253,0.8368554534911036,0,1,36,1081,0.1111111111111111,1,True,0,-2.0,-3,0.1817862838506698,0.8182136416435242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1890483051538467,5
3,00:09:58,14956.0,3,1,CHOU Tien Chen,2,挑球,0,1,2.0,3,485.0,480.0,,9,735.0,332.0,,,CHOU Tien Chen,,3,-0.844570155634639,0.5252548036835277,9,-0.1471087433385637,-0.761601216366827,0,1,36,1081,0.2222222222222222,0,True,0,-2.0,-3,0.0320599935948848,0.1179236024618148,0.8500164151191711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8037300109863281,5
4,00:09:59,14988.0,3,1,Anders ANTONSEN,2,長球,1,0,1.0,10,735.0,332.0,,9,797.0,640.0,,,CHOU Tien Chen,,10,0.3071183858234344,-1.3731737047392556,9,0.2575576812093827,1.0171773822190218,0,1,36,1081,0.3333333333333333,1,True,0,-2.0,-3,0.0294563081115484,0.1083466932177543,0.1923881918191909,0.6698087453842163,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2426070123910904,5
5,00:10:00,15023.0,3,1,CHOU Tien Chen,2,切球,0,0,1.0,10,797.0,640.0,,6,801.0,404.0,,,CHOU Tien Chen,,10,0.7345885268505964,1.6397335989098138,9,-0.0063155814014372,-1.170768576436857,0,1,36,1081,0.4444444444444444,0,True,0,-2.0,-3,0.0138629414141178,0.0509909130632877,0.0905431360006332,0.2885832786560058,0.5560197234153748,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3339724540710449,5
6,00:10:01,15044.0,3,1,Anders ANTONSEN,2,網前球,0,1,2.0,7,801.0,404.0,,7,695.0,487.0,,,CHOU Tien Chen,,7,0.9973270067040638,-0.7081196545342889,9,0.3665780082037998,1.277432367932897,0,1,36,1081,0.5555555555555556,1,True,0,-2.0,-3,0.0093807158991694,0.0345043130218982,0.0612683482468128,0.1952773183584213,0.2283171713352203,0.4712521135807037,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.171843335032463,5
