ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,set,match_id,rally_id,time_proportion,is_target_turn,is_target_game,is_target_win,roundscore_diff,continuous_score,ball_round1,ball_round2,ball_round3,ball_round4,ball_round5,ball_round6,ball_round7,ball_round8,ball_round9,ball_round10,ball_round11,ball_round12,ball_round13,ball_round14,ball_round15,ball_round16,ball_round17,ball_round18,ball_round19,ball_round20,ball_round21,ball_round22,ball_round23,ball_round24,ball_round25,ball_round26,ball_round27,ball_round28,ball_round29,ball_round30,ball_round31,ball_round32,ball_round33,ball_round34,ball_round35,ball_round36,ball_round37,ball_round38,ball_round39,ball_round40,ball_round41,ball_round42,ball_round43,ball_round44,ball_round45,ball_round46,ball_round47,ball_round48,ball_round49,ball_round50,ball_round51,ball_round52,ball_round53,ball_round54,ball_round55,ball_round56,ball_round57,ball_round58,ball_round59,ball_round60,ball_round61,win_prob,rally
16,0:08:26,12655.0,2,0,CHOU Tien Chen,2,平球,0,0,2.0,9,539.0,390.0,1.0,8,740.0,559.0,,,CHOU Tien Chen,,9,-0.5273800088229579,-0.6525676992205801,9,-0.320880568677465,1.2207696324884043,0,1,23,2,0.5769230769230769,0,True,0,2.0,2,0.0003530959656927,0.0018476643599569,0.0066762850619852,0.0029409024864435,0.0023171135690063,0.0205767843872308,0.0090392213314771,0.0332199148833751,0.0192919839173555,0.0310248024761676,0.0528969690203666,0.0164119321852922,0.0173901803791522,0.0986345708370208,0.2244995981454849,0.4628790020942688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6731391549110413,3
17,0:08:26,12670.0,2,0,Kento MOMOTA,2,接殺防守,0,1,2.0,9,740.0,559.0,1.0,9,544.0,323.0,,,CHOU Tien Chen,,9,0.3888413388848011,1.0772576104063052,9,0.1352436863993298,-0.8352606900760451,0,1,23,2,0.5769230769230769,1,True,0,2.0,2,0.0002391635498497,0.0012514841509982,0.0045220684260129,0.0019919704645872,0.001569457584992,0.013937335461378,0.0061225634999573,0.0225009452551603,0.013067097403109,0.0210141241550445,0.0358288660645484,0.0111163444817066,0.0117789441719651,0.0668084546923637,0.1520609855651855,0.1883396804332733,0.4478504955768585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2714754641056061,3
18,0:08:28,12702.0,2,0,CHOU Tien Chen,2,長球,0,0,2.0,10,544.0,323.0,1.0,4,481.0,636.0,,,CHOU Tien Chen,,9,-0.6499915631579081,-1.2562798015364935,9,-0.1452231973912478,1.122051239460775,0,1,23,2,0.6538461538461539,0,True,0,2.0,2,0.0001869899715529,0.0009784725261852,0.0035355780273675,0.001557421637699,0.0012270800070837,0.0108969016000628,0.0047869249247014,0.0175923574715852,0.0102165061980485,0.0164298880845308,0.0280127916485071,0.0086913108825683,0.009209363721311,0.0522341728210449,0.1188888400793075,0.1472533196210861,0.1725876778364181,0.3957143723964691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7489141225814819,3
19,0:08:29,12735.0,2,0,Kento MOMOTA,2,長球,0,0,2.0,5,481.0,636.0,1.0,9,530.0,327.0,,,CHOU Tien Chen,,10,-0.7733641875389936,1.5524607101072612,9,-0.0793433474529129,-0.9194562221404162,0,1,23,2,0.6923076923076923,1,True,0,2.0,2,0.0001491429866291,0.0007804285851307,0.0028199730440974,0.0012421977007761,0.0009787175804376,0.0086913565173745,0.003818045835942,0.0140316439792513,0.0081486739218235,0.0131044592708349,0.0223429687321186,0.0069321794435381,0.0073453783988952,0.0416619181632995,0.0948256105184555,0.1174490824341774,0.1376557350158691,0.1097648441791534,0.4082576036453247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3967375159263611,3
20,0:08:30,12766.0,2,0,CHOU Tien Chen,2,殺球,0,0,1.0,10,530.0,327.0,2.0,8,749.0,567.0,,,CHOU Tien Chen,,10,-0.7761610083986205,-1.4124939406925474,9,-0.1745282524153316,1.152765067813841,0,1,23,2,0.7307692307692307,0,True,0,2.0,2,9.76536757661961e-05,0.000510997895617,0.0018464218592271,0.0008133485098369,0.0006408307817764,0.0056908032856881,0.0024999256711453,0.0091874403879046,0.0053354739211499,0.008580352179706,0.0146294115111231,0.0045389542356133,0.0048095025122165,0.0272787977010011,0.0620885640382766,0.0769016444683075,0.0901322662830352,0.0718702673912048,0.446700781583786,0.1658466011285781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.426322191953659,3
21,0:08:31,12783.0,2,0,Kento MOMOTA,2,接殺防守,0,1,1.0,9,749.0,567.0,2.0,2,774.0,404.0,,,CHOU Tien Chen,,9,0.608614981317625,1.0308554977972235,10,-0.46747502305667,-1.4906654032635671,0,1,23,2,0.7692307692307693,1,True,0,2.0,2,8.00456982688047e-05,0.0004188596503809,0.0015134927816689,0.0006666932604275,0.0005252822884358,0.0046646920964121,0.0020491629838943,0.0075308489613235,0.0043734326027333,0.0070332246832549,0.0119915762916207,0.0037205333355814,0.0039422991685569,0.0223601460456848,0.050893347710371,0.0630354732275009,0.0738804787397384,0.0589113049209117,0.3661559522151947,0.0865845084190368,0.2296686917543411,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3398084044456482,3
22,0:08:32,12810.0,2,0,CHOU Tien Chen,2,挑球,0,1,2.0,3,774.0,404.0,1.0,4,463.0,653.0,,,CHOU Tien Chen,,9,0.6762087163014082,-0.5462221107447979,9,0.4757206332997604,1.0303899984735967,0,1,23,2,0.8076923076923077,0,True,0,2.0,2,7.007187377894297e-05,0.0003666690608952,0.0013249090407043,0.0005836221971549,0.0004598312661983,0.0040834639221429,0.0017938339151442,0.0065924930386245,0.0038284957408905,0.0061568734236061,0.0104974061250686,0.003256948897615,0.003451082156971,0.0195740349590778,0.0445519536733627,0.05518114939332,0.0646748542785644,0.0515708625316619,0.3205323219299316,0.075795941054821,0.064021423459053,0.2616318166255951,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6713669300079346,3
23,0:08:33,12847.0,2,0,Kento MOMOTA,2,長球,0,0,2.0,5,463.0,653.0,1.0,3,487.0,322.0,,,CHOU Tien Chen,,10,-0.4655126638217525,1.683350323161606,9,0.0174172950469439,-0.9190466440514364,0,1,23,2,0.8461538461538461,1,True,0,2.0,2,7.342986646108329e-05,0.0003842405858449,0.0013884014915674,0.0006115905707702,0.0004818673187401,0.004279151558876,0.0018797981319949,0.006908418610692,0.0040119648911058,0.0064519238658249,0.0110004637390375,0.0034130285494029,0.003616465255618,0.0205120630562305,0.0466869734227657,0.0578255429863929,0.0677742063999176,0.0540422424674034,0.3358928859233856,0.0794282406568527,0.0670894607901573,0.0909977331757545,0.1352499276399612,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3116506338119507,3
24,0:08:35,12875.0,2,0,CHOU Tien Chen,2,殺球,0,0,1.0,4,487.0,322.0,2.0,8,503.0,579.0,,,CHOU Tien Chen,,6,-0.9531672277524604,-1.296099465014725,9,-0.2024350825733581,1.2362462161227288,0,1,23,2,0.9230769230769232,0,True,0,2.0,2,6.254859908949584e-05,0.0003273015609011,0.0011826599948108,0.0005209615337662,0.0004104613908566,0.0036450419574975,0.0016012386186048,0.0058846888132393,0.003417448606342,0.0054958397522568,0.0093703502789139,0.0029072659090161,0.0030805561691522,0.0174724645912647,0.0397686250507831,0.0492566153407096,0.0577310249209404,0.0460339449346065,0.2861183285713196,0.0676580965518951,0.0571477487683296,0.0775131583213806,0.2133570313453674,0.0500366613268852,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2974133789539337,3
25,0:08:35,12886.0,2,0,Kento MOMOTA,2,接殺防守,0,0,2.0,9,503.0,579.0,1.0,5,505.0,390.0,,,CHOU Tien Chen,,9,-0.2083294609296203,1.2362260294646532,4,-1.4278463709492182,-1.5083096861483172,0,1,23,2,0.9230769230769232,1,True,0,2.0,2,6.003589442116208e-05,0.0003141532070003,0.0011351502034813,0.000500033434946,0.0003939723537769,0.0034986133687198,0.0015369136817753,0.0056482888758182,0.0032801628112792,0.0052750608883798,0.0089939245954155,0.0027904752641916,0.0029568041209131,0.0167705621570348,0.0381710417568683,0.0472778789699077,0.0554118528962135,0.0441846698522567,0.2746243774890899,0.0649401322007179,0.05485200881958,0.0743992999196052,0.2047860473394394,0.0178501643240451,0.0703483670949935,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2978403270244598,3
26,0:08:36,12913.0,2,0,CHOU Tien Chen,2,推撲球,0,0,2.0,6,505.0,390.0,1.0,9,781.0,638.0,,,CHOU Tien Chen,,9,-0.6644604089907872,-0.6417633103102528,9,-0.4859172599074914,1.1208698466404368,0,1,23,2,0.9615384615384616,0,True,0,2.0,2,5.081285780761391e-05,0.0002658913144841,0.0009607623214833,0.0004232156206853,0.000333448202582,0.0029611375648528,0.0013008047826588,0.0047805686481297,0.0027762465178966,0.0044646780006587,0.0076122297905385,0.0023617874830961,0.0025025638751685,0.0141941774636507,0.0323069989681243,0.0400147996842861,0.0468991883099079,0.0373967848718166,0.2324351072311401,0.054963681846857,0.046425350010395,0.0629696771502494,0.1733257174491882,0.0151079259812831,0.0639379397034645,0.149228498339653,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3833574950695038,3
27,00:08:37,12942.0,2,0,Kento MOMOTA,3,切球,0,1,2.0,10,781.0,638.0,2.0,2,800.0,465.0,掛網,對手掛網,CHOU Tien Chen,,7,0.9660465321856696,1.5092855588479968,9,0.3703453840844234,-1.002194024834946,0,1,23,2,1.0,1,True,0,2.0,2,4.292232551961206e-05,0.0002246018557343,0.0008115684613585,0.0003574957663659,0.0002816680353134,0.0025013114791363,0.0010988067369908,0.0040382086299359,0.0023451317101716,0.0037713714409619,0.0064301500096917,0.0019950326532125,0.0021139483433216,0.0119900070130825,0.0272901449352502,0.0338010229170322,0.0396163538098335,0.0315895490348339,0.1963409632444381,0.0464285425841808,0.0392160974442958,0.0531913079321384,0.1464104950428009,0.0127618620172142,0.0540092177689075,0.0689152255654335,0.2124270498752594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2883236408233642,3
1,0:08:57,13434.0,2,1,CHOU Tien Chen,1,發短球,0,1,2.0,8,,,1.0,8,533.0,524.0,,,Kento MOMOTA,,9,0.1790809108035243,-0.8115260352185777,9,-0.4072798055094664,1.011449823826494,0,1,23,3,0.0,0,True,1,1.0,-1,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9872715473175048,4
2,0:08:58,13456.0,2,1,Kento MOMOTA,2,網前球,0,1,1.0,9,533.0,524.0,2.0,5,501.0,395.0,,,Kento MOMOTA,,9,-0.6027241233431202,0.8074983104402141,9,0.0025569717363084,-0.93111868908313,0,1,23,3,0.3333333333333333,1,True,1,1.0,-1,0.2688853740692138,0.7311146259307861,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3618702590465545,4
3,0:08:59,13478.0,2,1,CHOU Tien Chen,2,網前球,0,0,1.0,6,501.0,395.0,2.0,2,500.0,492.0,,,Kento MOMOTA,,8,-0.7092062549852446,-0.4524880464101561,9,-0.3184097146077901,0.9558248004160692,0,1,23,3,0.6666666666666666,0,True,1,1.0,-1,0.1799051761627197,0.3436014056205749,0.4764933884143829,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8401107788085938,4
